rb,Year,hdd
p114,2020,772.3376000815999
p114,2021,666.2409735353284
p114,2022,692.4349745680657
p114,2023,836.8403853231064
p114,2024,711.6120650458503
p114,2025,721.2206701782901
p114,2026,803.5922505233509
p114,2027,922.9342707909158
p114,2028,892.7897682582259
p114,2029,705.3310592008279
p114,2030,725.4301937835119
p114,2031,1002.5297321525806
p114,2032,638.4900548251464
p114,2033,788.4720693076923
p114,2034,700.454675823642
p114,2035,824.6276228490312
p114,2036,690.5055099488925
p114,2037,621.1582032014031
p114,2038,907.9397757082354
p114,2039,854.72969215366
p114,2040,768.4860072243328
p114,2041,851.1184542771705
p114,2042,933.8348356520847
p114,2043,644.2593232845769
p114,2044,696.8087497651047
p114,2045,947.3510756086907
p114,2046,749.5701003343231
p114,2047,967.4501299369293
p114,2048,751.5003122915545
p114,2049,658.7487317990538
p114,2050,1016.9392295849239
p114,2051,908.5143245269062
p114,2052,947.6283278118685
p114,2053,808.6759556569818
p114,2054,754.9739672737189
p114,2055,802.7824797751264
p114,2056,928.2303503947878
p114,2057,819.6911384870955
p114,2058,1035.1638298535702
p114,2059,901.7958505140346
p114,2060,1113.815096684406
p114,2061,951.8428795795513
p114,2062,1061.5842885445218
p114,2063,1127.8034887524882
p114,2064,985.3246141442066
p114,2065,988.1409306241271
p114,2066,1161.239453564869
p114,2067,1238.0587775205156
p114,2068,1201.559060446637
p114,2069,957.9638179136828
p114,2070,977.9965918419118
p114,2071,1314.7672067713172
p114,2072,904.0600524835565
p114,2073,1042.5963393506981
p114,2074,971.9902739813359
p114,2075,1111.7166044014625
p114,2076,949.1404947096203
p114,2077,818.490243026097
p114,2078,1196.4445341335831
p114,2079,1150.6923521289198
p114,2080,1088.4541115655597
p114,2081,1173.1456472278146
p114,2082,1208.4997713711
p114,2083,898.3126575779936
p114,2084,953.3348908144558
p114,2085,1220.676785510612
p114,2086,978.5950741846498
p114,2087,1223.866278007367
p114,2088,946.6915586447233
p114,2089,885.3890446285794
p114,2090,1288.7789938216092
p114,2091,1106.742088843905
p114,2092,1160.4560048274143
p114,2093,944.694986862057
p114,2094,942.175912624638
p114,2095,1008.9138017875201
p114,2096,1088.098276991552
p114,2097,973.1305287149492
p114,2098,1224.8961930776607
p114,2099,1043.1448462538851
