rb,Year,cdd
p98,2020,1896.697324083627
p98,2021,1893.8940637136702
p98,2022,1597.0932149640785
p98,2023,1706.8749619713622
p98,2024,1551.5582542104248
p98,2025,1555.3966266417078
p98,2026,1456.4200586069285
p98,2027,1697.6523103536995
p98,2028,1735.6613430769626
p98,2029,1680.5128572053886
p98,2030,1158.3607816660322
p98,2031,1350.705794696691
p98,2032,1496.3684262048196
p98,2033,1622.6861290685363
p98,2034,1442.2376793767487
p98,2035,1659.131896075236
p98,2036,1743.7444107048163
p98,2037,1533.622367331855
p98,2038,1279.930013246047
p98,2039,1410.5380257568086
p98,2040,1687.0244948211666
p98,2041,1409.3693006416615
p98,2042,1481.5152693241785
p98,2043,1585.1742313899585
p98,2044,1613.0947910232926
p98,2045,1563.9785266649317
p98,2046,1315.0663400345984
p98,2047,1376.2080624867597
p98,2048,1412.712713871968
p98,2049,1527.2889534810683
p98,2050,1736.0013880166014
p98,2051,1317.1149404520047
p98,2052,1190.2702423398111
p98,2053,1497.727785977512
p98,2054,1664.9667379677135
p98,2055,1382.289535398401
p98,2056,1373.0417364229006
p98,2057,1246.0377774711542
p98,2058,1472.5740347217925
p98,2059,1291.8177589906638
p98,2060,1396.2700866805635
p98,2061,1377.674378155636
p98,2062,1159.4312202793146
p98,2063,1266.6571752590726
p98,2064,1155.7757576048525
p98,2065,1230.8680541338858
p98,2066,1096.769037913657
p98,2067,1262.824526677262
p98,2068,1300.8172642842837
p98,2069,1273.4786446760922
p98,2070,829.1503094532429
p98,2071,1003.5436022785588
p98,2072,1109.009844074134
p98,2073,1243.5100148065771
p98,2074,1064.5451551522253
p98,2075,1229.04190218264
p98,2076,1309.5505639477208
p98,2077,1072.9065192543098
p98,2078,898.1659809611529
p98,2079,1003.0158065186923
p98,2080,1211.4665469614822
p98,2081,952.9468288651593
p98,2082,1026.2769684183352
p98,2083,1155.139423573702
p98,2084,1169.2567798950208
p98,2085,1139.195277559861
p98,2086,910.120701953078
p98,2087,983.8858716112381
p98,2088,962.3728645824101
p98,2089,1090.5371441036853
p98,2090,1263.7625654058702
p98,2091,904.854190220625
p98,2092,778.655541983424
p98,2093,1072.6831057772554
p98,2094,1231.4862887869822
p98,2095,983.040261644375
p98,2096,971.3954763781891
p98,2097,857.4452614379862
p98,2098,1044.0480911975358
p98,2099,918.0495811246117
