state,Year,Date
Pennsylvania,2020,2020-12-25
Pennsylvania,2021,2021-01-11
Pennsylvania,2021,2021-01-12
Pennsylvania,2022,2022-01-11
Pennsylvania,2022,2022-01-17
Pennsylvania,2022,2022-01-18
Pennsylvania,2022,2022-01-27
Pennsylvania,2023,2023-12-25
Pennsylvania,2023,2023-12-26
Pennsylvania,2024,2024-01-20
Pennsylvania,2024,2024-01-21
Pennsylvania,2024,2024-01-22
Pennsylvania,2025,2025-01-21
Pennsylvania,2027,2027-01-24
Pennsylvania,2027,2027-01-25
Pennsylvania,2027,2027-01-27
Pennsylvania,2033,2033-03-15
Pennsylvania,2034,2034-01-16
Pennsylvania,2034,2034-01-19
Pennsylvania,2034,2034-01-20
Pennsylvania,2034,2034-01-21
Pennsylvania,2036,2036-02-05
Pennsylvania,2045,2045-01-24
Pennsylvania,2049,2049-01-17
Pennsylvania,2051,2051-01-24
Pennsylvania,2054,2054-01-07
Pennsylvania,2055,2055-02-16
Pennsylvania,2055,2055-02-20
Pennsylvania,2055,2055-02-24
Pennsylvania,2056,2056-02-14
Pennsylvania,2058,2058-01-07
Pennsylvania,2059,2059-01-31
Pennsylvania,2061,2061-01-12
Pennsylvania,2062,2062-01-11
Pennsylvania,2062,2062-01-17
Pennsylvania,2062,2062-01-18
Pennsylvania,2065,2065-01-21
Pennsylvania,2074,2074-01-19
Pennsylvania,2074,2074-01-20
Pennsylvania,2074,2074-01-21
Pennsylvania,2094,2094-01-07
