rb,Year,cdd
p85,2020,1934.3607267555508
p85,2021,1667.4868425649947
p85,2022,1748.3413996619206
p85,2023,2019.2775244229772
p85,2024,1756.7019679160696
p85,2025,1944.6633066472343
p85,2026,1571.9552550048925
p85,2027,1654.6176175200453
p85,2028,1841.714351913662
p85,2029,1860.9720480038654
p85,2030,1421.077532659819
p85,2031,1528.5790266144454
p85,2032,1526.632712761421
p85,2033,1863.8608354939583
p85,2034,1668.8729393244575
p85,2035,1680.863750355309
p85,2036,1828.9491674489536
p85,2037,1799.1443089214831
p85,2038,1436.5270065382776
p85,2039,1428.9812064441987
p85,2040,1774.8563052743789
p85,2041,1672.573677393283
p85,2042,1765.6469375845536
p85,2043,1695.3751511766004
p85,2044,1602.8672722940635
p85,2045,1544.0663069902835
p85,2046,1463.0640473320593
p85,2047,1561.5376000591637
p85,2048,1827.2313783447976
p85,2049,1739.7422467393371
p85,2050,1810.918704025776
p85,2051,1601.9609120148493
p85,2052,1270.9833076507648
p85,2053,1922.708649998077
p85,2054,2059.836741309156
p85,2055,1680.5166420578853
p85,2056,1486.3717691611323
p85,2057,1294.1724673767094
p85,2058,1807.1662177831986
p85,2059,1707.6203112648868
p85,2060,1636.1505864737196
p85,2061,1423.4187636857241
p85,2062,1482.9483321444231
p85,2063,1753.540884225908
p85,2064,1500.2561445350725
p85,2065,1727.694321945867
p85,2066,1364.6961668544538
p85,2067,1427.0352574778412
p85,2068,1612.2168162778903
p85,2069,1662.7570075049825
p85,2070,1232.1343455605606
p85,2071,1369.5511787987898
p85,2072,1342.993609915533
p85,2073,1680.5433666612614
p85,2074,1489.68565765636
p85,2075,1500.5090752409803
p85,2076,1662.298226494414
p85,2077,1609.629534525298
p85,2078,1260.2034896015143
p85,2079,1266.8215392286113
p85,2080,1578.7573192027671
p85,2081,1497.5524439993676
p85,2082,1579.6829065513516
p85,2083,1551.008828436995
p85,2084,1469.2246423573943
p85,2085,1411.375881287136
p85,2086,1331.3937493329097
p85,2087,1437.1320582660535
p85,2088,1690.0244515969907
p85,2089,1637.2817401431528
p85,2090,1718.1295361264245
p85,2091,1520.9422106724965
p85,2092,1201.056612273455
p85,2093,1835.7671474894078
p85,2094,1960.8600567279243
p85,2095,1587.6755039606396
p85,2096,1382.1627175688918
p85,2097,1194.9164291537993
p85,2098,1694.8130168609864
p85,2099,1573.3344836124616
