rb,Year,hdd
p130,2020,249.34570968989772
p130,2021,249.34570968989772
p130,2022,249.34570968989772
p130,2023,249.34570968989772
p130,2024,249.34570968989772
p130,2025,249.34570968989772
p130,2026,249.34570968989772
p130,2027,249.34570968989772
p130,2028,249.34570968989772
p130,2029,249.34570968989772
p130,2030,249.34570968989772
p130,2031,249.34570968989772
p130,2032,249.34570968989772
p130,2033,249.34570968989772
p130,2034,249.34570968989772
p130,2035,249.34570968989772
p130,2036,249.34570968989772
p130,2037,249.34570968989772
p130,2038,249.34570968989772
p130,2039,249.34570968989772
p130,2040,249.34570968989772
p130,2041,249.34570968989772
p130,2042,249.34570968989772
p130,2043,249.34570968989772
p130,2044,249.34570968989772
p130,2045,249.34570968989772
p130,2046,249.34570968989772
p130,2047,249.34570968989772
p130,2048,249.34570968989772
p130,2049,249.34570968989772
p130,2050,249.34570968989772
p130,2051,249.34570968989772
p130,2052,249.34570968989772
p130,2053,249.34570968989772
p130,2054,249.34570968989772
p130,2055,249.34570968989772
p130,2056,249.34570968989772
p130,2057,249.34570968989772
p130,2058,249.34570968989772
p130,2059,249.34570968989772
p130,2060,249.34570968989772
p130,2061,249.34570968989772
p130,2062,249.34570968989772
p130,2063,249.34570968989772
p130,2064,249.34570968989772
p130,2065,249.34570968989772
p130,2066,249.34570968989772
p130,2067,249.34570968989772
p130,2068,249.34570968989772
p130,2069,249.34570968989772
p130,2070,249.34570968989772
p130,2071,249.34570968989772
p130,2072,249.34570968989772
p130,2073,249.34570968989772
p130,2074,249.34570968989772
p130,2075,249.34570968989772
p130,2076,249.34570968989772
p130,2077,249.34570968989772
p130,2078,249.34570968989772
p130,2079,249.34570968989772
p130,2080,249.34570968989772
p130,2081,249.34570968989772
p130,2082,249.34570968989772
p130,2083,249.34570968989772
p130,2084,249.34570968989772
p130,2085,249.34570968989772
p130,2086,249.34570968989772
p130,2087,249.34570968989772
p130,2088,249.34570968989772
p130,2089,249.34570968989772
p130,2090,249.34570968989772
p130,2091,249.34570968989772
p130,2092,249.34570968989772
p130,2093,249.34570968989772
p130,2094,249.34570968989772
p130,2095,249.34570968989772
p130,2096,249.34570968989772
p130,2097,249.34570968989772
p130,2098,249.34570968989772
p130,2099,249.34570968989772
