state,Year,Date
Louisiana,2020,2020-03-02
Louisiana,2022,2022-01-11
Louisiana,2022,2022-01-12
Louisiana,2022,2022-01-14
Louisiana,2022,2022-01-17
Louisiana,2023,2023-12-24
Louisiana,2023,2023-12-25
Louisiana,2023,2023-12-26
Louisiana,2023,2023-12-30
Louisiana,2023,2023-12-31
Louisiana,2024,2024-01-21
Louisiana,2025,2025-01-20
Louisiana,2025,2025-01-21
Louisiana,2025,2025-01-22
Louisiana,2025,2025-02-02
Louisiana,2025,2025-02-03
Louisiana,2028,2028-02-07
Louisiana,2029,2029-12-22
Louisiana,2029,2029-12-23
Louisiana,2029,2029-12-24
Louisiana,2036,2036-01-19
Louisiana,2036,2036-02-03
Louisiana,2036,2036-02-04
Louisiana,2036,2036-02-05
Louisiana,2050,2050-01-08
Louisiana,2050,2050-01-09
Louisiana,2054,2054-01-06
Louisiana,2054,2054-01-07
Louisiana,2054,2054-01-29
Louisiana,2054,2054-01-30
Louisiana,2055,2055-01-08
Louisiana,2058,2058-01-02
Louisiana,2058,2058-01-17
Louisiana,2058,2058-01-18
Louisiana,2062,2062-01-11
Louisiana,2063,2063-12-25
Louisiana,2063,2063-12-26
Louisiana,2065,2065-01-21
Louisiana,2069,2069-12-22
Louisiana,2069,2069-12-23
Louisiana,2069,2069-12-24
Louisiana,2076,2076-02-03
Louisiana,2076,2076-02-04
Louisiana,2098,2098-01-17
