state,Year,Date
South Carolina,2020,2020-03-03
South Carolina,2022,2022-01-10
South Carolina,2022,2022-01-11
South Carolina,2022,2022-01-12
South Carolina,2023,2023-12-25
South Carolina,2023,2023-12-26
South Carolina,2025,2025-01-20
South Carolina,2025,2025-01-21
South Carolina,2025,2025-01-22
South Carolina,2025,2025-12-26
South Carolina,2026,2026-01-28
South Carolina,2029,2029-12-22
South Carolina,2029,2029-12-23
South Carolina,2029,2029-12-24
South Carolina,2029,2029-12-25
South Carolina,2031,2031-02-16
South Carolina,2034,2034-01-16
South Carolina,2034,2034-01-19
South Carolina,2036,2036-02-05
South Carolina,2043,2043-01-24
South Carolina,2054,2054-01-07
South Carolina,2055,2055-02-19
South Carolina,2055,2055-02-20
South Carolina,2060,2060-03-03
South Carolina,2062,2062-01-10
South Carolina,2062,2062-01-11
South Carolina,2063,2063-12-25
South Carolina,2063,2063-12-26
South Carolina,2065,2065-01-21
South Carolina,2065,2065-01-22
South Carolina,2066,2066-01-28
South Carolina,2069,2069-12-23
South Carolina,2074,2074-01-16
South Carolina,2074,2074-01-19
South Carolina,2083,2083-01-24
South Carolina,2094,2094-01-07
