rb,Year,cdd
p73,2020,2660.3486355571995
p73,2021,2325.32768416804
p73,2022,2526.5349178667257
p73,2023,2673.8818739123208
p73,2024,2546.7252031046555
p73,2025,2685.5703254089995
p73,2026,2214.413119869953
p73,2027,2247.9012531443345
p73,2028,2507.5765372179353
p73,2029,2582.39656647837
p73,2030,2008.1131147863962
p73,2031,2141.718950560327
p73,2032,2084.734450280819
p73,2033,2613.9482815272013
p73,2034,2272.4192055327558
p73,2035,2411.8300373077846
p73,2036,2641.9144853038106
p73,2037,2517.0533786743267
p73,2038,2004.8675218487238
p73,2039,2027.3375931423127
p73,2040,2303.315480599095
p73,2041,2155.194200318245
p73,2042,2275.4006625244415
p73,2043,2263.998294811086
p73,2044,2194.708836519567
p73,2045,2183.991054467253
p73,2046,1988.9705421377967
p73,2047,2176.026666663738
p73,2048,2569.1732845946935
p73,2049,2387.9775399895693
p73,2050,2427.525160160108
p73,2051,2301.3872650710773
p73,2052,1771.6844674452132
p73,2053,2654.406583584529
p73,2054,2806.90977495181
p73,2055,2268.0804341818803
p73,2056,2130.098942127416
p73,2057,1917.8684719808607
p73,2058,2514.2778110177915
p73,2059,2476.31496852558
p73,2060,2250.3749577235094
p73,2061,1925.7458722630874
p73,2062,2122.625232911094
p73,2063,2310.1400210359293
p73,2064,2161.9758123199736
p73,2065,2300.282701938174
p73,2066,1837.894609494952
p73,2067,1834.4516366719133
p73,2068,2129.7496588992894
p73,2069,2209.0000315076595
p73,2070,1627.669197693367
p73,2071,1781.6051997757545
p73,2072,1724.205849566477
p73,2073,2199.522406673986
p73,2074,1926.6198351361481
p73,2075,2016.662615233024
p73,2076,2284.7513366309618
p73,2077,2145.842757297852
p73,2078,1700.435382061214
p73,2079,1731.0120507739828
p73,2080,2025.9453268897055
p73,2081,1877.4691658488468
p73,2082,2002.1116648637915
p73,2083,1995.8831757910675
p73,2084,1928.4098208845273
p73,2085,1933.17538199066
p73,2086,1731.2416784870366
p73,2087,1928.7065629036365
p73,2088,2278.56029653967
p73,2089,2092.5513414724005
p73,2090,2146.0070227341607
p73,2091,2011.7178279896534
p73,2092,1542.0482829699906
p73,2093,2350.7042600100704
p73,2094,2499.863801887059
p73,2095,1989.9114450964448
p73,2096,1874.5227934572422
p73,2097,1674.8520788540172
p73,2098,2240.1101454581126
p73,2099,2188.375952556207
