rb,Year,hdd
p41,2020,1089.1386045374957
p41,2021,924.7129416173952
p41,2022,646.9183431079414
p41,2023,971.9648106000466
p41,2024,760.0588877689547
p41,2025,788.1834325327354
p41,2026,808.2879716455191
p41,2027,897.6104487625263
p41,2028,1141.243193695367
p41,2029,948.7680945058714
p41,2030,930.4069777998317
p41,2031,1016.9386265687141
p41,2032,546.2657033995691
p41,2033,566.9364450588837
p41,2034,904.0750872062602
p41,2035,783.454442747474
p41,2036,819.9091155511951
p41,2037,880.6263523432362
p41,2038,939.0829284489703
p41,2039,782.1293458587373
p41,2040,1185.039447421742
p41,2041,825.7862059520287
p41,2042,1112.1497916173862
p41,2043,872.2779503077263
p41,2044,787.8002050617207
p41,2045,1080.3406120876152
p41,2046,1036.406538089665
p41,2047,1018.4470062464494
p41,2048,795.0735542127275
p41,2049,743.2042677569596
p41,2050,899.0487898511835
p41,2051,1068.02130687371
p41,2052,1163.9276498708828
p41,2053,1005.5500010226948
p41,2054,915.2375578156225
p41,2055,968.1096941714545
p41,2056,939.7992917157937
p41,2057,977.2576550682563
p41,2058,1145.978293901561
p41,2059,773.4645657560948
p41,2060,1317.3051503293007
p41,2061,1133.5077345472016
p41,2062,891.1557002257348
p41,2063,1131.1300799004428
p41,2064,970.543969372044
p41,2065,1038.7362634604456
p41,2066,1052.1927909895085
p41,2067,1100.2195412950732
p41,2068,1365.337907344624
p41,2069,1178.8993563616298
p41,2070,1151.2173049634011
p41,2071,1267.2957641775674
p41,2072,785.6635666820907
p41,2073,714.0449246753715
p41,2074,1139.3722212896955
p41,2075,965.2772424482625
p41,2076,996.2363998164201
p41,2077,1070.8466947361392
p41,2078,1117.9162453557983
p41,2079,991.0771470834823
p41,2080,1412.1235597623008
p41,2081,1055.9878080463493
p41,2082,1313.1799521814266
p41,2083,1065.649886832653
p41,2084,1008.4014305439227
p41,2085,1325.377155926975
p41,2086,1234.2320045717945
p41,2087,1230.698647505571
p41,2088,945.5924343544341
p41,2089,893.461200664219
p41,2090,1045.2941971719274
p41,2091,1217.3222377250213
p41,2092,1324.553058405759
p41,2093,1125.1978198526213
p41,2094,1050.1468369232525
p41,2095,1069.6047689468207
p41,2096,1064.5834495207982
p41,2097,1076.7433167332997
p41,2098,1299.3765822735968
p41,2099,938.1334413383947
