rb,Year,cdd
p55,2020,2528.1181516374313
p55,2021,2222.1236263915566
p55,2022,2412.6219463376815
p55,2023,2640.217073212053
p55,2024,2461.6566275917153
p55,2025,2635.7541132837137
p55,2026,2143.590646639859
p55,2027,2218.8887882914346
p55,2028,2451.433451875575
p55,2029,2517.5386350966555
p55,2030,1999.8054854911406
p55,2031,2062.6442947804344
p55,2032,1999.9008412427943
p55,2033,2565.517135773456
p55,2034,2241.593809448862
p55,2035,2332.071768419506
p55,2036,2574.243101612491
p55,2037,2426.5327394559517
p55,2038,2028.2017842149585
p55,2039,1945.0819457537468
p55,2040,2285.9977957859155
p55,2041,2122.874830878598
p55,2042,2266.5705566285424
p55,2043,2195.6442083543343
p55,2044,2137.438851294397
p55,2045,2163.451149689392
p55,2046,1941.0544545302168
p55,2047,2136.9304565531666
p55,2048,2480.5391498279423
p55,2049,2343.8162536886484
p55,2050,2367.3492454280504
p55,2051,2294.1145160575784
p55,2052,1727.370414671324
p55,2053,2611.6901052862413
p55,2054,2694.7999467454247
p55,2055,2182.111305501122
p55,2056,2004.020990474327
p55,2057,1822.6392781344898
p55,2058,2450.013021527224
p55,2059,2426.334264416694
p55,2060,2141.4153064140874
p55,2061,1848.9567659824875
p55,2062,2029.1981031639466
p55,2063,2292.62293982908
p55,2064,2078.7245624532293
p55,2065,2235.5651445972594
p55,2066,1783.9263915520582
p55,2067,1839.3994361041032
p55,2068,2084.180187956584
p55,2069,2160.5353545689004
p55,2070,1614.6205839718054
p55,2071,1724.4205562555244
p55,2072,1664.2645252289615
p55,2073,2178.9017625883516
p55,2074,1923.9272800338988
p55,2075,1957.9985833744172
p55,2076,2223.52580565552
p55,2077,2081.907300207566
p55,2078,1732.6776509317351
p55,2079,1653.6577721874783
p55,2080,2017.6290652963871
p55,2081,1859.4662895774638
p55,2082,1993.9633578104435
p55,2083,1940.6736199349816
p55,2084,1889.3157461407725
p55,2085,1922.0099826730202
p55,2086,1698.3349664930895
p55,2087,1903.8839490439113
p55,2088,2198.9837610747604
p55,2089,2073.7681021822536
p55,2090,2108.7909922775198
p55,2091,2028.5547513374895
p55,2092,1506.809234755719
p55,2093,2330.0775605719427
p55,2094,2407.1570885980127
p55,2095,1938.0764085168707
p55,2096,1771.2888356545634
p55,2097,1601.2875689862785
p55,2098,2189.981090095473
p55,2099,2162.581670770073
