rb,Year,cdd
p90,2020,1187.8180035058945
p90,2021,1184.08058356656
p90,2022,1005.7070802160972
p90,2023,1274.2592117960912
p90,2024,1062.4742243172775
p90,2025,1153.609554900964
p90,2026,960.3572367169759
p90,2027,1074.4031796615013
p90,2028,1118.9654182859326
p90,2029,1119.168963670587
p90,2030,742.1905019534653
p90,2031,954.9964059895988
p90,2032,1037.8683172416845
p90,2033,1176.1392253086547
p90,2034,996.8750796207926
p90,2035,1146.7387204092165
p90,2036,1269.738573458975
p90,2037,1114.2972754041941
p90,2038,935.2257207313448
p90,2039,947.0224884555398
p90,2040,1111.5141921181194
p90,2041,1011.1879269538885
p90,2042,1129.3694617373071
p90,2043,1107.2153711423052
p90,2044,1078.0048011417393
p90,2045,1060.4169568284115
p90,2046,922.7332632608719
p90,2047,919.9181564141115
p90,2048,1055.3900414373447
p90,2049,1104.2413577195687
p90,2050,1376.4169393526386
p90,2051,992.7345101751591
p90,2052,755.0041958163974
p90,2053,1114.5865311105922
p90,2054,1322.4565046380394
p90,2055,935.2441212238273
p90,2056,943.261405016875
p90,2057,790.0458517244017
p90,2058,1083.2611126831578
p90,2059,949.9307421391368
p90,2060,994.2328632415786
p90,2061,996.769959140446
p90,2062,834.1673705417677
p90,2063,1110.8429730852022
p90,2064,894.2563859580699
p90,2065,996.1632365592932
p90,2066,798.8329884128796
p90,2067,886.0723627970174
p90,2068,936.9123778135388
p90,2069,923.0119858663596
p90,2070,567.913249601725
p90,2071,783.7014017463264
p90,2072,848.3698880210427
p90,2073,972.5595819705668
p90,2074,830.6816178364336
p90,2075,939.4196980746589
p90,2076,1050.6961167600641
p90,2077,889.1945213765799
p90,2078,754.8165669020307
p90,2079,744.828000032865
p90,2080,921.5836615245062
p90,2081,819.7272027962543
p90,2082,951.277226092791
p90,2083,945.8686655849164
p90,2084,912.5633303186031
p90,2085,870.2601313751759
p90,2086,756.1850218067806
p90,2087,764.9609121733438
p90,2088,873.8303165223526
p90,2089,924.5321607201627
p90,2090,1203.4461055627025
p90,2091,820.6831528289327
p90,2092,601.8432779687066
p90,2093,906.9947212268601
p90,2094,1101.191158430896
p90,2095,780.7770958127915
p90,2096,785.7580789090589
p90,2097,649.9090415694259
p90,2098,912.8661000125451
p90,2099,789.0429125186864
