state,Year,Date
Arizona,2030,2030-06-26
Arizona,2035,2035-07-28
Arizona,2035,2035-07-29
Arizona,2043,2043-07-14
Arizona,2043,2043-07-15
Arizona,2057,2057-06-20
Arizona,2060,2060-06-29
Arizona,2065,2065-07-07
Arizona,2065,2065-07-08
Arizona,2069,2069-06-18
Arizona,2069,2069-06-19
Arizona,2069,2069-07-03
Arizona,2069,2069-07-04
Arizona,2069,2069-07-05
Arizona,2069,2069-07-06
Arizona,2069,2069-07-19
Arizona,2070,2070-06-25
Arizona,2070,2070-06-26
Arizona,2070,2070-06-27
Arizona,2070,2070-06-28
Arizona,2074,2074-06-24
Arizona,2074,2074-06-25
Arizona,2074,2074-06-26
Arizona,2074,2074-06-28
Arizona,2074,2074-06-29
Arizona,2074,2074-06-30
Arizona,2075,2075-07-26
Arizona,2075,2075-07-27
Arizona,2075,2075-07-28
Arizona,2075,2075-07-29
Arizona,2078,2078-07-15
Arizona,2078,2078-07-16
Arizona,2083,2083-07-13
Arizona,2083,2083-07-14
Arizona,2083,2083-07-15
Arizona,2083,2083-07-16
Arizona,2085,2085-07-12
Arizona,2085,2085-07-13
Arizona,2085,2085-07-16
Arizona,2085,2085-07-17
Arizona,2085,2085-07-18
Arizona,2087,2087-07-04
Arizona,2087,2087-07-05
Arizona,2089,2089-07-18
Arizona,2093,2093-06-28
Arizona,2093,2093-06-29
Arizona,2096,2096-06-19
Arizona,2096,2096-06-20
Arizona,2097,2097-06-19
Arizona,2097,2097-06-20
Arizona,2097,2097-06-21
Arizona,2097,2097-06-24
Arizona,2097,2097-07-07
