rb,Year,Date
p52,2021,2021-07-21
p52,2025,2025-08-31
p52,2030,2030-06-28
p52,2030,2030-06-29
p52,2034,2034-06-25
p52,2034,2034-07-01
p52,2034,2034-08-27
p52,2035,2035-08-07
p52,2035,2035-08-08
p52,2037,2037-07-01
p52,2037,2037-07-16
p52,2038,2038-06-26
p52,2038,2038-06-27
p52,2038,2038-06-29
p52,2038,2038-07-19
p52,2038,2038-07-20
p52,2038,2038-07-21
p52,2040,2040-07-09
p52,2040,2040-08-12
p52,2040,2040-08-14
p52,2041,2041-07-07
p52,2041,2041-07-08
p52,2041,2041-07-09
p52,2041,2041-07-17
p52,2041,2041-07-22
p52,2042,2042-07-25
p52,2042,2042-07-26
p52,2042,2042-07-31
p52,2043,2043-07-03
p52,2043,2043-07-14
p52,2043,2043-07-15
p52,2043,2043-07-16
p52,2043,2043-07-18
p52,2043,2043-07-25
p52,2044,2044-08-01
p52,2045,2045-07-20
p52,2045,2045-07-21
p52,2045,2045-07-22
p52,2045,2045-07-31
p52,2046,2046-07-16
p52,2046,2046-07-17
p52,2046,2046-07-18
p52,2046,2046-07-19
p52,2046,2046-07-20
p52,2046,2046-07-25
p52,2047,2047-08-13
p52,2047,2047-08-14
p52,2048,2048-07-31
p52,2048,2048-08-01
p52,2048,2048-08-02
p52,2048,2048-08-03
p52,2050,2050-07-13
p52,2050,2050-07-17
p52,2051,2051-06-26
p52,2051,2051-06-29
p52,2051,2051-06-30
p52,2051,2051-07-01
p52,2051,2051-07-16
p52,2051,2051-07-17
p52,2051,2051-07-18
p52,2051,2051-07-19
p52,2051,2051-07-20
p52,2051,2051-07-26
p52,2051,2051-07-27
p52,2051,2051-07-31
p52,2051,2051-08-01
p52,2051,2051-08-07
p52,2051,2051-08-18
p52,2051,2051-08-19
p52,2051,2051-08-23
p52,2051,2051-08-24
p52,2051,2051-09-01
p52,2052,2052-06-23
p52,2052,2052-06-24
p52,2052,2052-06-25
p52,2052,2052-06-26
p52,2052,2052-06-27
p52,2052,2052-06-28
p52,2052,2052-06-29
p52,2052,2052-06-30
p52,2052,2052-07-20
p52,2052,2052-07-21
p52,2052,2052-07-24
p52,2052,2052-08-01
p52,2052,2052-08-02
p52,2053,2053-06-10
p52,2053,2053-06-11
p52,2053,2053-06-12
p52,2053,2053-06-27
p52,2053,2053-07-12
p52,2053,2053-07-13
p52,2053,2053-07-14
p52,2053,2053-07-22
p52,2053,2053-07-23
p52,2054,2054-07-20
p52,2054,2054-07-21
p52,2054,2054-07-24
p52,2056,2056-07-20
p52,2056,2056-07-21
p52,2056,2056-07-22
p52,2056,2056-07-23
p52,2058,2058-06-01
p52,2058,2058-06-27
p52,2058,2058-06-28
p52,2058,2058-06-29
p52,2058,2058-07-19
p52,2058,2058-07-20
p52,2058,2058-07-22
p52,2059,2059-07-18
p52,2059,2059-07-19
p52,2059,2059-07-20
p52,2059,2059-08-19
p52,2059,2059-08-20
p52,2060,2060-06-24
p52,2060,2060-06-25
p52,2060,2060-06-26
p52,2060,2060-06-27
p52,2060,2060-06-30
p52,2060,2060-07-01
p52,2060,2060-07-04
p52,2060,2060-07-05
p52,2060,2060-07-06
p52,2060,2060-07-09
p52,2060,2060-07-10
p52,2060,2060-07-11
p52,2060,2060-07-12
p52,2060,2060-07-13
p52,2060,2060-07-14
p52,2060,2060-07-15
p52,2060,2060-07-17
p52,2060,2060-07-19
p52,2060,2060-07-28
p52,2060,2060-07-29
p52,2060,2060-07-30
p52,2060,2060-08-01
p52,2060,2060-08-02
p52,2060,2060-08-10
p52,2061,2061-06-09
p52,2061,2061-07-21
p52,2061,2061-07-22
p52,2061,2061-08-05
p52,2062,2062-07-16
p52,2063,2063-07-02
p52,2063,2063-08-13
p52,2063,2063-08-15
p52,2063,2063-08-16
p52,2063,2063-08-17
p52,2063,2063-08-26
p52,2064,2064-07-08
p52,2064,2064-08-28
p52,2064,2064-08-29
p52,2065,2065-06-08
p52,2065,2065-06-09
p52,2065,2065-07-07
p52,2065,2065-07-08
p52,2065,2065-07-09
p52,2065,2065-07-11
p52,2065,2065-07-12
p52,2065,2065-07-13
p52,2065,2065-07-17
p52,2065,2065-07-18
p52,2065,2065-08-06
p52,2065,2065-08-08
p52,2065,2065-08-09
p52,2065,2065-08-30
p52,2065,2065-08-31
p52,2065,2065-09-01
p52,2066,2066-07-29
p52,2066,2066-07-30
p52,2066,2066-08-18
p52,2066,2066-08-19
p52,2067,2067-07-10
p52,2067,2067-07-30
p52,2067,2067-07-31
p52,2067,2067-08-01
p52,2067,2067-08-02
p52,2067,2067-08-06
p52,2067,2067-08-15
p52,2067,2067-08-20
p52,2067,2067-08-21
p52,2067,2067-08-22
p52,2068,2068-06-08
p52,2068,2068-06-19
p52,2068,2068-06-20
p52,2068,2068-06-21
p52,2068,2068-06-22
p52,2068,2068-07-13
p52,2068,2068-07-14
p52,2068,2068-07-23
p52,2068,2068-08-14
p52,2068,2068-08-15
p52,2068,2068-09-07
p52,2069,2069-08-03
p52,2069,2069-08-04
p52,2069,2069-08-05
p52,2070,2070-06-15
p52,2070,2070-06-18
p52,2070,2070-06-19
p52,2070,2070-06-24
p52,2070,2070-06-25
p52,2070,2070-06-26
p52,2070,2070-06-27
p52,2070,2070-06-28
p52,2070,2070-06-29
p52,2070,2070-06-30
p52,2070,2070-07-01
p52,2070,2070-07-02
p52,2070,2070-07-03
p52,2070,2070-07-04
p52,2070,2070-07-07
p52,2070,2070-08-25
p52,2070,2070-08-26
p52,2070,2070-08-27
p52,2070,2070-08-28
p52,2070,2070-08-29
p52,2070,2070-08-30
p52,2070,2070-08-31
p52,2070,2070-09-01
p52,2071,2071-06-25
p52,2071,2071-06-26
p52,2071,2071-07-05
p52,2071,2071-07-06
p52,2071,2071-07-07
p52,2071,2071-07-18
p52,2071,2071-07-30
p52,2071,2071-08-01
p52,2072,2072-07-06
p52,2072,2072-07-07
p52,2072,2072-07-08
p52,2072,2072-08-09
p52,2073,2073-06-29
p52,2073,2073-07-08
p52,2073,2073-07-30
p52,2073,2073-07-31
p52,2073,2073-08-01
p52,2074,2074-06-07
p52,2074,2074-06-13
p52,2074,2074-06-14
p52,2074,2074-06-25
p52,2074,2074-06-26
p52,2074,2074-06-29
p52,2074,2074-06-30
p52,2074,2074-07-01
p52,2074,2074-07-02
p52,2074,2074-07-03
p52,2074,2074-07-04
p52,2074,2074-07-05
p52,2074,2074-07-06
p52,2074,2074-07-18
p52,2074,2074-07-19
p52,2074,2074-07-20
p52,2074,2074-08-06
p52,2074,2074-08-07
p52,2074,2074-08-08
p52,2074,2074-08-12
p52,2074,2074-08-17
p52,2074,2074-08-18
p52,2074,2074-08-23
p52,2074,2074-08-24
p52,2074,2074-08-25
p52,2074,2074-08-26
p52,2074,2074-08-27
p52,2074,2074-08-28
p52,2075,2075-07-11
p52,2075,2075-07-12
p52,2075,2075-07-26
p52,2075,2075-07-27
p52,2075,2075-07-28
p52,2075,2075-08-07
p52,2075,2075-08-08
p52,2075,2075-08-09
p52,2075,2075-08-10
p52,2075,2075-08-11
p52,2075,2075-08-30
p52,2075,2075-09-02
p52,2076,2076-05-16
p52,2076,2076-05-18
p52,2076,2076-05-19
p52,2076,2076-06-18
p52,2076,2076-06-19
p52,2076,2076-06-20
p52,2076,2076-07-03
p52,2076,2076-07-04
p52,2076,2076-07-05
p52,2076,2076-07-06
p52,2076,2076-07-07
p52,2076,2076-07-17
p52,2076,2076-07-18
p52,2076,2076-07-19
p52,2076,2076-07-21
p52,2076,2076-07-22
p52,2076,2076-08-06
p52,2076,2076-08-07
p52,2076,2076-08-13
p52,2077,2077-06-19
p52,2077,2077-06-20
p52,2077,2077-06-21
p52,2077,2077-06-30
p52,2077,2077-07-01
p52,2077,2077-07-02
p52,2077,2077-07-12
p52,2077,2077-07-15
p52,2077,2077-07-16
p52,2077,2077-07-17
p52,2077,2077-07-18
p52,2077,2077-07-23
p52,2077,2077-07-24
p52,2077,2077-07-25
p52,2077,2077-07-26
p52,2077,2077-08-16
p52,2077,2077-08-29
p52,2077,2077-09-18
p52,2078,2078-06-23
p52,2078,2078-06-24
p52,2078,2078-06-25
p52,2078,2078-06-26
p52,2078,2078-06-27
p52,2078,2078-06-28
p52,2078,2078-06-29
p52,2078,2078-06-30
p52,2078,2078-07-03
p52,2078,2078-07-05
p52,2078,2078-07-06
p52,2078,2078-07-07
p52,2078,2078-07-12
p52,2078,2078-07-13
p52,2078,2078-07-14
p52,2078,2078-07-15
p52,2078,2078-07-18
p52,2078,2078-07-19
p52,2078,2078-07-20
p52,2078,2078-07-21
p52,2078,2078-07-22
p52,2078,2078-08-17
p52,2078,2078-08-23
p52,2078,2078-08-24
p52,2078,2078-08-25
p52,2078,2078-09-03
p52,2078,2078-09-04
p52,2078,2078-09-06
