rb,Year,cdd
p51,2020,2120.279872934306
p51,2021,1842.2419091913366
p51,2022,2067.16223210743
p51,2023,2297.9496752854748
p51,2024,2091.1663919908647
p51,2025,2233.2339938460755
p51,2026,1800.2250450450701
p51,2027,1898.198097720106
p51,2028,2092.797633485981
p51,2029,2206.113934713885
p51,2030,1745.78273317004
p51,2031,1777.9023898669525
p51,2032,1704.3482613300384
p51,2033,2249.99154015231
p51,2034,1994.3184996042316
p51,2035,1950.4344871238777
p51,2036,2153.215761939791
p51,2037,2040.7508322436665
p51,2038,1758.6317429660237
p51,2039,1608.228837804019
p51,2040,2038.5688862148245
p51,2041,1933.3815417061192
p51,2042,1998.8102191295952
p51,2043,1876.0986906521716
p51,2044,1796.1540788304578
p51,2045,1828.5237652647775
p51,2046,1609.0652226268624
p51,2047,1854.9949238857357
p51,2048,2061.705841861479
p51,2049,1951.5379895389992
p51,2050,2014.0848721945454
p51,2051,1900.09750383307
p51,2052,1399.500530290565
p51,2053,2130.6464128310163
p51,2054,2145.1512075036235
p51,2055,1762.5796278960793
p51,2056,1558.847496502942
p51,2057,1462.3852031673136
p51,2058,2016.5565569080818
p51,2059,1957.079420575032
p51,2060,1727.92702624223
p51,2061,1524.0636947591247
p51,2062,1705.7818682405846
p51,2063,1913.3658297552088
p51,2064,1715.4905414620184
p51,2065,1901.1259867376561
p51,2066,1496.0670109323075
p51,2067,1560.2572270262822
p51,2068,1736.7686948926555
p51,2069,1856.2304827712833
p51,2070,1392.1399374921093
p51,2071,1467.718135674189
p51,2072,1355.9653901063587
p51,2073,1861.4524212974318
p51,2074,1646.923613404997
p51,2075,1567.7973765662255
p51,2076,1752.9340871797467
p51,2077,1661.4010866665612
p51,2078,1417.2624052077706
p51,2079,1252.5056342439602
p51,2080,1655.4752106685028
p51,2081,1540.0711262396262
p51,2082,1611.4072401377066
p51,2083,1491.0316964177828
p51,2084,1437.9352670565977
p51,2085,1460.2951687246675
p51,2086,1233.4746273415644
p51,2087,1503.6110383050898
p51,2088,1627.0297520958065
p51,2089,1541.1690205194177
p51,2090,1617.4900611222324
p51,2091,1561.7977462333556
p51,2092,1096.5374340800186
p51,2093,1731.152806110768
p51,2094,1761.2489435296284
p51,2095,1412.5166421337449
p51,2096,1235.6384854707317
p51,2097,1091.6457874855798
p51,2098,1592.5187239414595
p51,2099,1535.6472300225887
