reeds_ba,FIPS,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
p69,19005190131901719019190231903719043190651906719075190891913119191,327289.0,325265.0,322759.0,321373.0,321063.0,320396.0,320447.0,320015.0,320539.0,320945.0,327300.0,327321.0,327325.0,327489.0,327673.0,327362.0,325481.0,324170.0,323955.0,322332.0,349607.90049742494,351027.40254070493,352446.90458398487,353866.4066272649,355285.90867054486,356705.4107138248,358124.91275710484,359544.4148003848,360963.9168436648,362383.4188869447,363802.9209302247,364446.991444914,365091.0619596034,365735.13247429277,366379.2029889821,367023.2735036714,367667.3440183608,368311.41453305015,368955.48504773946,369599.5555624288,370243.62607711816,370019.5824552885,369795.5388334588,369571.49521162914,369347.4515897995,369123.4079679698,368899.3643461401,368675.32072431047,368451.2771024808,368227.23348065116,368003.18985882145,367277.13814345864,366551.0864280957,365825.0347127328,365098.98299736995,364372.9312820071,363646.8795666442,362920.8278512813,362194.7761359184,361468.7244205556,360742.67270519264,359663.32420703076,358583.9757088688,357504.6272107069,356425.2787125449,355345.930214383,354266.58171622106,353187.2332180591,352107.8847198972,351028.53622173524,349949.1877235733,348239.7239951676,346530.26026676176,344820.796538356,343111.3328099503,341401.8690815445,339692.4053531387,337982.941624733,336273.4778963272,334564.01416792144,332854.5504395157,330648.08567392617,328441.6209083367,326235.1561427472,324028.69137715775,321822.2266115683,319615.7618459788,317409.29708038934,315202.8323147999,312996.3675492104,310789.9027836209,308479.9652684042,306170.02775318763,303860.09023797093,301550.1527227543,299240.21520753764,296930.277692321,294620.3401771043,292310.40266188764,290000.465146671,287690.52763145434
p7,41001410254103741045,63282.0,62893.0,62218.0,61761.0,61330.0,60794.0,60894.0,60983.0,60847.0,60672.0,62732.0,62287.0,61785.0,61625.0,61328.0,61041.0,61408.0,61715.0,61939.0,61957.0,91698.4125489542,95139.62883158111,98580.845114208,102022.0613968349,105463.27767946181,108904.4939620887,112345.71024471559,115786.9265273425,119228.1428099694,122669.3590925963,126110.5753752232,128588.93547241457,131067.29556960595,133545.6556667973,136024.01576398872,138502.37586118007,140980.73595837143,143459.09605556284,145937.4561527542,148415.81624994558,150894.17634713696,151244.48884186542,151594.80133659387,151945.11383132235,152295.42632605077,152645.73882077925,152996.05131550774,153346.36381023616,153696.67630496464,154046.9887996931,154397.30129442154,152640.16992995367,150883.0385654858,149125.9072010179,147368.77583655002,145611.64447208215,143854.51310761424,142097.38174314637,140340.25037867847,138583.1190142106,136825.9876497427,134424.52758714417,132023.06752454562,129621.60746194707,127220.14739934853,124818.68733674998,122417.22727415145,120015.7672115529,117614.30714895437,115212.84708635582,112811.38702375727,112192.34863391954,111573.3102440818,110954.27185424409,110335.23346440635,109716.19507456862,109097.1566847309,108478.11829489318,107859.07990505545,107240.04151521772,106621.00312538,105895.93322641568,105170.86332745137,104445.79342848709,103720.72352952277,102995.65363055846,102270.58373159418,101545.51383262986,100820.44393366556,100095.37403470126,99370.30413573695,98450.86874387041,97531.43335200383,96611.99796013729,95692.56256827073,94773.12717640417,93853.6917845376,92934.25639267106,92014.8210008045,91095.38560893794,90175.95021707138
p70,19001190031900719011190151902919031190391904519049190511905319055190571906119073190771907919083190871909519097190991910119103191051910719111191131911519117191211912319125191271913519139191531915719159191631916919171191751917719179191811918319185,1878748.0,1887598.0,1895502.0,1904322.0,1915881.0,1928880.0,1945930.0,1963712.0,1980573.0,1995287.0,2019461.0,2036255.0,2049972.0,2068412.0,2086130.0,2099869.0,2113236.0,2128998.0,2143176.0,2146301.0,2150429.9846635414,2158033.396495348,2165636.8083271543,2173240.2201589607,2180843.6319907666,2188447.043822573,2196050.4556543794,2203653.8674861854,2211257.279317992,2218860.691149798,2226464.1029816046,2229473.240314258,2232482.3776469114,2235491.514979565,2238500.652312218,2241509.789644872,2244518.926977525,2247528.0643101786,2250537.2016428323,2253546.3389754854,2256555.476308139,2255466.107196898,2254376.738085657,2253287.3689744156,2252197.9998631743,2251108.6307519334,2250019.261640692,2248929.892529451,2247840.52341821,2246751.1543069687,2245661.7851957274,2242992.4955851827,2240323.2059746375,2237653.916364093,2234984.6267535477,2232315.337143003,2229646.047532458,2226976.757921913,2224307.468311368,2221638.1787008233,2218968.889090278,2214834.3244152935,2210699.7597403084,2206565.1950653237,2202430.6303903386,2198296.065715354,2194161.501040369,2190026.936365384,2185892.371690399,2181757.8070154143,2177623.2423404297,2170824.1760138804,2164025.109687331,2157226.043360782,2150426.9770342326,2143627.910707683,2136828.844381134,2130029.7780545843,2123230.711728035,2116431.645401486,2109632.579074937,2100112.403312185,2090592.227549433,2081072.051786681,2071551.876023929,2062031.7002611773,2052511.5244984254,2042991.3487356734,2033471.1729729215,2023950.9972101697,2014430.8214474178,2002702.7518821177,1990974.6823168173,1979246.6127515172,1967518.543186217,1955790.473620917,1944062.4040556168,1932334.3344903167,1920606.2649250166,1908878.1953597162,1897150.125794416
p71,2900129045291032911129121291272913729173291972919929205,126161.0,125514.0,124984.0,124684.0,124219.0,123985.0,123945.0,123733.0,123862.0,123741.0,126084.0,125688.0,125521.0,125347.0,125034.0,124360.0,124045.0,124152.0,124219.0,123967.0,147755.2420183819,148615.94055142935,149476.6390844768,150337.33761752426,151198.03615057172,152058.7346836192,152919.43321666666,153780.1317497141,154640.83028276157,155501.52881580903,156362.22734885648,156705.37510924225,157048.522869628,157391.67063001374,157734.8183903995,158077.96615078527,158421.113911171,158764.26167155677,159107.4094319425,159450.55719232827,159793.70495271403,159414.82873738447,159035.9525220549,158657.07630672533,158278.20009139576,157899.3238760662,157520.44766073662,157141.57144540705,156762.6952300775,156383.81901474792,156004.94279941838,155218.58508573228,154432.22737204618,153645.8696583601,152859.511944674,152073.15423098792,151286.79651730185,150500.43880361575,149714.08108992965,148927.72337624358,148141.36566255748,147559.62106784532,146977.87647313316,146396.131878421,145814.38728370884,145232.64268899668,144650.89809428452,144069.15349957236,143487.4089048602,142905.66431014804,142323.91971543588,141700.12365637132,141076.32759730678,140452.5315382422,139828.73547917765,139204.93942011308,138581.14336104854,137957.34730198397,137333.5512429194,136709.75518385484,136085.95912479027,135302.86184485396,134519.76456491766,133736.66728498135,132953.570005045,132170.4727251087,131387.3754451724,130604.27816523607,129821.18088529975,129038.08360536344,128254.98632542712,127191.52720878492,126128.06809214271,125064.6089755005,124001.14985885829,122937.69074221607,121874.23162557387,120810.77250893167,119747.31339228945,118683.85427564725,117620.39515900504
p72,29007290192902729031290512905329071290732908929099291132912529131291332913529139291412915129157291632917529183291862918729189292012921929510,2671773.0,2691106.0,2706349.0,2717587.0,2735666.0,2755952.0,2777281.0,2793954.0,2807601.0,2819171.0,2810027.0,2819778.0,2826404.0,2835696.0,2843909.0,2852702.0,2855647.0,2858343.0,2862363.0,2864135.0,2977602.9944681935,2984055.410159826,2990507.8258514577,2996960.24154309,3003412.6572347223,3009865.072926354,3016317.4886179864,3022769.9043096183,3029222.3200012506,3035674.735692883,3042127.1513845148,3043413.2008835515,3044699.250382588,3045985.299881624,3047271.3493806603,3048557.3988796966,3049843.4483787334,3051129.497877769,3052415.5473768055,3053701.5968758417,3054987.6463748785,3052041.5051777614,3049095.3639806444,3046149.222783528,3043203.0815864108,3040256.940389294,3037310.799192177,3034364.6579950606,3031418.516797943,3028472.3756008265,3025526.2344037094,3020739.399523865,3015952.5646440205,3011165.729764176,3006378.8948843316,3001592.0600044867,2996805.2251246423,2992018.390244798,2987231.5553649534,2982444.720485109,2977657.8856052645,2970194.418439605,2962730.951273945,2955267.4841082855,2947804.016942626,2940340.5497769658,2932877.0826113056,2925413.615445646,2917950.148279987,2910486.6811143267,2903023.213948667,2891390.068153525,2879756.9223583825,2868123.7765632397,2856490.6307680975,2844857.4849729547,2833224.3391778124,2821591.19338267,2809958.047587528,2798324.9017923856,2786691.755997243,2771658.9283178044,2756626.1006383663,2741593.2729589273,2726560.445279489,2711527.6176000508,2696494.7899206122,2681461.9622411737,2666429.1345617347,2651396.306882296,2636363.4792028577,2618830.4582544127,2601297.437305968,2583764.416357523,2566231.3954090774,2548698.374460633,2531165.3535121875,2513632.3325637425,2496099.3116152976,2478566.2906668526,2461033.2697184077
p73,2901729055290932912329161291692917929221,169037.0,170141.0,172460.0,173632.0,173928.0,174156.0,175020.0,176057.0,175925.0,177347.0,189823.0,190276.0,190497.0,190447.0,189576.0,188262.0,187159.0,186632.0,186434.0,186446.0,204458.02739042407,207072.34759888693,209686.6678073498,212300.98801581268,214915.30822427553,217529.6284327384,220143.94864120125,222758.2688496641,225372.58905812696,227986.90926658985,230601.2294750527,230848.02502159408,231094.82056813542,231341.61611467676,231588.41166121812,231835.20720775943,232082.0027543008,232328.79830084214,232575.59384738348,232822.38939392485,233069.1849404662,232659.8954405318,232250.60594059745,231841.31644066304,231432.02694072865,231022.73744079427,230613.44794085989,230204.15844092553,229794.86894099112,229385.57944105673,228976.28994112235,228072.09289574792,227167.89585037352,226263.6988049991,225359.5017596247,224455.30471425026,223551.10766887583,222646.91062350143,221742.71357812703,220838.5165327526,219934.31948737818,218665.13753412318,217395.95558086815,216126.77362761312,214857.5916743581,213588.4097211031,212319.22776784806,211050.04581459303,209780.863861338,208511.68190808297,207242.49995482797,205789.3286964251,204336.15743802223,202882.98617961936,201429.8149212165,199976.6436628136,198523.47240441074,197070.30114600787,195617.129887605,194163.95862920213,192710.78737079925,190940.11039598915,189169.433421179,187398.7564463689,185628.07947155877,183857.40249674863,182086.72552193853,180316.0485471284,178545.37157231828,176774.69459750812,175004.017622698,173256.08771426463,171508.15780583123,169760.22789739785,168012.29798896445,166264.36808053107,164516.43817209767,162768.5082636643,161020.57835523091,159272.6484467975,157524.7185383641
p74,2600326013260412604326053260612607126083261032610926131,250983.0,249968.0,249177.0,247784.0,247927.0,246477.0,245074.0,244326.0,244014.0,242947.0,246573.0,246118.0,245655.0,245000.0,243709.0,241988.0,240093.0,239302.0,238496.0,236380.0,260167.65670607137,260157.77465129798,260147.8925965246,260138.0105417512,260128.1284869778,260118.2464322044,260108.36437743105,260098.48232265766,260088.60026788426,260078.71821311087,260068.83615833748,259709.10399835248,259349.3718383675,258989.63967838252,258629.9075183975,258270.17535841253,257910.44319842756,257550.71103844256,257190.97887845756,256831.24671847257,256471.51455848757,255150.18524728264,253828.85593607766,252507.52662487273,251186.19731366777,249864.8680024628,248543.53869125783,247222.2093800529,245900.88006884794,244579.55075764298,243258.22144643802,241920.88370792882,240583.54596941965,239246.20823091042,237908.8704924012,236571.53275389204,235234.1950153828,233896.8572768736,232559.5195383644,231222.18179985523,229884.844061346,228660.39569029416,227435.9473192423,226211.49894819048,224987.0505771386,223762.60220608677,222538.1538350349,221313.70546398306,220089.25709293122,218864.80872187938,217640.36035082754,216263.25844478165,214886.15653873576,213509.05463268986,212131.952726644,210754.85082059808,209377.7489145522,208000.64700850635,206623.54510246046,205246.44319641456,203869.34129036867,202290.42187594526,200711.50246152186,199132.58304709845,197553.66363267504,195974.74421825164,194395.82480382823,192816.90538940483,191237.98597498142,189659.066560558,188080.1471461346,186526.36983077897,184972.59251542334,183418.8152000677,181865.03788471207,180311.26056935644,178757.4832540008,177203.70593864517,175649.92862328954,174096.15130793393,172542.3739925783
p75,5500955029550375504155061550675506955071550735507555083550855509755125,754393.0,757081.0,760026.0,761967.0,764878.0,767276.0,769652.0,772924.0,774901.0,776934.0,781397.0,782295.0,783593.0,784862.0,785697.0,785930.0,786898.0,789975.0,792756.0,794240.0,810536.188154057,811518.3303000198,812500.4724459825,813482.6145919453,814464.7567379081,815446.8988838708,816429.0410298336,817411.1831757963,818393.3253217591,819375.4674677219,820357.6096136846,818758.3356464207,817159.0616791568,815559.787711893,813960.5137446291,812361.2397773651,810761.9658101012,809162.6918428374,807563.4178755735,805964.1439083095,804364.8699410458,801101.0819978237,797837.2940546016,794573.5061113795,791309.7181681575,788045.9302249354,784782.1422817133,781518.3543384913,778254.5663952691,774990.7784520471,771726.990508825,767646.4137766123,763565.8370443995,759485.2603121866,755404.6835799739,751324.106847761,747243.5301155482,743162.9533833354,739082.3766511226,735001.7999189098,730921.223186697,726447.1635625754,721973.1039384537,717499.0443143321,713024.9846902104,708550.9250660888,704076.8654419673,699602.8058178456,695128.746193724,690654.6865696023,686180.6269454807,681196.8510821867,676213.0752188925,671229.2993555984,666245.5234923043,661261.7476290101,656277.971765716,651294.1959024218,646310.4200391278,641326.6441758337,636342.8683125395,630582.5941149072,624822.319917275,619062.0457196427,613301.7715220104,607541.4973243782,601781.2231267459,596020.9489291137,590260.6747314814,584500.4005338491,578740.1263362168,572374.6441153443,566009.1618944716,559643.679673599,553278.1974527263,546912.7152318538,540547.2330109811,534181.7507901085,527816.2685692359,521450.78634836327,515085.3041274906
p76,550015501555021550275503955047550575507755078550875511555135551375513955141,869600.0,874624.0,880244.0,883090.0,887064.0,891279.0,895344.0,898332.0,901111.0,903459.0,920069.0,921297.0,921547.0,922662.0,923468.0,923697.0,924645.0,928203.0,932032.0,933936.0,962070.2541216096,963232.0213865924,964393.7886515752,965555.555916558,966717.3231815408,967879.0904465236,969040.8577115065,970202.6249764893,971364.3922414721,972526.159506455,973687.9267714377,971995.1530696985,970302.3793679592,968609.6056662198,966916.8319644806,965224.0582627413,963531.284561002,961838.5108592628,960145.7371575234,958452.9634557841,956760.1897540449,952698.5355239718,948636.8812938986,944575.2270638254,940513.5728337521,936451.9186036789,932390.2643736057,928328.6101435326,924266.9559134594,920205.3016833862,916143.647453313,911330.5169343096,906517.3864153061,901704.2558963026,896891.1253772993,892077.9948582958,887264.8643392923,882451.7338202888,877638.6033012854,872825.4727822819,868012.3422632784,862879.4216680205,857746.5010727628,852613.5804775048,847480.659882247,842347.739286989,837214.8186917312,832081.8980964732,826948.9775012154,821816.0569059574,816683.1363106996,810819.7139852324,804956.2916597652,799092.869334298,793229.4470088308,787366.0246833636,781502.6023578964,775639.1800324292,769775.7577069621,763912.3353814948,758048.9130560276,751400.1552481981,744751.3974403684,738102.6396325388,731453.8818247091,724805.1240168795,718156.36620905,711507.6084012203,704858.8505933906,698210.092785561,691561.3349777313,684732.4035722954,677903.4721668595,671074.5407614236,664245.6093559877,657416.6779505518,650587.746545116,643758.81513968,636929.8837342442,630100.9523288083,623272.0209233724
p77,550235504355049550535506555081551035511155123,267221.0,267473.0,267829.0,268631.0,270138.0,271224.0,272054.0,273656.0,274497.0,274671.0,283494.0,283973.0,283471.0,284000.0,285036.0,285764.0,285960.0,286666.0,287221.0,287325.0,297228.3990022297,297767.1820730496,298305.9651438695,298844.74821468943,299383.53128550935,299922.3143563293,300461.09742714925,300999.88049796916,301538.6635687891,302077.446639609,302616.2297104289,301675.94416754897,300735.6586246691,299795.3730817891,298855.08753890917,297914.8019960292,296974.51645314926,296034.2309102693,295093.9453673894,294153.65982450946,293213.3742816295,292069.5845518219,290925.7948220144,289782.0050922068,288638.21536239923,287494.4256325917,286350.6359027841,285206.84617297654,284063.056443169,282919.26671336143,281775.4769835539,280636.0498785855,279496.62277361716,278357.1956686488,277217.76856368047,276078.3414587121,274938.9143537437,273799.4872487754,272660.06014380703,271520.6330388387,270381.20593387034,268921.53759672755,267461.8692595848,266002.200922442,264542.5325852992,263082.8642481565,261623.1959110137,260163.52757387093,258703.85923672814,257244.19089958537,255784.5225624426,254064.32437988636,252344.12619733007,250623.92801477385,248903.7298322176,247183.53164966134,245463.33346710508,243743.13528454883,242022.9371019926,240302.73891943635,238582.54073688007,236336.26047952476,234089.98022216946,231843.69996481412,229597.41970745882,227351.1394501035,225104.85919274818,222858.57893539287,220612.29867803756,218366.01842068223,216119.73816332693,213990.85047527176,211861.9627872166,209733.07509916142,207604.18741110625,205475.2997230511,203346.41203499594,201217.52434694077,199088.63665888563,196959.74897083043,194830.86128277527
p78,550255504555105,614849.0,622867.0,630970.0,637663.0,645872.0,653364.0,662223.0,671467.0,679529.0,687622.0,686333.0,692664.0,699715.0,707079.0,714144.0,720817.0,729049.0,735947.0,742422.0,747009.0,715571.6790945854,716202.804260769,716833.9294269526,717465.0545931363,718096.1797593201,718727.3049255037,719358.4300916874,719989.555257871,720620.6804240547,721251.8055902384,721882.9307564221,721259.3560325714,720635.7813087208,720012.2065848701,719388.6318610194,718765.0571371687,718141.482413318,717517.9076894673,716894.3329656167,716270.758241766,715647.1835179153,713504.9442240141,711362.7049301128,709220.4656362116,707078.2263423103,704935.9870484091,702793.7477545078,700651.5084606064,698509.2691667052,696367.029872804,694224.7905789027,691431.2414660539,688637.6923532049,685844.143240356,683050.5941275072,680257.0450146582,677463.4959018094,674669.9467889605,671876.3976761115,669082.8485632627,666289.2994504138,663266.1916821729,660243.0839139321,657219.9761456912,654196.8683774504,651173.7606092094,648150.6528409686,645127.5450727276,642104.4373044868,639081.3295362459,636058.221768005,632477.6677933098,628897.1138186145,625316.5598439192,621736.005869224,618155.4518945287,614574.8979198334,610994.3439451382,607413.7899704429,603833.2359957476,600252.6820210523,596113.9045047598,591975.1269884674,587836.3494721749,583697.5719558825,579558.79443959,575420.0169232974,571281.239407005,567142.4618907126,563003.6843744201,558864.9068581276,554229.7787162852,549594.6505744429,544959.5224326006,540324.3942907583,535689.2661489159,531054.1380070735,526419.0098652312,521783.88172338885,517148.7535815465,512513.62543970416
p79,550555505955079550895510155117551275513155133,2122489.0,2135925.0,2151271.0,2164034.0,2175316.0,2184445.0,2193058.0,2201664.0,2210481.0,2221636.0,2220152.0,2224556.0,2231070.0,2235948.0,2240406.0,2241713.0,2241468.0,2242648.0,2246290.0,2245028.0,2304516.1368832276,2306140.5571534694,2307764.977423711,2309389.3976939525,2311013.8179641943,2312638.238234436,2314262.658504678,2315887.0787749197,2317511.4990451615,2319135.9193154033,2320760.339585645,2318877.544334418,2316994.749083191,2315111.953831964,2313229.1585807377,2311346.3633295107,2309463.5680782837,2307580.772827057,2305697.97757583,2303815.182324603,2301932.387073376,2294845.9444626104,2287759.5018518446,2280673.0592410783,2273586.6166303125,2266500.1740195462,2259413.7314087804,2252327.2887980146,2245240.846187249,2238154.4035764826,2231067.9609657167,2221967.280278652,2212866.5995915877,2203765.9189045234,2194665.238217459,2185564.5575303948,2176463.8768433305,2167363.196156266,2158262.5154692014,2149161.8347821375,2140061.1540950728,2130479.3752384167,2120897.59638176,2111315.8175251037,2101734.0386684476,2092152.259811791,2082570.4809551346,2072988.7020984783,2063406.923241822,2053825.1443851655,2044243.3655285093,2033403.2045336247,2022563.0435387401,2011722.8825438558,2000882.7215489713,1990042.560554087,1979202.3995592026,1968362.238564318,1957522.0775694335,1946681.9165745492,1935841.7555796646,1923065.1524257702,1910288.5492718758,1897511.9461179813,1884735.3429640871,1871958.7398101925,1859182.1366562983,1846405.5335024039,1833628.9303485095,1820852.3271946148,1808075.7240407206,1794098.1341459816,1780120.5442512431,1766142.9543565041,1752165.3644617656,1738187.7745670266,1724210.184672288,1710232.5947775492,1696255.0048828104,1682277.4149880717,1668299.8250933327
p8,060350604906093,87394.0,86688.0,86448.0,87177.0,87690.0,87707.0,87550.0,88327.0,88171.0,88214.0,89469.0,88360.0,87052.0,84807.0,84169.0,83767.0,83320.0,83755.0,83303.0,82953.0,610843.9112045739,611752.8994308108,612661.8876570477,613570.8758832844,614479.8641095213,615388.8523357582,616297.840561995,617206.828788232,618115.8170144686,619024.8052407055,619933.7934669424,617887.2098527648,615840.6262385873,613794.0426244098,611747.4590102322,609700.8753960545,607654.2917818769,605607.7081676994,603561.1245535219,601514.5409393443,599467.9573251668,599688.7681115274,599909.578897888,600130.3896842486,600351.2004706092,600572.0112569699,600792.8220433304,601013.632829691,601234.4436160517,601455.2544024122,601676.0651887729,601207.0625861754,600738.0599835779,600269.0573809805,599800.0547783831,599331.0521757856,598862.0495731883,598393.0469705908,597924.0443679935,597455.041765396,596986.0391627986,596557.7119047949,596129.3846467913,595701.0573887876,595272.730130784,594844.4028727805,594416.0756147768,593987.748356773,593559.4210987695,593131.093840766,592702.7665827622,592326.2885864308,591949.8105900994,591573.332593768,591196.8545974366,590820.3766011052,590443.8986047739,590067.4206084425,589690.9426121111,589314.4646157797,588937.9866194483,588590.7993999737,588243.6121804991,587896.4249610245,587549.2377415501,587202.0505220756,586854.863302601,586507.6760831265,586160.488863652,585813.3016441775,585466.114424703,585061.9578053817,584657.8011860605,584253.6445667396,583849.4879474184,583445.3313280973,583041.1747087761,582637.018089455,582232.8614701339,581828.7048508128,581424.5482314916
p80,1700717015170311703717043170631708517089170911709317097170991710317105171111714117177171951719717201,9102935.0,9179163.0,9230176.0,9269818.0,9315664.0,9344121.0,9382536.0,9437710.0,9499536.0,9561528.0,9444892.0,9471987.0,9496480.0,9516480.0,9521394.0,9512797.0,9492141.0,9468485.0,9442116.0,9395797.0,9510935.269364793,9503796.62319663,9496657.977028467,9489519.330860304,9482380.684692139,9475242.038523976,9468103.39235581,9460964.74618765,9453826.100019485,9446687.453851322,9439548.807683159,9415730.555683764,9391912.303684369,9368094.051684972,9344275.799685577,9320457.547686182,9296639.295686787,9272821.043687392,9249002.791687997,9225184.539688602,9201366.287689205,9162129.379128825,9122892.470568445,9083655.562008064,9044418.653447684,9005181.744887304,8965944.836326923,8926707.927766543,8887471.019206163,8848234.110645782,8808997.2020854,8764624.703701533,8720252.205317667,8675879.706933798,8631507.208549932,8587134.710166063,8542762.211782197,8498389.713398328,8454017.215014461,8409644.716630595,8365272.218246727,8318069.76604699,8270867.313847251,8223664.861647513,8176462.409447774,8129259.957248038,8082057.505048299,8034855.052848562,7987652.600648822,7940450.148449086,7893247.696249347,7841209.598772048,7789171.501294749,7737133.403817449,7685095.30634015,7633057.20886285,7581019.111385551,7528981.013908252,7476942.916430952,7424904.818953653,7372866.721476354,7316288.410901892,7259710.10032743,7203131.789752968,7146553.479178505,7089975.168604043,7033396.858029582,6976818.547455121,6920240.236880658,6863661.9263061965,6807083.615731735,6748221.392766942,6689359.169802151,6630496.946837359,6571634.7238725675,6512772.500907776,6453910.277942983,6395048.054978193,6336185.832013401,6277323.609048609,6218461.386083817
p81,17001170031700517009170111701317017170271705117055170571705917061170651706717069170711707317077170811708317087170951710917117171191712117125171271712917131171331713517137171451714917151171531715517157171611716317165171691717117175171811718717189171911719317199,1822343.0,1818074.0,1814487.0,1813706.0,1812871.0,1811595.0,1812152.0,1812785.0,1811759.0,1810894.0,1832914.0,1829317.0,1820219.0,1812887.0,1804397.0,1794840.0,1784072.0,1775364.0,1765788.0,1752357.0,1895484.3652096144,1890101.9286147899,1884719.492019965,1879337.0554251403,1873954.6188303158,1868572.1822354912,1863189.7456406662,1857807.3090458417,1852424.872451017,1847042.4358561924,1841659.9992613676,1830852.5027016175,1820045.0061418677,1809237.5095821177,1798430.0130223678,1787622.5164626178,1776815.019902868,1766007.523343118,1755200.026783368,1744392.530223618,1733585.0336638682,1720234.3291877639,1706883.6247116595,1693532.9202355554,1680182.215759451,1666831.5112833467,1653480.8068072426,1640130.1023311382,1626779.3978550339,1613428.6933789297,1600077.9889028254,1586115.409454536,1572152.8300062465,1558190.250557957,1544227.6711096677,1530265.0916613783,1516302.5122130888,1502339.9327647993,1488377.3533165099,1474414.7738682204,1460452.1944199312,1446203.292802304,1431954.391184677,1417705.48956705,1403456.587949423,1389207.686331796,1374958.7847141689,1360709.8830965417,1346460.9814789149,1332212.0798612877,1317963.1782436608,1303372.9287239672,1288782.6792042735,1274192.42968458,1259602.1801648866,1245011.930645193,1230421.6811254993,1215831.4316058059,1201241.1820861122,1186650.9325664188,1172060.683046725,1156665.674616646,1141270.666186567,1125875.6577564876,1110480.6493264085,1095085.6408963294,1079690.6324662503,1064295.624036171,1048900.615606092,1033505.6071760128,1018110.5987459336,1002837.1655534607,987563.7323609877,972290.2991685148,957016.8659760418,941743.4327835689,926469.999591096,911196.5663986229,895923.1332061499,880649.700013677,865376.266821204
p82,171071712317143171671717917203,580524.0,580027.0,581398.0,580931.0,582605.0,584073.0,585883.0,588652.0,591230.0,595338.0,601057.0,603191.0,604283.0,605021.0,602750.0,599814.0,596917.0,592257.0,587219.0,584169.0,610416.6413996369,608974.0854160051,607531.5294323735,606088.9734487416,604646.41746511,603203.8614814781,601761.3054978464,600318.7495142147,598876.1935305829,597433.6375469512,595991.0815633194,592593.5853923688,589196.0892214183,585798.5930504677,582401.096879517,579003.6007085664,575606.1045376158,572208.6083666652,568811.1121957146,565413.6160247639,562016.1198538133,557761.1689241,553506.2179943867,549251.2670646734,544996.3161349599,540741.3652052466,536486.4142755333,532231.46334582,527976.5124161065,523721.5614863932,519466.6105566799,514711.0247324225,509955.43890816515,505199.85308390774,500444.2672596504,495688.68143539294,490933.0956111356,486177.50978687825,481421.9239626208,476666.33813836344,471910.7523141061,467249.6339310481,462588.5155479902,457927.3971649323,453266.2787818743,448605.16039881634,443944.04201575834,439282.92363270046,434621.80524964246,429960.6868665845,425299.5684835266,420344.0773445276,415388.5862055287,410433.09506652976,405477.6039275308,400522.1127885319,395566.6216495329,390611.130510534,385655.63937153504,380700.1482325361,375744.65709353716,370549.05937258934,365353.4616516414,360157.8639306936,354962.2662097457,349766.66848879785,344571.07076785,339375.4730469021,334179.8753259542,328984.27760500635,323788.67988405854,318647.1209250292,313505.56196599995,308364.0030069706,303222.44404794136,298080.8850889121,292939.3261298828,287797.7671708535,282656.2082118242,277514.6492527949,272373.0902937656
p83,170191702117023170251702917033170351703917041170451704717049170531707517079171011711317115171391714717159171731718317185,931843.0,930569.0,932168.0,933526.0,934155.0,934663.0,937440.0,940270.0,940429.0,942649.0,961899.0,962796.0,963137.0,963881.0,960421.0,956891.0,953765.0,950090.0,945957.0,939498.0,981492.7240259546,979010.5627725746,976528.4015191945,974046.2402658144,971564.0790124343,969081.9177590542,966599.7565056742,964117.5952522941,961635.4339989141,959153.2727455338,956671.1114921538,952147.9562222495,947624.8009523452,943101.6456824408,938578.4904125365,934055.3351426322,929532.1798727278,925009.0246028235,920485.8693329192,915962.714063015,911439.5587931105,905609.922759309,899780.2867255074,893950.6506917056,888121.014657904,882291.3786241024,876461.7425903009,870632.1065564991,864802.4705226975,858972.834488896,853143.1984550944,846806.8621115085,840470.5257679226,834134.1894243368,827797.8530807509,821461.516737165,815125.1803935792,808788.8440499933,802452.5077064075,796116.1713628216,789779.8350192357,783147.7072196588,776515.5794200817,769883.4516205047,763251.3238209276,756619.1960213507,749987.0682217737,743354.9404221966,736722.8126226197,730090.6848230426,723458.5570234656,716346.195159457,709233.8332954486,702121.4714314399,695009.1095674314,687896.7477034228,680784.3858394142,673672.0239754056,666559.662111397,659447.3002473885,652334.93838338,644696.1551088695,637057.3718343591,629418.5885598486,621779.8052853382,614141.0220108278,606502.2387363174,598863.455461807,591224.6721872964,583585.888912786,575947.1056382756,568282.7707545693,560618.4358708631,552954.1009871569,545289.7661034506,537625.4312197444,529961.0963360381,522296.76145233185,514632.4265686256,506968.0916849194,499303.7568012131
