reeds_ba,FIPS,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
p128,3605936103,2759802.0,2791883.0,2817908.0,2840348.0,2856427.0,2859479.0,2859081.0,2864793.0,2866586.0,2875904.0,2836072.0,2845014.0,2846760.0,2849888.0,2850786.0,2847597.0,2843267.0,2841235.0,2839436.0,2833525.0,2864053.2611067677,2860739.664744088,2857426.0683814073,2854112.472018727,2850798.8756560474,2847485.279293367,2844171.682930687,2840858.086568007,2837544.490205327,2834230.893842647,2830917.2974799667,2820032.2077162517,2809147.1179525363,2798262.028188822,2787376.9384251065,2776491.8486613915,2765606.7588976766,2754721.669133961,2743836.5793702467,2732951.4896065313,2722066.3998428164,2702562.8633476277,2683059.326852439,2663555.7903572503,2644052.2538620615,2624548.7173668724,2605045.1808716836,2585541.644376495,2566038.1078813057,2546534.5713861175,2527031.0348909283,2504062.5478184186,2481094.060745909,2458125.5736733996,2435157.08660089,2412188.59952838,2389220.112455871,2366251.6253833612,2343283.1383108515,2320314.651238342,2297346.164165832,2272039.941083234,2246733.718000635,2221427.4949180363,2196121.271835438,2170815.0487528397,2145508.825670241,2120202.602587642,2094896.3795050436,2069590.156422445,2044283.9333398463,2015566.0868875657,1986848.240435285,1958130.3939830041,1929412.5475307235,1900694.7010784429,1871976.854626162,1843259.008173881,1814541.1617216002,1785823.3152693198,1757105.468817039,1723719.9736527305,1690334.478488422,1656948.9833241138,1623563.488159805,1590177.9929954968,1556792.4978311881,1523407.00266688,1490021.5075025714,1456636.012338263,1423250.5171739545,1386644.9542308552,1350039.391287756,1313433.8283446566,1276828.2654015576,1240222.702458458,1203617.1395153587,1167011.5765722594,1130406.0136291604,1093800.450686061,1057194.8877429618
p129,5000150003500055000750009500115001350015500175001950021500235002550027,609903.0,612153.0,614950.0,616559.0,618145.0,618814.0,619985.0,620460.0,621049.0,621760.0,625880.0,626979.0,626063.0,626212.0,625218.0,625197.0,623644.0,624525.0,626299.0,623989.0,634070.75,633033.90625,631997.0625,630960.21875,629923.375,628886.53125,627849.6875,626812.84375,625776.0,624739.15625,623702.3125,621190.875,618679.4375,616168.0,613656.5625,611145.125,608633.6875,606122.25,603610.8125,601099.375,598587.9375,595143.425,591698.9125000001,588254.4,584809.8875000001,581365.375,577920.8625,574476.3500000001,571031.8375,567587.3250000001,564142.8125,560728.7375,557314.6625000001,553900.5875,550486.5125000001,547072.4375,543658.3625,540244.2875,536830.2125,533416.1375000001,530002.0625,526711.734375,523421.40625,520131.078125,516840.75,513550.421875,510260.09375,506969.76562499994,503679.43749999994,500389.10937499994,497098.78124999994,493609.334375,490119.88749999995,486630.44062499993,483140.9937499999,479651.54687499994,476162.1,472672.65312499995,469183.20625,465693.75937499997,462204.3125,458201.9875,454199.6625,450197.3375,446195.0125,442192.6875,438190.36250000005,434188.0375,430185.7125,426183.3875,422181.0625,417883.0625,413585.0625,409287.0625,404989.0625,400691.06250000006,396393.06250000006,392095.0625,387797.06250000006,383499.06250000006,379201.06250000006
p13,32003,1393370.0,1456549.0,1515571.0,1572924.0,1646875.0,1708846.0,1778129.0,1838635.0,1879093.0,1902834.0,1952644.0,1962010.0,1989693.0,2018003.0,2054263.0,2098105.0,2140547.0,2183310.0,2231647.0,2266715.0,2185504.1342604817,2195404.78853825,2205305.4428160186,2215206.0970937866,2225106.751371555,2235007.4056493235,2244908.059927092,2254808.7142048604,2264709.3684826284,2274610.022760397,2284510.6770381653,2285579.0656212717,2286647.454204378,2287715.842787484,2288784.2313705906,2289852.619953697,2290921.0085368035,2291989.39711991,2293057.785703016,2294126.1742861224,2295194.562869229,2297076.969961551,2298959.3770538736,2300841.7841461957,2302724.1912385183,2304606.5983308405,2306489.0054231626,2308371.412515485,2310253.8196078073,2312136.22670013,2314018.633792452,2310317.0627397927,2306615.4916871334,2302913.9206344746,2299212.3495818153,2295510.778529156,2291809.2074764967,2288107.6364238374,2284406.0653711786,2280704.4943185193,2277002.92326586,2270434.8584385584,2263866.7936112573,2257298.728783956,2250730.6639566547,2244162.599129353,2237594.5343020516,2231026.4694747506,2224458.404647449,2217890.339820148,2211322.2749928464,2202161.3810921423,2193000.4871914377,2183839.593290733,2174678.699390029,2165517.805489325,2156356.9115886204,2147196.017687916,2138035.1237872117,2128874.2298865076,2119713.335985803,2108103.8032956664,2096494.27060553,2084884.7379153932,2073275.2052252567,2061665.67253512,2050056.1398449834,2038446.607154847,2026837.0744647102,2015227.5417745737,2003618.009084437,1989848.5762759002,1976079.1434673637,1962309.7106588269,1948540.2778502903,1934770.8450417535,1921001.4122332167,1907231.9794246801,1893462.5466161433,1879693.1138076067,1865923.68099907
p130,33001330033300533007330093301133013330153301733019,1240446.0,1256879.0,1271163.0,1281871.0,1292766.0,1301415.0,1311894.0,1317343.0,1321872.0,1324575.0,1316777.0,1319815.0,1323962.0,1326408.0,1333223.0,1336294.0,1342373.0,1349767.0,1356458.0,1359711.0,1388262.0,1390435.6249999998,1392609.2499999998,1394782.8749999998,1396956.4999999998,1399130.1249999998,1401303.7499999998,1403477.3749999998,1405650.9999999998,1407824.6249999998,1409998.2499999998,1407628.9124999999,1405259.5749999997,1402890.2374999998,1400520.9,1398151.5625,1395782.2249999999,1393412.8875,1391043.55,1388674.2125,1386304.875,1380851.55,1375398.225,1369944.9000000001,1364491.5750000002,1359038.2500000002,1353584.9250000003,1348131.6,1342678.2750000001,1337224.9500000002,1331771.6250000002,1325438.3875000002,1319105.1500000001,1312771.9125,1306438.675,1300105.4375,1293772.2000000002,1287438.9625,1281105.725,1274772.4875,1268439.25,1261906.9375,1255374.625,1248842.3125,1242310.0,1235777.6875,1229245.375,1222713.0625,1216180.75,1209648.4375,1203116.125,1195913.475,1188710.825,1181508.175,1174305.5250000001,1167102.875,1159900.225,1152697.575,1145494.925,1138292.2750000001,1131089.625,1122506.025,1113922.425,1105338.825,1096755.225,1088171.625,1079588.025,1071004.4249999998,1062420.825,1053837.225,1045253.625,1035916.0125,1026578.3999999999,1017240.7875,1007903.175,998565.5624999999,989227.95,979890.3374999999,970552.7249999999,961215.1124999999,951877.4999999999
p131,2500125003250052500725009250112501325015250172501925021250232502525027,6363015.0,6411730.0,6440978.0,6451637.0,6451279.0,6453031.0,6466399.0,6499275.0,6543595.0,6593587.0,6566431.0,6613149.0,6663158.0,6713944.0,6763652.0,6795891.0,6826022.0,6863246.0,6902149.0,6892503.0,6818456.500000001,6824600.600000001,6830744.700000001,6836888.800000001,6843032.9,6849177.0,6855321.100000001,6861465.2,6867609.300000001,6873753.4,6879897.5,6867440.4,6854983.3,6842526.199999999,6830069.1,6817612.0,6805154.899999999,6792697.8,6780240.7,6767783.6,6755326.499999999,6728676.399999999,6702026.3,6675376.2,6648726.100000001,6622076.0,6595425.9,6568775.800000001,6542125.7,6515475.600000001,6488825.500000001,6456504.050000001,6424182.600000001,6391861.15,6359539.7,6327218.25,6294896.800000001,6262575.35,6230253.9,6197932.449999999,6165611.0,6129786.7,6093962.4,6058138.1,6022313.8,5986489.5,5950665.199999999,5914840.899999999,5879016.6,5843192.3,5807367.999999999,5767025.449999999,5726682.899999999,5686340.35,5645997.8,5605655.25,5565312.7,5524970.15,5484627.6,5444285.05,5403942.5,5357314.65,5310686.8,5264058.95,5217431.1,5170803.25,5124175.399999999,5077547.55,5030919.699999999,4984291.85,4937663.999999999,4888399.649999999,4839135.299999999,4789870.949999999,4740606.6,4691342.25,4642077.899999999,4592813.549999999,4543549.199999999,4494284.85,4445020.499999999
p132,0900109003090050900709009090110901309015091100912009130091400915009160091700918009190,3411726.0,3428433.0,3448382.0,3467673.0,3474610.0,3477416.0,3485162.0,3488633.0,3502932.0,3518288.0,3579125.0,3588023.0,3594395.0,3594915.0,3594783.0,3587509.0,3578674.0,3573880.0,3572665.0,3565287.0,3619216.0,3614087.15,3608958.3,3603829.45,3598700.6,3593571.75,3588442.9,3583314.05,3578185.1999999997,3573056.35,3567927.5,3554785.4,3541643.3000000003,3528501.2,3515359.1,3502217.0,3489074.9000000004,3475932.8000000003,3462790.7000000007,3449648.6000000006,3436506.5000000005,3417171.3000000003,3397836.1000000006,3378500.9000000004,3359165.7000000007,3339830.5000000005,3320495.3000000003,3301160.1,3281824.9000000004,3262489.7,3243154.5,3222145.0250000004,3201135.5500000003,3180126.075,3159116.6,3138107.125,3117097.65,3096088.175,3075078.6999999997,3054069.225,3033059.75,3012163.275,2991266.8,2970370.325,2949473.85,2928577.375,2907680.9,2886784.4250000003,2865887.95,2844991.475,2824095.0,2802754.3,2781413.6,2760072.9000000004,2738732.2,2717391.5,2696050.8000000003,2674710.1,2653369.4000000004,2632028.7,2610688.0,2587234.3500000006,2563780.7,2540327.05,2516873.4,2493419.75,2469966.1,2446512.45,2423058.8,2399605.15,2376151.5,2351884.7499999995,2327618.0,2303351.25,2279084.5,2254817.75,2230551.0,2206284.25,2182017.5,2157750.75,2133484.0
p133,4400144003440054400744009,1050736.0,1058051.0,1066034.0,1071504.0,1071414.0,1064989.0,1060196.0,1055009.0,1053502.0,1053209.0,1053938.0,1053536.0,1054601.0,1055122.0,1056017.0,1056173.0,1057063.0,1056486.0,1057315.0,1059361.0,1094320.625,1095379.9875,1096439.35,1097498.7125,1098558.075,1099617.4375,1100676.8,1101736.1624999999,1102795.525,1103854.8875,1104914.25,1103087.6375,1101261.025,1099434.4125,1097607.8,1095781.1875,1093954.575,1092127.9625,1090301.35,1088474.7375,1086648.125,1082615.5999999999,1078583.075,1074550.55,1070518.025,1066485.5,1062452.9749999999,1058420.45,1054387.925,1050355.4000000001,1046322.875,1041478.4125000001,1036633.9500000001,1031789.4874999999,1026945.025,1022100.5625,1017256.1,1012411.6375000001,1007567.1749999999,1002722.7125,997878.25,992756.7749999999,987635.3,982513.825,977392.3500000001,972270.875,967149.4,962027.925,956906.45,951784.9750000001,946663.5000000001,940930.20625,935196.9124999999,929463.61875,923730.3250000001,917997.03125,912263.7374999999,906530.44375,900797.1500000001,895063.8562500001,889330.5625,882464.79375,875599.025,868733.2562500001,861867.4875,855001.71875,848135.9500000001,841270.18125,834404.4124999999,827538.6437499999,820672.875,813226.1625,805779.45,798332.7375,790886.0249999999,783439.3125000001,775992.6,768545.8875000001,761099.175,753652.4625,746205.75
p134,23001230032300523007230092301123013230152301723019230212302323025230272302923031,1277211.0,1284791.0,1293938.0,1303102.0,1308253.0,1311631.0,1314963.0,1317308.0,1319691.0,1318301.0,1327632.0,1328150.0,1327691.0,1328196.0,1330760.0,1328484.0,1331370.0,1335063.0,1338404.0,1344212.0,1345660.25,1343596.1125,1341531.975,1339467.8375,1337403.7,1335339.5625,1333275.425,1331211.2874999999,1329147.15,1327083.0125,1325018.875,1319695.5875,1314372.3,1309049.0125,1303725.725,1298402.4375,1293079.15,1287755.8625,1282432.575,1277109.2875,1271786.0,1264603.25,1257420.5,1250237.75,1243055.0,1235872.25,1228689.5,1221506.75,1214324.0,1207141.25,1199958.5,1192809.775,1185661.05,1178512.325,1171363.6,1164214.875,1157066.1500000001,1149917.425,1142768.7000000002,1135619.975,1128471.25,1121463.9625000001,1114456.675,1107449.3875000002,1100442.1,1093434.8125,1086427.525,1079420.2375,1072412.95,1065405.6625,1058398.375,1050985.7625,1043573.1499999999,1036160.5375,1028747.925,1021335.3125,1013922.7,1006510.0874999999,999097.475,991684.8624999999,984272.25,975901.0625,967529.875,959158.6875,950787.5,942416.3125,934045.125,925673.9375,917302.75,908931.5625,900560.375,891684.95625,882809.5375,873934.11875,865058.7,856183.28125,847307.8625,838432.44375,829557.025,820681.60625,811806.1875
p14,16009160171602116055160571606116069,241663.0,243744.0,246953.0,251798.0,257842.0,264573.0,270236.0,274915.0,279177.0,281994.0,280438.0,282777.0,283772.0,286118.0,289973.0,293835.0,299155.0,306175.0,311809.0,317333.0,311371.399717649,313113.17592182744,314854.95212600596,316596.7283301844,318338.5045343629,320080.28073854133,321822.0569427198,323563.83314689825,325305.6093510767,327047.3855552552,328789.1617594337,329737.12358167017,330685.08540390665,331633.0472261431,332581.0090483796,333528.97087061615,334476.9326928526,335424.8945150891,336372.85633732565,337320.8181595621,338268.7799817986,338520.2916881575,338771.80339451635,339023.3151008752,339274.826807234,339526.3385135929,339777.8502199517,340029.3619263106,340280.87363266945,340532.3853390283,340783.8970453872,340684.6314055914,340585.3657657956,340486.1001259997,340386.83448620385,340287.56884640804,340188.30320661224,340089.03756681643,339989.77192702057,339890.50628722477,339791.24064742896,339346.77039131237,338902.3001351958,338457.82987907925,338013.35962296266,337568.889366846,337124.4191107294,336679.9488546129,336235.47859849624,335791.0083423797,335346.5380862631,334408.1492191552,333469.7603520473,332531.3714849393,331592.9826178314,330654.59375072346,329716.20488361554,328777.8160165076,327839.4271493997,326901.0382822918,325962.64941518387,324447.430106788,322932.21079839213,321416.9914899963,319901.77218160045,318386.55287320464,316871.3335648088,315356.11425641296,313840.89494801714,312325.6756396213,310810.4563312254,308436.45124755264,306062.44616387994,303688.4410802071,301314.43599653436,298940.4309128616,296566.42582918884,294192.42074551614,291818.4156618433,289444.41057817056,287070.4054944978
p15,16001160031601316015160231602516027160351603716039160451604716049160531605916063160671607316075160791608516087,669565.0,685681.0,699193.0,710816.0,724325.0,745277.0,769852.0,791778.0,806307.0,814736.0,830209.0,838469.0,848032.0,859775.0,873394.0,885657.0,904273.0,925603.0,948731.0,969911.0,947034.2444660176,955815.7385399169,964597.2326138162,973378.7266877155,982160.2207616149,990941.7148355141,999723.2089094134,1008504.7029833128,1017286.1970572121,1026067.6911311114,1034849.1852050107,1039497.3993512974,1044145.613497584,1048793.8276438708,1053442.0417901576,1058090.2559364443,1062738.4700827308,1067386.6842290175,1072034.8983753042,1076683.112521591,1081331.3266678776,1082982.404430041,1084633.4821922046,1086284.559954368,1087935.6377165315,1089586.715478695,1091237.7932408585,1092888.871003022,1094539.9487651857,1096191.0265273491,1097842.1042895126,1097873.6212027927,1097905.138116073,1097936.6550293532,1097968.1719426333,1097999.6888559137,1098031.205769194,1098062.7226824742,1098094.2395957543,1098125.7565090347,1098157.2734223148,1096643.5328699832,1095129.7923176514,1093616.05176532,1092102.311212988,1090588.5706606566,1089074.8301083248,1087561.0895559932,1086047.3490036614,1084533.6084513299,1083019.867898998,1079832.0986190015,1076644.329339005,1073456.5600590084,1070268.7907790118,1067081.0214990154,1063893.2522190188,1060705.4829390221,1057517.7136590255,1054329.944379029,1051142.1750990325,1046834.6226811594,1042527.0702632864,1038219.5178454133,1033911.9654275404,1029604.4130096672,1025296.8605917941,1020989.3081739211,1016681.755756048,1012374.2033381751,1008066.650920302,1003083.4611666875,998100.2714130733,993117.0816594588,988133.8919058446,983150.7021522301,978167.5123986157,973184.3226450015,968201.132891387,963217.9431377727,958234.7533841582
p16,160051600716011160191602916031160331604116043160511606516071160771608116083,388323.0,391745.0,396003.0,401495.0,409551.0,416012.0,424325.0,432552.0,442022.0,449071.0,460126.0,462582.0,463637.0,465637.0,468112.0,472031.0,479502.0,487126.0,493668.0,499821.0,528651.6058163332,532256.4855382554,535861.3652601776,539466.2449820999,543071.1247040222,546676.0044259444,550280.8841478666,553885.7638697888,557490.6435917111,561095.5233136333,564700.4030355555,567175.5395670324,569650.6760985092,572125.812629986,574600.9491614628,577076.0856929397,579551.2222244164,582026.3587558933,584501.4952873702,586976.631818847,589451.7683503238,590510.0288818014,591568.289413279,592626.5499447567,593684.8104762343,594743.0710077119,595801.3315391896,596859.5920706672,597917.8526021448,598976.1131336224,600034.3736651001,599934.4098916156,599834.4461181313,599734.4823446469,599634.5185711625,599534.5547976781,599434.5910241938,599334.6272507095,599234.663477225,599134.6997037407,599034.7359302563,597897.7967387044,596760.8575471528,595623.9183556009,594486.9791640493,593350.0399724975,592213.1007809457,591076.161589394,589939.2223978422,588802.2832062904,587665.3440147387,585277.0521618432,582888.7603089478,580500.4684560522,578112.1766031568,575723.8847502613,573335.5928973659,570947.3010444704,568559.009191575,566170.7173386795,563782.4254857841,560079.0347120529,556375.6439383217,552672.2531645906,548968.8623908595,545265.4716171284,541562.0808433972,537858.690069666,534155.2992959348,530451.9085222038,526748.5177484726,522558.4250857597,518368.3324230469,514178.239760334,509988.1470976211,505798.05443490826,501607.9617721954,497417.8691094825,493227.7764467696,489037.6837840568,484847.5911213439
p17,300013000730023300293003930043300473005330057300613006330077300813008930093,351186.0,352896.0,355708.0,359247.0,363249.0,367703.0,373229.0,378478.0,383254.0,385334.0,392378.0,393880.0,395108.0,397543.0,400236.0,403480.0,409598.0,416077.0,421097.0,424995.0,411205.34847599315,412134.20331518614,413063.05815437913,413991.9129935722,414920.7678327652,415849.62267195823,416778.4775111512,417707.3323503442,418636.1871895373,419565.04202873027,420493.8968679233,420637.04713665816,420780.197405393,420923.3476741279,421066.49794286274,421209.6482115976,421352.7984803325,421495.9487490673,421639.09901780216,421782.24928653706,421925.3995552719,421650.58139740047,421375.763239529,421100.9450816576,420826.1269237861,420551.3087659147,420276.4906080432,420001.6724501718,419726.85429230036,419452.0361344289,419177.2179765575,418725.8294516129,418274.4409266683,417823.0524017237,417371.66387677914,416920.27535183454,416468.88682688994,416017.49830194534,415566.1097770008,415114.7212520562,414663.3327271116,413258.6741310882,411854.01553506486,410449.3569390414,409044.69834301807,407640.0397469947,406235.3811509713,404830.72255494795,403426.0639589245,402021.40536290116,400616.74676687777,398532.94680416,396449.1468414423,394365.3468787246,392281.5469160069,390197.74695328914,388113.94699057145,386030.14702785376,383946.347065136,381862.54710241826,379778.7471397006,376929.3435925977,374079.9400454948,371230.536498392,368381.13295128907,365531.72940418625,362682.3258570834,359832.9223099805,356983.5187628777,354134.1152157748,351284.7116686719,347940.1484745167,344595.5852803615,341251.02208620636,337906.45889205113,334561.8956978959,331217.33250374073,327872.76930958556,324528.20611543034,321183.64292127517,317839.07972711994
p18,300033000530009300133001530031300353004130049300513005930067300713007330095300973009930101,323721.0,325372.0,326705.0,329848.0,333991.0,337526.0,342263.0,346408.0,350084.0,352115.0,353991.0,356932.0,358900.0,362924.0,366337.0,369890.0,374248.0,379816.0,384254.0,386761.0,379814.9984439799,381638.7047548819,383462.411065784,385286.117376686,387109.82368758804,388933.5299984901,390757.2363093922,392580.9426202942,394404.64893119625,396228.35524209833,398052.06155300036,398468.83825097315,398885.61494894593,399302.3916469187,399719.1683448915,400135.9450428643,400552.7217408371,400969.4984388098,401386.2751367826,401803.0518347554,402219.8285327282,401852.61361051875,401485.39868830936,401118.1837660999,400750.96884389047,400383.7539216811,400016.53899947164,399649.3240772622,399282.10915505275,398914.89423284336,398547.6793106339,397687.39864560176,396827.11798056954,395966.8373155374,395106.55665050517,394246.275985473,393385.99532044085,392525.71465540864,391665.43399037654,390805.1533253443,389944.87266031216,388923.2553630483,387901.6380657845,386880.02076852066,385858.40347125684,384836.786173993,383815.16887672915,382793.55157946533,381771.93428220146,380750.31698493764,379728.6996876738,378098.8788912572,376469.05809484055,374839.23729842395,373209.41650200734,371579.59570559073,369949.77490917407,368319.95411275746,366690.13331634086,365060.31251992425,363430.4917235076,361510.8825567883,359591.2733900689,357671.66422334954,355752.05505663017,353832.4458899108,351912.8367231915,349993.2275564721,348073.61838975275,346154.0092230334,344234.4000563141,342110.94933439896,339987.49861248385,337864.04789056873,335740.5971686537,333617.14644673857,331493.69572482345,329370.24500290834,327246.7942809932,325123.3435590781,322999.89283716306
p19,3003330105,8905.0,8768.0,8613.0,8450.0,8359.0,8201.0,8076.0,8067.0,8050.0,7944.0,8570.0,8714.0,8742.0,8881.0,8903.0,8907.0,8837.0,8721.0,8705.0,8654.0,10757.940830509553,10847.614411488143,10937.287992466734,11026.961573445325,11116.635154423915,11206.308735402506,11295.982316381098,11385.655897359688,11475.329478338277,11565.003059316869,11654.67664029546,11725.628627836835,11796.580615378212,11867.532602919588,11938.484590460965,12009.43657800234,12080.388565543719,12151.340553085096,12222.292540626471,12293.244528167848,12364.196515709224,12364.59326478463,12364.990013860035,12365.38676293544,12365.783512010845,12366.18026108625,12366.577010161656,12366.973759237062,12367.370508312466,12367.767257387872,12368.164006463277,12317.480751042174,12266.797495621073,12216.11424019997,12165.430984778868,12114.747729357765,12064.064473936663,12013.381218515562,11962.697963094457,11912.014707673356,11861.331452252254,11788.655784031209,11715.980115810165,11643.304447589122,11570.628779368077,11497.953111147035,11425.27744292599,11352.601774704946,11279.926106483901,11207.250438262858,11134.574770041814,11081.416397884212,11028.25802572661,10975.09965356901,10921.941281411408,10868.782909253807,10815.624537096206,10762.466164938603,10709.307792781003,10656.149420623402,10602.9910484658,10537.041706684513,10471.092364903227,10405.14302312194,10339.193681340654,10273.244339559365,10207.294997778079,10141.345655996793,10075.396314215504,10009.446972434218,9943.497630652932,9866.182034597818,9788.866438542704,9711.550842487588,9634.235246432474,9556.91965037736,9479.604054322246,9402.288458267132,9324.972862212018,9247.657266156903,9170.341670101789
p2,5300353005530095301153013530155302353027530315303953041530455304953059530695307153077,1218483.0,1234584.0,1253528.0,1270987.0,1292786.0,1311890.0,1332749.0,1351383.0,1371451.0,1390373.0,1403635.0,1415788.0,1419923.0,1426770.0,1437296.0,1454985.0,1475886.0,1500647.0,1521976.0,1537204.0,1583713.0524795551,1596459.3196614594,1609205.5868433637,1621951.854025268,1634698.121207172,1647444.3883890766,1660190.6555709806,1672936.922752885,1685683.1899347892,1698429.4571166935,1711175.7242985978,1718060.322960361,1724944.9216221243,1731829.5202838874,1738714.1189456508,1745598.7176074141,1752483.3162691772,1759367.9149309406,1766252.5135927037,1773137.112254467,1780021.7109162305,1780722.6753621676,1781423.639808105,1782124.6042540423,1782825.5686999797,1783526.533145917,1784227.4975918545,1784928.462037792,1785629.4264837292,1786330.3909296663,1787031.3553756038,1782778.0677096103,1778524.7800436174,1774271.492377624,1770018.2047116305,1765764.917045637,1761511.6293796438,1757258.3417136506,1753005.0540476572,1748751.7663816637,1744498.4787156705,1736714.356901728,1728930.235087786,1721146.1132738441,1713361.991459902,1705577.8696459597,1697793.7478320175,1690009.6260180753,1682225.504204133,1674441.3823901908,1666657.2605762489,1655030.126369264,1643402.9921622793,1631775.8579552942,1620148.7237483095,1608521.5895413246,1596894.4553343398,1585267.3211273549,1573640.18692037,1562013.0527133853,1550385.9185064004,1537373.6689501842,1524361.4193939676,1511349.1698377514,1498336.920281535,1485324.6707253186,1472312.4211691022,1459300.1716128858,1446287.9220566696,1433275.6725004532,1420263.4229442368,1407226.0884208377,1394188.7538974385,1381151.4193740394,1368114.0848506403,1355076.7503272411,1342039.415803842,1329002.081280443,1315964.7467570438,1302927.4122336446,1289890.0777102453
p20,30027300373004530065300693007530087301033010730111,164098.0,164497.0,165481.0,166471.0,167827.0,169397.0,171098.0,172776.0,175322.0,177731.0,181836.0,183202.0,184963.0,187141.0,188446.0,189608.0,190926.0,192300.0,192886.0,193739.0,196157.52030481616,196665.60416748896,197173.68803016175,197681.7718928345,198189.8557555073,198697.9396181801,199206.0234808529,199714.10734352568,200222.19120619848,200730.27506887127,201238.35893154406,201449.21373796317,201660.0685443823,201870.92335080137,202081.77815722048,202292.6329636396,202503.48777005874,202714.34257647785,202925.19738289696,203136.05218931608,203346.9069957352,202935.1365734737,202523.36615121225,202111.5957289508,201699.8253066893,201288.0548844278,200876.28446216637,200464.51403990493,200052.74361764343,199640.97319538193,199229.2027731205,198689.34921737394,198149.4956616274,197609.6421058809,197069.78855013434,196529.9349943878,195990.08143864127,195450.22788289472,194910.37432714817,194370.52077140164,193830.6672156551,193560.67553457592,193290.6838534967,193020.69217241753,192750.70049133836,192480.70881025915,192210.71712917998,191940.7254481008,191670.73376702162,191400.74208594242,191130.7504048632,190646.58273723966,190162.41506961605,189678.2474019925,189194.07973436892,188709.91206674534,188225.7443991218,187741.57673149818,187257.40906387463,186773.24139625102,186289.07372862747,185461.71831927114,184634.3629099148,183807.00750055848,182979.65209120218,182152.29668184585,181324.9412724895,180497.5858631332,179670.23045377687,178842.87504442054,178015.5196350642,177033.32287727366,176051.12611948312,175068.92936169257,174086.73260390203,173104.53584611148,172122.33908832094,171140.1423305304,170157.94557273985,169175.7488149493,168193.55205715873
p21,56003560135601756023560295603556037560395604156043,182229.0,180346.0,181241.0,181250.0,182742.0,184376.0,187088.0,191743.0,195489.0,199427.0,207766.0,208413.0,210849.0,212058.0,211714.0,211424.0,211367.0,209905.0,208854.0,208157.0,217696.59628772954,218258.19692036908,218819.79755300866,219381.3981856482,219942.99881828774,220504.59945092732,221066.20008356686,221627.8007162064,222189.40134884595,222751.00198148552,223312.60261412506,223435.8729493735,223559.14328462194,223682.4136198704,223805.68395511882,223928.95429036728,224052.22462561572,224175.4949608642,224298.7652961126,224422.03563136107,224545.3059666095,224385.28481159342,224225.26365657736,224065.2425015613,223905.22134654524,223745.20019152915,223585.1790365131,223425.15788149703,223265.13672648097,223105.11557146488,222945.09441644882,222587.34549745417,222229.59657845955,221871.8476594649,221514.09874047028,221156.34982147563,220798.600902481,220440.85198348635,220083.10306449173,219725.35414549708,219367.60522650246,218706.18593422297,218044.76664194354,217383.34734966408,216721.92805738462,216060.50876510516,215399.0894728257,214737.6701805462,214076.25088826678,213414.8315959873,212753.41230370785,211749.5495768387,210745.68684996953,209741.82412310038,208737.96139623123,207734.09866936208,206730.2359424929,205726.37321562375,204722.5104887546,203718.64776188546,202714.78503501628,201520.54143901548,200326.29784301465,199132.05424701385,197937.81065101305,196743.56705501222,195549.32345901142,194355.0798630106,193160.83626700978,191966.59267100896,190772.34907500815,189194.44015397044,187616.53123293273,186038.62231189504,184460.71339085733,182882.80446981962,181304.89554878193,179726.98662774422,178149.0777067065,176571.16878566882,174993.2598646311
p22,5601956033,33692.0,33801.0,34225.0,34434.0,34508.0,34767.0,35224.0,36041.0,37004.0,37694.0,37734.0,37889.0,38159.0,38369.0,38430.0,38495.0,38443.0,38574.0,38693.0,38930.0,39981.40647757998,40059.777374046986,40138.14827051399,40216.519166981,40294.89006344801,40373.26095991502,40451.631856382024,40530.00275284903,40608.37364931604,40686.74454578305,40765.11544225006,40790.02450177175,40814.933561293445,40839.84262081513,40864.75168033682,40889.66073985851,40914.5697993802,40939.47885890189,40964.38791842358,40989.29697794527,41014.20603746696,40950.19623114575,40886.186424824526,40822.176618503305,40758.16681218209,40694.15700586087,40630.14719953966,40566.137393218436,40502.127586897215,40438.117780575994,40374.10797425478,40236.00769499659,40097.9074157384,39959.807136480216,39821.70685722203,39683.60657796384,39545.506298705644,39407.40601944746,39269.30574018927,39131.20546093109,38993.105181672894,38850.39970850942,38707.69423534595,38564.98876218249,38422.28328901902,38279.57781585555,38136.87234269208,37994.166869528606,37851.461396365135,37708.755923201665,37566.050450038194,37371.31046803836,37176.57048603853,36981.8305040387,36787.09052203887,36592.350540039035,36397.6105580392,36202.87057603937,36008.13059403954,35813.3906120397,35618.65063003987,35354.64360264213,35090.63657524439,34826.62954784665,34562.62252044891,34298.61549305117,34034.60846565343,33770.60143825569,33506.59441085795,33242.58738346021,32978.58035606246,32688.442861801002,32398.305367539546,32108.167873278086,31818.03037901662,31527.892884755158,31237.7553904937,30947.617896232237,30657.480401970777,30367.34290770932,30077.205413447857
