region,Year,average_total_load
Kentucky,2020,314999.315
Kentucky,2021,340629.76
Kentucky,2022,355003.53
Kentucky,2023,326858.98
Kentucky,2024,339169.5375
Kentucky,2025,327557.33125
Kentucky,2026,346047.695
Kentucky,2028,335314.6166666667
Kentucky,2029,338813.906
Kentucky,2034,358540.09
Kentucky,2035,335762.02
Kentucky,2036,335193.50666666665
Kentucky,2037,328435.104
Kentucky,2039,343987.48
Kentucky,2040,286994.555
Kentucky,2043,311684.96
Kentucky,2044,286599.11
Kentucky,2048,339732.81
Kentucky,2049,317497.37
Kentucky,2054,341230.67285714287
Kentucky,2055,327730.33
Kentucky,2058,324420.745
Kentucky,2059,348882.70999999996
Kentucky,2060,317982.0
Kentucky,2061,332832.64
Kentucky,2062,349239.4875
Kentucky,2063,327347.25
Kentucky,2064,329314.76
Kentucky,2065,380719.36
Kentucky,2069,346979.3566666667
Kentucky,2074,346424.638
Kentucky,2076,334531.49
Kentucky,2089,306716.22
Kentucky,2094,336512.576
Kentucky,2095,308344.2175
Kentucky,2098,339454.07
p91,2022,51926.205
p91,2023,47035.96666666667
p91,2025,49768.579999999994
p91,2026,46571.49
p91,2029,51803.49
p91,2034,48384.84
p91,2036,48780.399999999994
p91,2040,45251.79
p91,2043,45264.35
p91,2054,49374.56
p91,2055,46813.15
p91,2058,46909.16
p91,2062,52651.34
p91,2063,46385.08
p91,2065,48779.94333333333
p91,2069,48703.19
p91,2076,46380.68
p91,2094,51158.75
p89,2020,164057.74
p89,2021,174603.37
p89,2022,200622.08666666667
p89,2023,178031.3225
p89,2024,170656.2
p89,2025,193721.24
p89,2026,184912.18
p89,2029,187093.95333333334
p89,2033,163198.36
p89,2034,196758.69
p89,2036,189441.91
p89,2037,168715.26
p89,2043,171106.92
p89,2049,167944.45
p89,2054,181355.1775
p89,2055,185358.08
p89,2058,181028.985
p89,2062,192791.37333333332
p89,2063,176604.55000000002
p89,2065,200738.13
p89,2069,180511.54666666666
p89,2074,193810.41
p89,2076,187024.46000000002
p89,2094,192624.93
p89,2095,166595.01
p7,2020,4107.63
p7,2022,3966.1200000000003
p7,2023,4208.1025
p7,2025,3796.9
p7,2029,3883.478333333334
p7,2030,4305.604285714286
p7,2036,3737.895
p7,2038,4149.763333333333
p7,2053,4098.516666666666
p7,2057,4026.9
p7,2062,4031.75
p7,2063,3846.9
p7,2065,3769.63
p7,2069,3878.145
p7,2070,4212.576666666667
p7,2097,4111.610000000001
p114,2022,87063.406
p114,2023,78594.07666666668
p114,2024,87122.07
p114,2025,92884.57
p114,2029,84455.6075
p114,2034,95816.555
p114,2039,86084.11
p114,2044,76635.98
p114,2054,86478.13399999999
p114,2055,78364.14
p114,2059,88545.12
p114,2062,93942.18
p114,2064,84179.56
p114,2065,91154.245
p114,2069,82276.91
p114,2074,92234.19
p114,2084,68190.09
p114,2094,89681.21
p25,2022,79599.515
p25,2024,83279.75
p25,2025,75956.89
p25,2029,82646.38333333333
p25,2030,88594.588
p25,2051,79692.26
p25,2053,85036.60999999999
p25,2069,81483.29
p25,2070,90901.93
p25,2093,84961.81
p62,2022,22546.43
p62,2023,19894.53
p62,2025,20004.555
p62,2029,20728.703333333335
p62,2036,20233.660000000003
p62,2037,22243.275
p62,2045,19973.76
p62,2051,20773.6225
p62,2053,18866.96
p62,2055,19678.0
p62,2062,21497.4
p62,2063,19960.489999999998
p62,2065,21832.91
p62,2069,20789.055
p62,2077,21832.38
p62,2091,19828.606666666667
p59,2029,15258.53
p59,2036,15320.28
p59,2037,16908.28
p59,2051,15552.38
p59,2069,15152.88
p59,2091,15392.956666666667
Minnesota,2022,224881.51
Minnesota,2023,228757.28
Minnesota,2024,219769.59999999998
Minnesota,2029,207392.12
Minnesota,2034,224414.445
Minnesota,2036,222314.69666666666
Minnesota,2049,226775.12
Minnesota,2059,230968.77
Minnesota,2062,229271.67
Minnesota,2063,213804.17
Minnesota,2076,214362.64666666664
p41,2021,51480.66
p41,2022,53659.671111111114
p41,2023,56336.1625
p41,2024,50323.46
p41,2025,52966.94333333333
p41,2029,53681.28
p41,2030,55049.25
p41,2034,54040.21
p41,2036,52005.2925
p41,2050,50535.125
p41,2062,56878.51
p41,2063,55076.170000000006
p41,2076,52321.46
p41,2090,48973.39
p44,2021,5564.7
p44,2022,5766.043333333333
p44,2023,5993.7283333333335
p44,2024,5696.605
p44,2025,5576.005
p44,2026,5891.18
p44,2028,5697.68
p44,2029,5458.3
p44,2030,6063.93
p44,2034,5766.61
p44,2036,5732.835714285714
p44,2049,5923.89
p44,2050,5398.13
p44,2054,5907.65
p44,2059,5709.895
p44,2062,5822.6
p44,2063,5825.07
p44,2074,5817.55
p44,2076,5587.646000000001
p44,2099,5893.11
p67,2022,253246.54666666666
p67,2023,236267.14500000002
p67,2025,255932.78999999998
p67,2029,258415.91
p67,2036,240751.506
p67,2042,219223.375
p67,2046,200739.71
p67,2050,240002.445
p67,2051,241187.885
p67,2054,241468.398
p67,2058,257586.37666666668
p67,2062,271863.45
p67,2063,238003.70666666667
p67,2065,262818.19
p67,2069,251588.7933333333
p67,2076,255592.105
p67,2090,235867.74
p67,2094,232664.48
p67,2098,246643.25666666668
p38,2022,33863.764444444445
p38,2023,35186.95888888889
p38,2024,33721.805
p38,2025,33474.14599999999
p38,2028,34069.54
p38,2029,33832.65
p38,2030,34830.869999999995
p38,2034,34123.399999999994
