region,Year,average_total_load
p28,2025,139640.45333333334
p28,2027,143582.03999999998
p28,2028,147908.9725
p28,2030,147444.4275
p28,2042,145664.5
p28,2046,136263.29
p28,2047,151302.13
p28,2051,141106.08000000002
p28,2053,151705.44333333333
p28,2065,137680.35
p28,2067,140480.3
p28,2068,148384.355
p28,2070,145997.98
p28,2087,149268.13
p28,2091,138233.46666666667
p28,2093,150389.34999999998
p13,2022,59020.01
p13,2025,56868.01
p13,2027,55788.775
p13,2028,60573.47
p13,2029,62418.979999999996
p13,2030,61193.608888888884
p13,2047,59098.22
p13,2051,57510.020000000004
p13,2053,59957.71666666667
p13,2054,60007.41
p13,2062,54294.52
p13,2065,54852.49
p13,2067,56506.5
p13,2068,60169.774999999994
p13,2069,61822.715
p13,2070,61146.72833333333
p13,2087,59564.43333333333
p13,2091,57100.28
p13,2093,60953.46
p30,2025,26309.86
p30,2027,28440.621666666662
p30,2028,28930.926666666666
p30,2030,28045.765
p30,2042,27128.18
p30,2043,28692.37
p30,2046,27494.85
p30,2047,27488.405
p30,2051,26765.375
p30,2053,27861.059999999998
p30,2065,26318.375
p30,2067,28307.579999999998
p30,2068,28557.15
p30,2070,27176.653333333335
p30,2086,27270.54
p30,2087,27283.434999999998
p30,2091,26201.475
p30,2093,27693.09
p54,2022,88726.75
p54,2023,86619.0725
p54,2025,81114.385
p54,2028,73478.935
p54,2029,85776.575
p54,2036,77965.99333333333
p54,2040,79431.16
p54,2050,77818.63
p54,2062,88993.03
p54,2063,86472.655
p54,2069,86340.705
p77,2022,9001.076666666666
p77,2023,8632.065
p77,2024,8620.5
p77,2025,8304.72
p77,2028,9694.25
p77,2034,9589.47
p77,2036,9458.41
p77,2039,9656.45
p77,2049,9156.93
p77,2054,9717.135
p77,2059,9986.545
p77,2062,9303.973333333333
p77,2063,9572.49
p77,2074,9732.939999999999
p77,2076,9337.52
p77,2089,8574.11
p77,2094,9615.99
p77,2099,9350.105
Colorado,2022,152593.66666666666
Colorado,2023,180912.69666666666
Colorado,2024,165517.69
Colorado,2025,154339.68666666668
Colorado,2029,165183.93
Colorado,2030,176079.04
Colorado,2036,154988.4833333333
Colorado,2037,167445.05
Colorado,2045,167439.8
Colorado,2049,171220.0
Colorado,2051,162588.7025
Colorado,2054,169722.695
Colorado,2057,148653.71
Colorado,2062,149880.36000000002
Colorado,2063,178957.11
Colorado,2064,164031.29
Colorado,2065,153988.00333333333
Colorado,2069,166373.46
Colorado,2070,176653.62333333332
Colorado,2076,148032.38
Colorado,2091,158769.055
Colorado,2094,162127.885
p84,2020,16469.19
p84,2021,17729.62
p84,2022,19032.465
p84,2023,19279.988
p84,2024,16852.95
p84,2025,19140.6675
p84,2026,17982.41
p84,2029,19247.114999999998
p84,2034,19999.72
p84,2036,18488.623333333333
p84,2037,18064.895
p84,2039,18297.75
p84,2040,18630.825
p84,2041,18071.440000000002
p84,2054,18914.2
p84,2055,17057.34
p84,2058,18343.965
