region,Year,average_total_load
Florida,2020,793966.1620588235
Florida,2021,789455.1395348837
Florida,2022,780858.67125
Florida,2023,794354.6691304349
Florida,2024,769037.87125
Florida,2025,787585.3971428572
Florida,2026,794677.9083333333
Florida,2027,801571.9809756097
Florida,2028,787390.8372
Florida,2029,792506.4777419354
Florida,2030,785599.8034615385
Florida,2031,792882.9419354838
Florida,2032,799349.4904
Florida,2033,798070.6335593221
Florida,2034,778951.08
Florida,2035,796313.7877142858
Florida,2036,799531.8933333332
Florida,2037,791766.5452173912
Florida,2038,794797.8749411765
Florida,2039,798370.9513333334
Florida,2040,783997.2794202899
Florida,2041,787395.7493939394
Florida,2042,794813.5444736843
Florida,2043,805752.9400000001
Florida,2044,783636.6571428572
Florida,2045,801251.2243636365
Florida,2046,790975.4410204082
Florida,2047,803287.2618867925
Florida,2048,792254.6202857143
Florida,2049,798935.5429787234
Florida,2050,800100.2116666667
Florida,2051,794903.0414772728
Florida,2052,797237.6506896552
Florida,2053,795649.307368421
Florida,2054,794981.235
Florida,2055,796793.5663013698
Florida,2056,802326.8303947368
Florida,2057,808012.1642307693
Florida,2058,800443.2904411765
Florida,2059,796401.986875
Florida,2060,810540.62304
Florida,2061,803215.9458139535
Florida,2062,812117.9587962963
Florida,2063,811842.2044329897
Florida,2064,793480.9668421053
Florida,2065,805740.19171875
Florida,2066,803937.5978518518
Florida,2067,821481.5872881355
Florida,2068,811868.0573387097
Florida,2069,813785.4006849315
Florida,2070,815019.2373248409
Florida,2071,817745.9784848485
Florida,2072,819980.2505785124
Florida,2073,823767.2911678832
Florida,2074,810272.9424369748
Florida,2075,816439.174895105
Florida,2076,818442.3852799999
Florida,2077,817928.6601526717
Florida,2078,823829.6606172839
Florida,2079,809463.0683116883
Florida,2080,819707.0131034483
Florida,2081,814744.6651538461
Florida,2082,806500.4681764706
Florida,2083,813906.8443870967
Florida,2084,822581.9805479451
Florida,2085,828519.0565753425
Florida,2086,806061.7773563218
Florida,2087,820793.8436809815
Florida,2088,819725.122368421
Florida,2089,829859.4716129032
Florida,2090,829714.5917901235
Florida,2091,819865.1683431952
Florida,2092,816539.7068749999
Florida,2093,823626.7893918919
Florida,2094,823504.5504294479
Florida,2095,822199.6296174864
Florida,2096,832203.049117647
Florida,2097,834573.2905917161
Florida,2098,840101.7567948718
Florida,2099,833850.9836612021
p93,2020,56269.27375
p93,2026,55081.29
p93,2027,53425.145000000004
p93,2028,55676.14466666667
p93,2030,55582.852857142854
p93,2033,56335.64142857143
p93,2035,54443.48
p93,2038,48750.48333333334
p93,2039,52587.29
p93,2040,53123.83428571428
p93,2041,54468.66
p93,2042,53997.99111111111
p93,2043,56175.17
p93,2046,55527.855294117646
p93,2047,54684.92923076923
p93,2048,54549.01875
p93,2050,55298.14481481481
p93,2051,55919.28555555555
p93,2052,54815.751739130435
p93,2053,55801.55
p93,2054,53355.38333333333
p93,2056,54267.984444444446
p93,2058,54104.58181818182
p93,2059,55699.72777777778
p93,2060,55814.941355932206
p93,2061,55156.62
p93,2062,55170.552749999995
p93,2063,56517.2754054054
p93,2064,53786.42066666667
p93,2065,55502.566774193554
p93,2066,54694.61453125
p93,2067,54811.97
p93,2068,55170.31191176471
p93,2069,56155.88090909091
p93,2070,55063.81603773585
p93,2071,55995.21555555556
p93,2072,56072.916000000005
p93,2073,56364.31857142857
p93,2074,54649.60428571428
p93,2075,56795.02345454546
p93,2076,55892.641904761906
p93,2077,57174.89461538462
p93,2078,55030.62142857142
p93,2079,55408.43971830986
p93,2080,54742.475
p93,2081,55799.93716666666
p93,2082,56292.915
p93,2083,56126.96931034483
p93,2084,55477.51
p93,2085,56402.27642857143
p93,2086,55409.77056338028
p93,2087,55559.78825581395
p93,2088,55336.33171428572
p93,2089,55504.657352941176
p93,2090,56457.9204
p93,2091,56191.04840909091
p93,2092,55762.64173333333
p93,2093,55784.15305555556
p93,2094,55630.873999999996
p93,2095,56125.08033333333
p93,2096,56713.09703296703
p93,2097,56662.00540983606
p93,2098,56700.12602272727
p93,2099,56296.50812500001
p5,2020,108858.04000000001
p5,2021,105154.24299999999
p5,2022,102450.47666666667
p5,2023,99499.81999999999
p5,2024,107122.34
p5,2025,101851.072
p5,2026,104414.862
p5,2027,102218.50416666667
p5,2028,102629.53636363636
p5,2030,107145.20888888888
p5,2031,105824.68857142857
p5,2032,105603.32714285715
p5,2033,111131.04333333333
p5,2034,107073.13
p5,2035,109380.42000000001
p5,2036,105249.70769230768
p5,2038,111145.75
p5,2041,104969.77
p5,2042,106903.916
p5,2043,102462.10090909092
p5,2044,105160.28
p5,2046,103890.93666666668
p5,2047,106983.5425
p5,2048,104848.24625
p5,2049,106656.35090909092
p5,2050,101743.565
p5,2051,101871.9675
p5,2052,102687.08
p5,2053,106197.94
p5,2054,103679.44
p5,2055,103367.81428571428
p5,2056,101771.80857142857
p5,2057,104354.2325
p5,2058,107480.58714285714
p5,2059,104737.315
p5,2060,109170.5
p5,2061,110586.18176470589
p5,2062,105811.7594117647
p5,2063,107961.68899999998
p5,2064,109095.22333333333
p5,2065,107828.08173913043
p5,2066,103798.24359999999
p5,2067,104787.74967741936
p5,2068,106241.44518518519
p5,2069,99963.57818181817
p5,2070,108449.53499999999
p5,2071,105200.906
p5,2072,107015.02258064516
p5,2073,109148.00615384616
p5,2074,105862.41444444444
p5,2075,106492.128125
p5,2076,109710.50807692307
p5,2077,109722.62842105264
p5,2078,109831.48039999999
p5,2079,105951.45916666667
p5,2080,109421.19437499999
p5,2081,107691.75785714286
p5,2082,106899.35583333333
p5,2083,106164.36850000001
p5,2084,109706.322
p5,2085,108661.07052631579
p5,2086,108212.3528125
p5,2087,106946.80277777778
p5,2088,107091.87181818183
p5,2089,108640.71592592594
p5,2090,110258.64199999999
p5,2091,107499.04388888889
p5,2092,107584.91217391305
p5,2093,110272.89181818183
p5,2094,107920.94916666666
p5,2095,108403.95974358973
p5,2096,107665.64428571428
p5,2097,110447.51594594594
p5,2098,109329.26928571428
p5,2099,107814.17842105264
p116,2020,58737.041666666664
p116,2021,59647.89
p116,2023,54688.956666666665
p116,2025,58093.244999999995
p116,2026,57703.0275
p116,2027,58209.025
p116,2028,56231.80888888889
p116,2029,60870.445
p116,2030,52251.205
p116,2031,55422.70583333333
p116,2032,57537.14
p116,2033,57214.49785714286
p116,2035,60406.63307692308
p116,2037,57673.119999999995
p116,2038,55237.82875
p116,2039,55511.998
p116,2040,56820.04
p116,2041,58890.072857142855
p116,2042,57223.28434782609
p116,2045,56657.126000000004
p116,2046,57817.574375
p116,2047,55809.74277777778
p116,2048,55143.62666666667
p116,2050,56494.92939393939
p116,2051,57885.01454545455
p116,2052,56299.126
