region,Year,average_total_load
p92,2020,349789.8675
p92,2026,347099.27
p92,2028,349995.6625
p92,2030,347370.18
p92,2033,345994.0725
p92,2039,330027.36
p92,2040,341862.02400000003
p92,2046,343404.0077777778
p92,2047,347675.7172727273
p92,2048,345653.8125
p92,2050,355351.1566666667
p92,2051,348130.0933333333
p92,2052,337010.403
p92,2060,344593.8077083333
p92,2061,346705.6013333333
p92,2062,346160.77400000003
p92,2063,352356.4383333333
p92,2064,322362.77
p92,2065,346331.2375
p92,2066,347997.0406666667
p92,2067,348378.72000000003
p92,2068,349209.68756756757
p92,2070,349889.47291666665
p92,2073,351895.1113793104
p92,2075,350069.57200000004
p92,2076,340058.675
p92,2077,351947.26
p92,2078,334559.4917647059
p92,2079,334964.1642857143
p92,2080,342438.1884
p92,2081,343163.0428571428
p92,2082,341750.46
p92,2083,350903.07666666666
p92,2084,346140.62
p92,2085,349501.41333333333
p92,2086,347603.0425
p92,2087,351646.45499999996
p92,2088,346687.5731578948
p92,2089,347343.02
p92,2090,349185.42564102565
p92,2091,346164.9193181818
p92,2092,341254.09466666664
p92,2095,344072.942
p92,2096,344908.85714285716
p92,2097,344615.6157142857
p92,2099,339853.345
Nebraska,2020,110663.21777777777
Nebraska,2021,111376.905
Nebraska,2023,116697.34714285714
Nebraska,2024,105702.3875
Nebraska,2025,103458.92166666668
Nebraska,2026,112860.57
Nebraska,2027,112052.448
Nebraska,2028,110757.85684210525
Nebraska,2029,109943.2
Nebraska,2030,107311.82833333334
Nebraska,2031,107965.5575
Nebraska,2034,106166.64181818183
Nebraska,2035,116092.04999999999
Nebraska,2036,113509.51666666666
Nebraska,2037,112773.14583333333
Nebraska,2038,106589.57333333332
Nebraska,2039,112225.8225
Nebraska,2040,110173.01138888889
Nebraska,2041,113320.665
Nebraska,2042,109874.06592592591
Nebraska,2043,108948.20285714287
Nebraska,2044,113163.62875
Nebraska,2045,114585.02357142858
Nebraska,2046,113214.6
Nebraska,2047,114696.84099999999
Nebraska,2048,114639.90875
Nebraska,2049,106264.0425
Nebraska,2050,117970.285
Nebraska,2051,112846.01518518518
Nebraska,2052,110447.66023809525
Nebraska,2053,110569.83642857142
Nebraska,2054,110900.084
Nebraska,2055,106616.65
Nebraska,2056,117447.23999999999
Nebraska,2057,108533.518
Nebraska,2058,104195.2575
Nebraska,2060,112133.72521739131
Nebraska,2061,115050.65
Nebraska,2062,110450.58666666667
Nebraska,2063,115038.17774193548
Nebraska,2064,107837.64583333333
Nebraska,2065,109170.5911764706
Nebraska,2066,113151.21200000001
Nebraska,2067,111268.47173913044
Nebraska,2068,112562.62571428572
Nebraska,2069,112086.5124137931
Nebraska,2070,109494.24828571429
Nebraska,2071,112799.64814814815
Nebraska,2072,119142.605
Nebraska,2073,111785.57333333332
Nebraska,2074,108706.58707317074
Nebraska,2075,114617.88457142857
Nebraska,2076,109346.03333333334
Nebraska,2077,110498.69242424243
Nebraska,2078,108277.87352941177
Nebraska,2079,111846.26391304347
Nebraska,2080,109270.74250000001
Nebraska,2081,114582.24741935484
Nebraska,2082,110708.5275925926
Nebraska,2083,112640.60860465116
Nebraska,2084,111939.37722222222
Nebraska,2085,113608.53222222223
Nebraska,2086,112224.55918918918
Nebraska,2087,114773.4390625
Nebraska,2088,114726.07176470588
Nebraska,2089,111108.76909090909
Nebraska,2090,112735.55764705883
Nebraska,2091,113723.02350000001
Nebraska,2092,110871.60392857144
Nebraska,2093,111073.2476
Nebraska,2094,113825.75625
Nebraska,2095,112344.29
Nebraska,2096,114924.68888888888
Nebraska,2097,111841.05999999998
Nebraska,2098,106611.31000000001
Nebraska,2099,109736.41857142856
p134,2020,35423.78466666667
p134,2021,32792.04
p134,2022,36280.08857142857
p134,2023,34730.60333333333
p134,2024,34815.324166666665
p134,2025,35364.668333333335
p134,2026,34540.832500000004
p134,2027,35169.55111111111
p134,2028,36223.023199999996
p134,2029,36280.85375
p134,2030,35460.65928571429
p134,2031,34571.46052631579
p134,2032,34072.348333333335
p134,2033,35303.676666666666
p134,2034,35795.244545454545
p134,2035,35380.63647058824
p134,2036,36514.123999999996
p134,2037,34132.50133333333
p134,2038,35891.83125
p134,2039,34319.408
p134,2040,35279.095
p134,2041,34515.431363636366
p134,2042,35973.087199999994
p134,2043,35435.04777777778
p134,2044,34268.64
p134,2045,35555.0
p134,2046,35570.059166666666
