region,Year,average_total_load
Rhode Island,2020,23115.503059728293
Rhode Island,2021,25130.480181825813
Rhode Island,2022,25923.413498733436
Rhode Island,2028,25628.130488906638
Rhode Island,2034,26202.51888935132
Rhode Island,2035,26545.63639083186
Rhode Island,2036,24483.897091264946
Rhode Island,2044,26153.16211090226
Rhode Island,2051,27853.257613369744
Rhode Island,2054,25356.82254703511
Rhode Island,2055,26384.71722131406
Rhode Island,2056,28376.11638117916
Rhode Island,2058,28581.86722613697
Rhode Island,2061,27655.683276904656
p92,2020,374813.7980283007
p92,2021,389137.0729619107
p92,2022,452627.37927585636
p92,2023,395864.6119182218
p92,2024,389615.64678905695
p92,2025,427323.0675728974
p92,2026,407916.18234643736
p92,2029,412767.3831904838
p92,2034,417387.83681602235
p92,2036,415945.95820658497
p92,2037,368272.2424133044
p92,2040,356535.30773826095
p92,2043,370506.0760935199
p92,2049,363960.9890505395
p92,2054,388990.6857931806
p92,2055,372792.16452957084
p92,2058,382770.3867870389
p92,2062,423588.77267667494
p92,2063,377627.6586242917
p92,2065,442816.8053902149
p92,2069,387094.0800396903
p92,2074,406538.002910957
p92,2076,384326.7740345698
p23,2020,3876.664450580324
p23,2021,3816.8166624597607
p23,2022,3806.545194739459
p23,2023,3090.8903334544857
p23,2024,3795.2897805206853
p23,2025,3481.442668435173
p23,2029,3558.5200576341686
p23,2030,3059.68377082071
p23,2033,3773.3448543467607
p23,2034,3672.275923837717
p23,2036,3486.31047455057
p23,2037,3723.8453943681047
p23,2046,3468.2950984528075
p23,2051,3636.0059990849977
p23,2054,3603.909578553661
p23,2056,2741.945153176136
p23,2059,3452.799021818284
p23,2062,3510.507706321375
p23,2063,2836.6013451242106
p23,2065,2860.631337249481
p23,2069,3234.500446958084
p23,2070,2852.8933095905495
p23,2076,3259.967752952672
p119,2020,10672.38028918797
p119,2021,13637.953798885736
p119,2022,13901.859750374686
p119,2024,12642.352120830616
p119,2025,14575.583736683231
p119,2034,13729.01588749105
p119,2054,12997.12594389218
p119,2055,11688.0312805966
p119,2062,13096.856996479211
p119,2065,12960.667243653068
p119,2074,12758.76648110763
p69,2022,18941.754415535168
p69,2024,18497.39033669951
p69,2036,23917.954787359853
p69,2062,36418.72246967739
p69,2076,43873.58552279923
p14,2020,17015.96688804762
p14,2022,17717.30809749091
p14,2023,18173.77510187892
p14,2025,17082.687537604674
p14,2029,18895.148285759777
p14,2030,20387.880723843547
p14,2036,19599.69435468489
p14,2038,21722.416325457336
p14,2044,22573.190869330992
p14,2069,29360.824104556872
p14,2070,32142.529362242032
p3,2020,44165.663074310105
p3,2022,46201.630061426236
p3,2023,45147.33590769026
p3,2025,43886.70080173528
p3,2029,44301.14579237709
p3,2030,48292.22999491084
p3,2033,43830.90201588711
p3,2036,43610.69247375178
p3,2044,45071.40897334134
p3,2048,45046.28889828304
p3,2050,41104.54548933308
p3,2051,40738.59679860148
p3,2056,43698.63279667234
p3,2062,44514.67535573208
p3,2065,44713.97640977384
p3,2069,44570.89334642834
p3,2070,48775.188631446195
p3,2076,44116.71330708912
Louisiana,2020,313644.64650060993
Louisiana,2022,341865.01313832216
Louisiana,2023,333093.8415681788
Louisiana,2024,315377.26321798656
Louisiana,2025,357621.856453915
Louisiana,2029,372552.6879023156
