region,Year,average_total_load
p12,2022,32313.665
p12,2025,32299.1
p12,2027,32008.87
p12,2028,34587.2325
p12,2029,33401.369999999995
p12,2030,34562.10125
p12,2033,33397.21
p12,2038,34488.166666666664
p12,2047,32114.2
p12,2053,33940.654
p12,2056,31525.84
p12,2057,32914.42
p12,2062,32340.54
p12,2068,34643.33
p12,2069,33367.915
p12,2070,34628.36166666667
p12,2093,33409.01
p29,2025,3099.183333333333
p29,2029,3190.46
p29,2030,2677.1279999999997
p29,2048,3202.32
p29,2050,2583.59
p29,2051,3275.3450000000003
p29,2053,3237.7966666666666
p29,2065,2972.64
p29,2070,2667.375
p29,2091,3112.81
p31,2025,45952.45
p31,2030,48715.185
p31,2036,46902.51
p31,2051,47457.605
p31,2053,47189.38
p31,2065,45762.2
p31,2070,47475.22
p31,2091,49140.354999999996
p55,2021,41600.08
p55,2022,45453.645000000004
p55,2023,46264.97166666667
p55,2025,42145.54666666667
p55,2029,44671.985
p55,2033,40018.84
p55,2034,44028.55
p55,2036,41026.48333333334
p55,2037,43374.62
p55,2039,41554.5
p55,2040,43072.25
p55,2041,41154.14
p55,2051,40358.43
p55,2054,43080.67
p55,2062,43508.240000000005
p55,2063,44413.380000000005
p55,2065,44611.94
p55,2069,44976.23
p55,2076,40219.2
p55,2091,38095.48
p76,2022,34849.202000000005
p76,2023,30406.8
p76,2024,32977.55
p76,2025,32333.64333333333
p76,2034,38279.425
p76,2036,36033.92
p76,2049,32360.89
p76,2059,37573.26
p76,2062,38450.68
p76,2074,37448.865
p76,2076,36009.579999999994
Pennsylvania,2020,435186.74
Pennsylvania,2021,530927.26
Pennsylvania,2022,537959.8825000001
Pennsylvania,2023,495092.94
Pennsylvania,2024,516814.98000000004
Pennsylvania,2025,583937.91
Pennsylvania,2027,520875.04000000004
Pennsylvania,2029,496056.355
Pennsylvania,2033,484573.19
Pennsylvania,2034,536961.535
Pennsylvania,2036,514049.37
Pennsylvania,2045,521987.05
Pennsylvania,2054,536887.19
Pennsylvania,2055,499651.885
Pennsylvania,2056,512322.74
Pennsylvania,2058,515852.91
Pennsylvania,2059,539633.08
Pennsylvania,2061,516305.1
Pennsylvania,2062,539678.2433333333
Pennsylvania,2065,555742.6599999999
Pennsylvania,2074,527087.4099999999
p85,2021,108228.86
p85,2022,119049.4775
p85,2023,117886.17166666668
p85,2024,112659.17
p85,2025,118256.776
p85,2028,115376.98
p85,2029,123290.7075
p85,2034,118355.15
p85,2036,115387.93
p85,2037,114422.05
p85,2040,112316.14333333333
p85,2041,116352.34
p85,2044,108593.70999999999
p85,2050,111586.38
p85,2054,119328.0
p85,2055,103220.72
p85,2058,113329.4975
p85,2062,120475.79000000001
p85,2063,113163.23
p85,2065,119188.71666666667
p85,2068,113465.86
p85,2069,120207.99666666666
p85,2076,116699.45
p85,2094,113134.94
p100,2020,9332.05
p100,2021,11296.72
p100,2022,11577.086666666668
p100,2023,10804.426666666666
p100,2024,11113.575
p100,2025,11738.633333333333
p100,2027,10536.150000000001
p100,2028,11354.11
p100,2029,10895.89
p100,2033,10026.635
p100,2034,11265.57
p100,2035,10989.36
p100,2036,11310.3
p100,2054,11669.62
p100,2055,10811.645
p100,2059,11435.49
p100,2062,11519.0875
p100,2063,10755.84
p100,2064,10712.22
p100,2065,11801.145
p100,2069,10654.72
p100,2074,11720.68
p100,2076,10810.785
p100,2094,11272.93
p100,2095,10112.89
p123,2020,213600.48
p123,2021,249771.48666666666
p123,2022,263491.30000000005
p123,2023,251352.62
p123,2024,245788.91
p123,2025,267481.095
p123,2027,247826.385
p123,2028,254711.22
p123,2029,246300.68
p123,2033,232280.59
p123,2034,257616.8775
p123,2036,248704.99333333332
p123,2040,231532.31
p123,2045,246253.56
p123,2049,227999.45
p123,2054,242843.82
p123,2055,241719.84
p123,2058,248767.56
p123,2059,257852.49
p123,2062,260548.12
p123,2065,276924.02
p123,2067,240161.655
p123,2074,255174.11
p123,2076,235837.99
Vermont,2020,16720.045000000002
Vermont,2021,18234.384
Vermont,2022,18395.9375
Vermont,2023,16249.42
Vermont,2026,18396.61
Vermont,2027,17264.559999999998
Vermont,2028,18549.86
Vermont,2029,18044.585
Vermont,2033,17814.465
Vermont,2034,18599.670000000002
Vermont,2035,18032.85
Vermont,2039,18675.99
Vermont,2043,17450.489999999998
Vermont,2044,17969.4525
Vermont,2045,17226.35
Vermont,2047,17364.64
Vermont,2051,18453.14
Vermont,2055,17720.92
Vermont,2056,17992.71
Vermont,2058,18193.09
Vermont,2060,15609.87
Vermont,2061,18318.41
Vermont,2062,18150.58
Vermont,2074,18005.576666666664
p118,2020,69386.46333333333
p118,2021,75017.03
p118,2022,77761.196
p118,2023,71617.45333333332
p118,2024,72708.655
p118,2025,78224.9075
p118,2026,77618.43
