region,Year,number_of_days
Maryland,2057,7
Maryland,2058,15
Maryland,2059,25
Maryland,2060,33
Maryland,2061,38
Maryland,2062,47
Maryland,2063,54
Maryland,2064,60
Maryland,2065,65
Maryland,2066,73
Maryland,2067,78
Maryland,2068,82
Maryland,2069,87
Maryland,2070,91
Maryland,2071,90
Maryland,2072,102
Maryland,2073,104
Maryland,2074,106
Maryland,2075,109
Maryland,2076,113
Maryland,2077,116
Maryland,2078,115
Maryland,2079,121
Maryland,2080,122
Maryland,2081,126
Maryland,2082,127
Maryland,2083,131
Maryland,2084,134
Maryland,2085,134
Maryland,2086,140
Maryland,2087,142
Maryland,2088,141
Maryland,2089,145
Maryland,2090,150
Maryland,2091,153
Maryland,2092,154
Maryland,2093,158
Maryland,2094,159
Maryland,2095,164
Maryland,2096,165
Maryland,2097,168
Maryland,2098,171
Maryland,2099,174
p114,2088,5
p114,2089,4
p114,2090,10
p114,2091,18
p114,2092,18
p114,2093,29
p114,2094,24
p114,2095,37
p114,2096,38
p114,2097,47
p114,2098,59
p114,2099,67
South Carolina,2042,5
South Carolina,2043,37
South Carolina,2044,57
South Carolina,2045,71
South Carolina,2046,73
South Carolina,2047,83
South Carolina,2048,89
South Carolina,2049,99
South Carolina,2050,103
South Carolina,2051,106
South Carolina,2052,112
South Carolina,2053,118
South Carolina,2054,121
South Carolina,2055,127
South Carolina,2056,134
South Carolina,2057,137
South Carolina,2058,146
South Carolina,2059,149
South Carolina,2060,153
South Carolina,2061,159
South Carolina,2062,161
South Carolina,2063,170
South Carolina,2064,167
South Carolina,2065,174
South Carolina,2066,178
South Carolina,2067,180
South Carolina,2068,185
South Carolina,2069,187
South Carolina,2070,194
South Carolina,2071,193
South Carolina,2072,199
South Carolina,2073,205
South Carolina,2074,208
South Carolina,2075,213
South Carolina,2076,216
South Carolina,2077,222
South Carolina,2078,226
South Carolina,2079,231
South Carolina,2080,236
South Carolina,2081,237
South Carolina,2082,242
South Carolina,2083,246
South Carolina,2084,252
South Carolina,2085,254
South Carolina,2086,261
South Carolina,2087,267
South Carolina,2088,269
South Carolina,2089,280
South Carolina,2090,290
South Carolina,2091,305
South Carolina,2092,314
South Carolina,2093,321
South Carolina,2094,329
South Carolina,2095,329
South Carolina,2096,338
South Carolina,2097,347
South Carolina,2098,350
South Carolina,2099,363
p96,2042,1
p96,2043,14
p96,2044,39
p96,2045,63
p96,2046,69
p96,2047,80
p96,2048,85
p96,2049,89
p96,2050,96
p96,2051,103
p96,2052,108
p96,2053,112
p96,2054,117
p96,2055,123
p96,2056,128
p96,2057,135
p96,2058,139
p96,2059,143
p96,2060,151
p96,2061,155
p96,2062,160
p96,2063,161
p96,2064,165
p96,2065,171
p96,2066,177
p96,2067,176
p96,2068,181
p96,2069,184
p96,2070,184
p96,2071,190
p96,2072,194
p96,2073,197
p96,2074,200
p96,2075,203
p96,2076,213
p96,2077,215
p96,2078,221
p96,2079,224
p96,2080,226
p96,2081,234
p96,2082,234
p96,2083,239
p96,2084,243
p96,2085,248
p96,2086,255
p96,2087,256
p96,2088,259
p96,2089,270
p96,2090,278
p96,2091,291
p96,2092,300
p96,2093,313
p96,2094,320
p96,2095,327
p96,2096,333
p96,2097,335
p96,2098,341
p96,2099,344
p123,2056,5
p123,2057,9
p123,2058,20
p123,2059,28
p123,2060,37
p123,2061,42
p123,2062,48
p123,2063,56
p123,2064,61
p123,2065,70
p123,2066,76
p123,2067,78
p123,2068,85
p123,2069,90
p123,2070,92
p123,2071,97
p123,2072,102
p123,2073,104
p123,2074,107
p123,2075,109
p123,2076,114
p123,2077,116
p123,2078,118
p123,2079,123
p123,2080,125
p123,2081,126
p123,2082,129
p123,2083,132
p123,2084,136
p123,2085,136
p123,2086,141
p123,2087,143
p123,2088,144
p123,2089,148
p123,2090,151
p123,2091,154
p123,2092,155
p123,2093,158
p123,2094,162
p123,2095,166
p123,2096,166
p123,2097,172
p123,2098,175
p123,2099,177
p118,2039,7
p118,2040,28
p118,2041,48
p118,2042,66
p118,2043,83
p118,2044,85
p118,2045,92
p118,2046,101
p118,2047,104
p118,2048,111
p118,2049,116
p118,2050,121
p118,2051,125
p118,2052,132
p118,2053,138
p118,2054,142
p118,2055,150
p118,2056,154
p118,2057,160
p118,2058,167
p118,2059,170
p118,2060,174
p118,2061,180
p118,2062,185
p118,2063,186
p118,2064,190
p118,2065,195
p118,2066,198
p118,2067,204
p118,2068,207
p118,2069,213
p118,2070,216
p118,2071,219
p118,2072,227
p118,2073,232
p118,2074,236
p118,2075,244
p118,2076,243
p118,2077,250
p118,2078,256
p118,2079,260
p118,2080,265
p118,2081,272
p118,2082,275
p118,2083,289
p118,2084,294
p118,2085,306
p118,2086,308
p118,2087,317
p118,2088,321
p118,2089,333
p118,2090,342
p118,2091,352
p118,2092,361
p118,2093,365
p118,2094,365
p118,2095,365
p118,2096,366
p118,2097,365
p118,2098,365
p118,2099,365
Delaware,2062,2
Delaware,2063,4
Delaware,2064,7
Delaware,2065,15
Delaware,2066,23
Delaware,2067,30
Delaware,2068,33
Delaware,2069,46
Delaware,2070,48
Delaware,2071,51
Delaware,2072,59
Delaware,2073,64
Delaware,2074,67
Delaware,2075,71
Delaware,2076,75
Delaware,2077,79
Delaware,2078,86
Delaware,2079,87
Delaware,2080,89
Delaware,2081,98
Delaware,2082,96
Delaware,2083,101
Delaware,2084,104
Delaware,2085,105
Delaware,2086,111
Delaware,2087,112
Delaware,2088,113
Delaware,2089,116
Delaware,2090,121
Delaware,2091,118
Delaware,2092,125
Delaware,2093,123
Delaware,2094,126
Delaware,2095,131
Delaware,2096,131
Delaware,2097,134
Delaware,2098,135
Delaware,2099,138
Florida,2036,3
Florida,2037,22
Florida,2038,61
Florida,2039,79
Florida,2040,91
Florida,2041,101
Florida,2042,111
Florida,2043,120
Florida,2044,129
Florida,2045,132
Florida,2046,142
Florida,2047,150
Florida,2048,155
Florida,2049,161
Florida,2050,165
Florida,2051,166
Florida,2052,173
Florida,2053,176
Florida,2054,183
Florida,2055,190
Florida,2056,196
Florida,2057,204
Florida,2058,208
Florida,2059,213
Florida,2060,219
Florida,2061,225
Florida,2062,229
Florida,2063,236
Florida,2064,238
Florida,2065,245
Florida,2066,249
Florida,2067,256
Florida,2068,267
Florida,2069,292
Florida,2070,306
Florida,2071,316
Florida,2072,322
Florida,2073,328
Florida,2074,333
Florida,2075,339
Florida,2076,346
Florida,2077,354
Florida,2078,363
Florida,2079,365
Florida,2080,366
Florida,2081,365
Florida,2082,365
Florida,2083,365
Florida,2084,366
Florida,2085,365
Florida,2086,365
Florida,2087,365
Florida,2088,366
Florida,2089,365
Florida,2090,365
Florida,2091,365
Florida,2092,366
Florida,2093,365
Florida,2094,365
Florida,2095,365
Florida,2096,366
Florida,2097,365
Florida,2098,365
Florida,2099,365
p89,2053,2
p89,2054,16
p89,2055,35
p89,2056,57
p89,2057,70
p89,2058,81
p89,2059,88
p89,2060,88
p89,2061,94
p89,2062,102
p89,2063,106
p89,2064,106
p89,2065,114
p89,2066,119
p89,2067,123
p89,2068,127
p89,2069,131
p89,2070,136
p89,2071,139
p89,2072,139
p89,2073,147
p89,2074,150
p89,2075,155
p89,2076,155
p89,2077,162
p89,2078,162
p89,2079,167
p89,2080,169
p89,2081,175
p89,2082,178
p89,2083,176
p89,2084,183
p89,2085,185
p89,2086,187
p89,2087,191
p89,2088,195
p89,2089,199
p89,2090,206
p89,2091,209
p89,2092,217
p89,2093,219
p89,2094,222
p89,2095,227
p89,2096,228
p89,2097,235
p89,2098,235
p89,2099,240
Louisiana,2056,2
Louisiana,2057,5
Louisiana,2058,15
Louisiana,2059,29
Louisiana,2060,53
Louisiana,2061,67
Louisiana,2062,78
Louisiana,2063,82
Louisiana,2064,87
Louisiana,2065,90
Louisiana,2066,94
Louisiana,2067,97
Louisiana,2068,103
Louisiana,2069,108
Louisiana,2070,114
Louisiana,2071,121
Louisiana,2072,121
Louisiana,2073,127
Louisiana,2074,130
Louisiana,2075,133
Louisiana,2076,136
Louisiana,2077,141
Louisiana,2078,146
Louisiana,2079,143
Louisiana,2080,150
Louisiana,2081,153
Louisiana,2082,153
Louisiana,2083,157
Louisiana,2084,159
Louisiana,2085,165
Louisiana,2086,165
Louisiana,2087,166
Louisiana,2088,167
Louisiana,2089,171
Louisiana,2090,176
Louisiana,2091,178
Louisiana,2092,177
Louisiana,2093,183
Louisiana,2094,184
Louisiana,2095,186
Louisiana,2096,191
Louisiana,2097,195
Louisiana,2098,200
Louisiana,2099,204
p86,2093,5
p86,2094,8
p86,2095,11
p86,2096,23
p86,2097,31
p86,2098,37
p86,2099,48
p117,2038,7
p117,2039,19
p117,2040,35
p117,2041,57
p117,2042,75
p117,2043,89
p117,2044,90
p117,2045,97
p117,2046,103
p117,2047,110
p117,2048,114
p117,2049,123
p117,2050,124
p117,2051,130
p117,2052,136
p117,2053,142
p117,2054,144
p117,2055,152
p117,2056,157
p117,2057,164
p117,2058,168
p117,2059,171
p117,2060,175
p117,2061,181
p117,2062,185
p117,2063,187
p117,2064,189
p117,2065,192
p117,2066,197
p117,2067,204
p117,2068,204
p117,2069,213
p117,2070,215
p117,2071,218
p117,2072,224
p117,2073,229
p117,2074,232
p117,2075,241
p117,2076,239
p117,2077,247
p117,2078,253
p117,2079,253
p117,2080,258
p117,2081,263
p117,2082,266
p117,2083,271
p117,2084,278
p117,2085,282
p117,2086,291
p117,2087,301
p117,2088,308
p117,2089,317
p117,2090,317
p117,2091,324
p117,2092,336
p117,2093,341
p117,2094,355
p117,2095,363
p117,2096,365
p117,2097,365
p117,2098,365
p117,2099,365
p95,2042,1
p95,2043,8
p95,2044,32
p95,2045,55
p95,2046,67
p95,2047,80
p95,2048,86
p95,2049,91
p95,2050,95
p95,2051,103
p95,2052,109
p95,2053,116
p95,2054,117
p95,2055,123
p95,2056,129
p95,2057,136
p95,2058,139
p95,2059,143
p95,2060,152
p95,2061,158
p95,2062,160
p95,2063,167
p95,2064,166
p95,2065,174
p95,2066,177
p95,2067,179
p95,2068,184
p95,2069,185
p95,2070,194
p95,2071,195
p95,2072,196
p95,2073,206
p95,2074,209
p95,2075,214
p95,2076,216
p95,2077,225
p95,2078,226
p95,2079,232
p95,2080,238
p95,2081,237
p95,2082,245
p95,2083,248
p95,2084,253
p95,2085,259
p95,2086,264
p95,2087,269
p95,2088,273
p95,2089,281
p95,2090,289
p95,2091,305
p95,2092,313
p95,2093,321
p95,2094,327
p95,2095,329
p95,2096,340
p95,2097,349
p95,2098,354
p95,2099,364
p120,2079,5
p120,2080,6
p120,2081,10
p120,2082,16
p120,2083,18
p120,2084,27
p120,2085,33
p120,2086,33
p120,2087,41
p120,2088,45
p120,2089,49
p120,2090,56
p120,2091,59
p120,2092,60
p120,2093,67
p120,2094,71
p120,2095,76
p120,2096,80
p120,2097,82
p120,2098,85
p120,2099,90
Georgia,2045,6
Georgia,2046,33
Georgia,2047,55
Georgia,2048,69
Georgia,2049,79
Georgia,2050,87
Georgia,2051,92
Georgia,2052,94
Georgia,2053,102
Georgia,2054,109
Georgia,2055,113
Georgia,2056,120
Georgia,2057,127
Georgia,2058,129
Georgia,2059,135
Georgia,2060,142
Georgia,2061,144
Georgia,2062,151
Georgia,2063,153
Georgia,2064,161
Georgia,2065,163
Georgia,2066,166
Georgia,2067,171
Georgia,2068,173
Georgia,2069,177
Georgia,2070,178
Georgia,2071,185
Georgia,2072,189
Georgia,2073,189
Georgia,2074,195
Georgia,2075,200
Georgia,2076,207
Georgia,2077,211
Georgia,2078,219
Georgia,2079,219
Georgia,2080,223
Georgia,2081,230
Georgia,2082,233
Georgia,2083,239
Georgia,2084,242
Georgia,2085,245
Georgia,2086,252
Georgia,2087,254
Georgia,2088,260
Georgia,2089,269
Georgia,2090,271
Georgia,2091,273
Georgia,2092,291
Georgia,2093,301
Georgia,2094,314
Georgia,2095,317
Georgia,2096,327
Georgia,2097,330
Georgia,2098,336
Georgia,2099,339
p101,2038,10
p101,2039,39
p101,2040,67
p101,2041,86
p101,2042,92
p101,2043,103
p101,2044,112
p101,2045,122
p101,2046,127
p101,2047,136
p101,2048,143
p101,2049,147
p101,2050,153
p101,2051,158
p101,2052,163
p101,2053,165
p101,2054,171
p101,2055,176
p101,2056,181
p101,2057,185
p101,2058,193
p101,2059,200
p101,2060,203
p101,2061,209
p101,2062,215
p101,2063,220
p101,2064,223
p101,2065,229
p101,2066,231
p101,2067,237
p101,2068,244
p101,2069,248
p101,2070,251
p101,2071,261
p101,2072,283
p101,2073,299
p101,2074,312
p101,2075,318
p101,2076,323
p101,2077,328
p101,2078,335
p101,2079,339
p101,2080,346
p101,2081,357
p101,2082,364
p101,2083,365
p101,2084,366
p101,2085,365
p101,2086,365
p101,2087,365
p101,2088,366
p101,2089,365
p101,2090,365
p101,2091,365
p101,2092,366
p101,2093,365
p101,2094,365
p101,2095,365
p101,2096,366
p101,2097,365
p101,2098,365
p101,2099,365
p90,2039,1
p90,2040,23
p90,2041,61
p90,2042,78
p90,2043,90
p90,2044,94
p90,2045,104
p90,2046,109
p90,2047,120
p90,2048,126
p90,2049,133
p90,2050,140
p90,2051,145
p90,2052,149
p90,2053,154
p90,2054,162
p90,2055,163
p90,2056,167
p90,2057,171
p90,2058,177
p90,2059,185
p90,2060,186
p90,2061,195
p90,2062,199
p90,2063,205
p90,2064,216
p90,2065,218
p90,2066,225
p90,2067,230
p90,2068,236
p90,2069,243
p90,2070,247
p90,2071,249
p90,2072,258
p90,2073,262
p90,2074,268
p90,2075,278
p90,2076,291
p90,2077,306
p90,2078,318
p90,2079,325
p90,2080,332
p90,2081,334
p90,2082,343
p90,2083,353
p90,2084,366
p90,2085,365
p90,2086,365
p90,2087,365
p90,2088,366
p90,2089,365
p90,2090,365
p90,2091,365
p90,2092,366
p90,2093,365
p90,2094,365
p90,2095,365
p90,2096,366
p90,2097,365
p90,2098,365
p90,2099,365
p125,2062,2
p125,2063,4
p125,2064,7
p125,2065,15
p125,2066,23
p125,2067,30
p125,2068,33
p125,2069,46
p125,2070,48
p125,2071,51
p125,2072,59
p125,2073,64
p125,2074,67
p125,2075,71
p125,2076,75
p125,2077,79
p125,2078,86
p125,2079,87
p125,2080,89
p125,2081,98
p125,2082,96
p125,2083,101
p125,2084,104
p125,2085,105
p125,2086,111
p125,2087,112
p125,2088,113
p125,2089,116
p125,2090,121
p125,2091,118
p125,2092,125
p125,2093,123
p125,2094,126
p125,2095,131
p125,2096,131
p125,2097,134
p125,2098,135
p125,2099,138
Virginia,2044,9
Virginia,2045,18
Virginia,2046,29
Virginia,2047,46
Virginia,2048,54
Virginia,2049,71
Virginia,2050,76
Virginia,2051,85
Virginia,2052,93
Virginia,2053,95
Virginia,2054,101
Virginia,2055,105
Virginia,2056,110
Virginia,2057,112
Virginia,2058,119
Virginia,2059,118
Virginia,2060,126
Virginia,2061,134
Virginia,2062,134
Virginia,2063,140
Virginia,2064,143
Virginia,2065,147
Virginia,2066,153
Virginia,2067,153
Virginia,2068,164
Virginia,2069,165
Virginia,2070,170
Virginia,2071,171
Virginia,2072,177
Virginia,2073,182
Virginia,2074,185
Virginia,2075,189
Virginia,2076,192
Virginia,2077,194
Virginia,2078,198
Virginia,2079,201
Virginia,2080,202
Virginia,2081,205
Virginia,2082,209
Virginia,2083,209
Virginia,2084,216
Virginia,2085,218
Virginia,2086,224
Virginia,2087,228
Virginia,2088,230
Virginia,2089,235
Virginia,2090,239
Virginia,2091,243
Virginia,2092,247
Virginia,2093,250
Virginia,2094,256
Virginia,2095,259
Virginia,2096,261
Virginia,2097,265
Virginia,2098,273
Virginia,2099,277
p102,2038,8
p102,2039,32
p102,2040,65
p102,2041,85
p102,2042,92
p102,2043,104
p102,2044,118
p102,2045,129
p102,2046,140
p102,2047,150
p102,2048,157
p102,2049,163
p102,2050,166
p102,2051,169
p102,2052,177
p102,2053,184
p102,2054,189
p102,2055,197
p102,2056,203
p102,2057,212
p102,2058,216
p102,2059,221
p102,2060,226
p102,2061,232
p102,2062,239
p102,2063,247
p102,2064,256
p102,2065,264
p102,2066,289
p102,2067,306
p102,2068,315
p102,2069,322
p102,2070,326
p102,2071,335
p102,2072,346
p102,2073,349
p102,2074,361
p102,2075,365
p102,2076,366
p102,2077,365
p102,2078,365
p102,2079,365
p102,2080,366
p102,2081,365
p102,2082,365
p102,2083,365
p102,2084,366
p102,2085,365
p102,2086,365
p102,2087,365
p102,2088,366
p102,2089,365
p102,2090,365
p102,2091,365
p102,2092,366
p102,2093,365
p102,2094,365
p102,2095,365
p102,2096,366
p102,2097,365
p102,2098,365
p102,2099,365
p93,2078,7
p93,2079,7
p93,2080,23
p93,2081,30
p93,2082,43
p93,2083,54
p93,2084,63
p93,2085,73
p93,2086,76
p93,2087,79
p93,2088,84
p93,2089,87
p93,2090,85
p93,2091,92
p93,2092,97
p93,2093,94
p93,2094,100
p93,2095,100
p93,2096,105
p93,2097,104
p93,2098,108
p93,2099,110
p109,2052,3
p109,2053,2
p109,2054,17
p109,2055,29
p109,2056,44
p109,2057,53
p109,2058,73
p109,2059,77
p109,2060,82
p109,2061,89
p109,2062,93
p109,2063,96
p109,2064,100
p109,2065,102
p109,2066,107
p109,2067,107
p109,2068,113
p109,2069,115
p109,2070,117
p109,2071,125
p109,2072,126
p109,2073,131
p109,2074,135
p109,2075,138
p109,2076,141
p109,2077,142
p109,2078,151
p109,2079,150
p109,2080,154
p109,2081,158
p109,2082,163
p109,2083,165
p109,2084,167
p109,2085,171
p109,2086,173
p109,2087,177
p109,2088,178
p109,2089,182
p109,2090,182
p109,2091,185
p109,2092,186
p109,2093,193
p109,2094,191
p109,2095,195
p109,2096,197
p109,2097,200
p109,2098,202
p109,2099,209
Mississippi,2060,4
Mississippi,2061,15
Mississippi,2062,36
Mississippi,2063,57
Mississippi,2064,67
Mississippi,2065,77
Mississippi,2066,83
Mississippi,2067,83
Mississippi,2068,91
Mississippi,2069,98
Mississippi,2070,96
Mississippi,2071,103
Mississippi,2072,108
Mississippi,2073,109
Mississippi,2074,116
Mississippi,2075,120
Mississippi,2076,124
Mississippi,2077,125
Mississippi,2078,130
Mississippi,2079,135
Mississippi,2080,134
Mississippi,2081,139
Mississippi,2082,144
Mississippi,2083,147
Mississippi,2084,148
Mississippi,2085,150
Mississippi,2086,153
Mississippi,2087,154
Mississippi,2088,159
Mississippi,2089,162
Mississippi,2090,163
Mississippi,2091,165
Mississippi,2092,168
Mississippi,2093,170
Mississippi,2094,173
Mississippi,2095,174
Mississippi,2096,179
Mississippi,2097,179
Mississippi,2098,185
Mississippi,2099,183
p98,2042,3
p98,2043,16
p98,2044,37
p98,2045,61
p98,2046,65
p98,2047,80
p98,2048,87
p98,2049,92
p98,2050,96
p98,2051,104
p98,2052,107
p98,2053,115
p98,2054,117
p98,2055,124
p98,2056,128
p98,2057,135
p98,2058,140
p98,2059,143
p98,2060,150
p98,2061,157
p98,2062,160
p98,2063,164
p98,2064,166
p98,2065,172
p98,2066,178
p98,2067,179
p98,2068,184
p98,2069,185
p98,2070,193
p98,2071,192
p98,2072,198
p98,2073,202
p98,2074,206
p98,2075,210
p98,2076,214
p98,2077,219
p98,2078,224
p98,2079,230
p98,2080,231
p98,2081,236
p98,2082,242
p98,2083,244
p98,2084,249
p98,2085,255
p98,2086,258
p98,2087,262
p98,2088,268
p98,2089,278
p98,2090,286
p98,2091,297
p98,2092,305
p98,2093,314
p98,2094,320
p98,2095,325
p98,2096,334
p98,2097,343
p98,2098,346
p98,2099,360
p66,2083,1
p66,2084,6
p66,2085,10
p66,2086,16
p66,2087,30
p66,2088,35
p66,2089,44
p66,2090,58
p66,2091,67
p66,2092,74
p66,2093,77
p66,2094,81
p66,2095,85
p66,2096,86
p66,2097,87
p66,2098,93
p66,2099,92
p97,2042,12
p97,2043,41
p97,2044,58
p97,2045,72
p97,2046,82
p97,2047,83
p97,2048,92
p97,2049,99
p97,2050,104
p97,2051,105
p97,2052,109
p97,2053,117
p97,2054,121
p97,2055,126
p97,2056,131
p97,2057,136
p97,2058,142
p97,2059,143
p97,2060,152
p97,2061,159
p97,2062,160
p97,2063,169
p97,2064,167
p97,2065,174
p97,2066,178
p97,2067,180
p97,2068,184
p97,2069,187
p97,2070,194
p97,2071,195
p97,2072,198
p97,2073,205
p97,2074,208
p97,2075,212
p97,2076,214
p97,2077,223
p97,2078,226
p97,2079,231
p97,2080,234
p97,2081,237
p97,2082,244
p97,2083,247
p97,2084,249
p97,2085,257
p97,2086,259
p97,2087,266
p97,2088,269
p97,2089,279
p97,2090,285
p97,2091,297
p97,2092,304
p97,2093,314
p97,2094,321
p97,2095,327
p97,2096,336
p97,2097,344
p97,2098,346
p97,2099,362
p115,2066,1
p115,2067,2
p115,2068,2
p115,2069,6
p115,2070,12
p115,2071,17
p115,2072,26
p115,2073,27
p115,2074,37
p115,2075,43
p115,2076,50
p115,2077,59
p115,2078,62
p115,2079,68
p115,2080,76
p115,2081,81
p115,2082,86
p115,2083,93
p115,2084,95
p115,2085,94
p115,2086,96
p115,2087,101
p115,2088,103
p115,2089,107
p115,2090,107
p115,2091,112
p115,2092,110
p115,2093,115
p115,2094,117
p115,2095,122
p115,2096,121
p115,2097,123
p115,2098,129
p115,2099,130
p88,2081,4
p88,2082,12
p88,2083,24
p88,2084,37
p88,2085,54
p88,2086,63
p88,2087,71
p88,2088,74
p88,2089,78
p88,2090,81
p88,2091,86
p88,2092,87
p88,2093,93
p88,2094,95
p88,2095,93
p88,2096,103
p88,2097,101
p88,2098,105
p88,2099,109
p94,2045,6
p94,2046,33
p94,2047,55
p94,2048,69
p94,2049,79
p94,2050,87
p94,2051,92
p94,2052,94
p94,2053,102
p94,2054,109
p94,2055,113
p94,2056,120
p94,2057,127
p94,2058,129
p94,2059,135
p94,2060,142
p94,2061,144
p94,2062,151
p94,2063,153
p94,2064,161
p94,2065,163
p94,2066,166
p94,2067,171
p94,2068,173
p94,2069,177
p94,2070,178
p94,2071,185
p94,2072,189
p94,2073,189
p94,2074,195
p94,2075,200
p94,2076,207
p94,2077,211
p94,2078,219
p94,2079,219
p94,2080,223
p94,2081,230
p94,2082,233
p94,2083,239
p94,2084,242
p94,2085,245
p94,2086,252
p94,2087,254
p94,2088,260
p94,2089,269
p94,2090,271
p94,2091,273
p94,2092,291
p94,2093,301
p94,2094,314
p94,2095,317
p94,2096,327
p94,2097,330
p94,2098,336
p94,2099,339
p121,2062,3
p121,2063,8
p121,2064,17
p121,2065,21
p121,2066,29
p121,2067,33
p121,2068,45
p121,2069,52
p121,2070,56
p121,2071,64
p121,2072,69
p121,2073,70
p121,2074,78
p121,2075,85
p121,2076,86
p121,2077,93
p121,2078,96
p121,2079,101
p121,2080,101
p121,2081,105
p121,2082,108
p121,2083,110
p121,2084,113
p121,2085,115
p121,2086,116
p121,2087,118
p121,2088,122
p121,2089,122
p121,2090,125
p121,2091,130
p121,2092,130
p121,2093,132
p121,2094,135
p121,2095,138
p121,2096,140
p121,2097,141
p121,2098,144
p121,2099,147
p116,2046,8
p116,2047,15
p116,2048,28
p116,2049,41
p116,2050,57
p116,2051,68
p116,2052,82
p116,2053,85
p116,2054,91
p116,2055,97
p116,2056,102
p116,2057,108
p116,2058,108
p116,2059,115
p116,2060,117
p116,2061,119
p116,2062,126
p116,2063,129
p116,2064,133
p116,2065,137
p116,2066,137
p116,2067,145
p116,2068,148
p116,2069,151
p116,2070,156
p116,2071,162
p116,2072,166
p116,2073,165
p116,2074,172
p116,2075,176
p116,2076,179
p116,2077,179
p116,2078,184
p116,2079,187
p116,2080,188
p116,2081,192
p116,2082,194
p116,2083,198
p116,2084,198
p116,2085,204
p116,2086,206
p116,2087,208
p116,2088,208
p116,2089,214
p116,2090,221
p116,2091,222
p116,2092,226
p116,2093,228
p116,2094,234
p116,2095,236
p116,2096,239
p116,2097,245
p116,2098,248
p116,2099,249
p87,2056,2
p87,2057,9
p87,2058,27
p87,2059,54
p87,2060,67
p87,2061,77
p87,2062,81
p87,2063,86
p87,2064,92
p87,2065,98
p87,2066,100
p87,2067,107
p87,2068,111
p87,2069,113
p87,2070,121
p87,2071,124
p87,2072,128
p87,2073,129
p87,2074,134
p87,2075,133
p87,2076,138
p87,2077,144
p87,2078,147
p87,2079,150
p87,2080,152
p87,2081,157
p87,2082,158
p87,2083,160
p87,2084,164
p87,2085,167
p87,2086,167
p87,2087,171
p87,2088,173
p87,2089,175
p87,2090,178
p87,2091,183
p87,2092,186
p87,2093,187
p87,2094,190
p87,2095,197
p87,2096,200
p87,2097,202
p87,2098,205
p87,2099,212
Tennessee,2063,3
Tennessee,2064,13
Tennessee,2065,23
Tennessee,2066,43
Tennessee,2067,54
Tennessee,2068,70
Tennessee,2069,78
Tennessee,2070,80
Tennessee,2071,84
Tennessee,2072,87
Tennessee,2073,89
Tennessee,2074,96
Tennessee,2075,94
Tennessee,2076,102
Tennessee,2077,102
Tennessee,2078,106
Tennessee,2079,109
Tennessee,2080,110
Tennessee,2081,116
Tennessee,2082,120
Tennessee,2083,120
Tennessee,2084,125
Tennessee,2085,127
Tennessee,2086,132
Tennessee,2087,131
Tennessee,2088,138
Tennessee,2089,137
Tennessee,2090,140
Tennessee,2091,146
Tennessee,2092,149
Tennessee,2093,152
Tennessee,2094,151
Tennessee,2095,158
Tennessee,2096,160
Tennessee,2097,162
Tennessee,2098,163
Tennessee,2099,166
North Carolina,2041,2
North Carolina,2042,13
North Carolina,2043,46
North Carolina,2044,62
North Carolina,2045,72
North Carolina,2046,83
North Carolina,2047,84
North Carolina,2048,92
North Carolina,2049,99
