region,Year,hdd
p103,2020,389.69644008010687
p103,2021,318.19147006179406
p103,2022,305.5007298938073
p103,2023,494.9822604930032
p103,2024,350.5235064427461
p103,2025,317.5532548303852
p103,2026,319.6179895637419
p103,2027,497.82597920529406
p103,2028,562.9663009557604
p103,2029,400.15606750293927
p103,2030,332.616312380365
p103,2031,545.7853829526425
p103,2032,198.17815010375125
p103,2033,365.8221593837563
p103,2034,348.3065495699238
p103,2035,481.2353583650014
p103,2036,341.8370524276218
p103,2037,289.6279813331972
p103,2038,430.3807805026838
p103,2039,455.6460743176738
p103,2040,334.7163269632504
p103,2041,370.4885721098409
p103,2042,485.0090634681417
p103,2043,306.7492130276161
p103,2044,283.5375360645119
p103,2045,530.7637498389427
p103,2046,386.5873171385712
p103,2047,458.8327590948152
p103,2048,335.59928963665726
p103,2049,249.092953746144
p103,2050,525.1445857134897
p103,2051,458.2237913005261
p103,2052,523.9069550171854
p103,2053,399.98359129110247
p103,2054,272.1960383446304
p103,2055,329.47091532412406
p103,2056,506.6556147155559
p103,2057,371.1364058847756
p103,2058,495.24761937979497
p103,2059,338.2236512993476
p103,2060,608.673540037866
p103,2061,536.8052670741213
p103,2062,505.4218706623523
p103,2063,703.2612414861535
p103,2064,552.7799574713706
p103,2065,522.3968663787402
p103,2066,540.3363922163304
p103,2067,728.4464558272512
p103,2068,754.4688766988631
p103,2069,592.2603045371087
p103,2070,532.1440804650767
p103,2071,792.8627325010339
p103,2072,384.0501297813537
p103,2073,568.0295862016258
p103,2074,550.8645506803675
p103,2075,658.796066096566
p103,2076,519.2194770238658
p103,2077,485.270291243889
p103,2078,682.1423503048078
p103,2079,687.7637529654439
p103,2080,548.271766440017
p103,2081,562.2509478831635
p103,2082,710.3585037454486
p103,2083,493.5042109389004
p103,2084,468.95578015102126
p103,2085,746.5296107510196
p103,2086,561.3232794633749
p103,2087,648.5427362490551
p103,2088,498.23054901983625
p103,2089,400.3198100585436
p103,2090,701.9585038284831
p103,2091,610.2775151795115
p103,2092,665.78090725358
p103,2093,535.5569963883804
p103,2094,397.4220314858287
p103,2095,464.1722430529714
p103,2096,650.1567895698022
p103,2097,493.9590912675517
p103,2098,624.9424403891959
p103,2099,449.5324392856722
p28,2020,2029.5946938242591
p28,2021,2110.3783727391437
p28,2022,1842.3692157505643
p28,2023,1923.3599901037228
p28,2024,1976.564290806174
p28,2025,2014.5500352887557
p28,2026,2003.683973460154
p28,2027,2081.348153598806
p28,2028,2212.269146310276
p28,2029,2280.500433332378
p28,2030,2120.3780333990107
p28,2031,1980.0870202303815
p28,2032,2139.433915906127
p28,2033,1998.794759602779
p28,2034,2172.877431823922
p28,2035,2079.8162930037224
p28,2036,2223.108660663898
p28,2037,2196.63153563666
p28,2038,1914.72273475882
p28,2039,2058.523392478393
p28,2040,2162.264055218885
p28,2041,2296.7795047812447
p28,2042,2055.0276184061563
p28,2043,2199.386153167241
p28,2044,2051.1149359474466
p28,2045,2120.437677266945
p28,2046,2121.380171922305
p28,2047,2212.069747280827
p28,2048,2066.3482455150274
p28,2049,2150.520218675122
p28,2050,2038.1343599122408
p28,2051,2070.473218314262
p28,2052,2277.870870440356
p28,2053,2117.7184864649253
p28,2054,2138.0629782365977
p28,2055,2152.843012776454
p28,2056,2236.938969201191
p28,2057,2296.712968515725
p28,2058,2206.5879007032067
p28,2059,2063.113749423579
p28,2060,2408.528963815666
p28,2061,2541.9861426784564
p28,2062,2239.591922509327
p28,2063,2332.131076615515
p28,2064,2348.718407569326
p28,2065,2407.1870507744325
p28,2066,2415.954865554448
p28,2067,2480.791707243478
p28,2068,2615.30148892036
p28,2069,2712.8577557709496
p28,2070,2548.5866940754786
p28,2071,2371.879310053488
p28,2072,2531.1822071761867
p28,2073,2392.7012042213755
p28,2074,2528.927908091081
p28,2075,2488.064738189996
p28,2076,2613.295403803889
p28,2077,2586.9694512478222
p28,2078,2280.592302998045
p28,2079,2460.7437977892127
p28,2080,2543.0906963095517
p28,2081,2706.978137570869
p28,2082,2460.375292621929
p28,2083,2582.563823412267
p28,2084,2431.205409239851
p28,2085,2506.4104442375806
p28,2086,2539.2388433058
p28,2087,2642.218003919783
p28,2088,2481.614668728212
p28,2089,2533.021912130488
p28,2090,2387.0203637091417
p28,2091,2421.278162019974
p28,2092,2655.383078551086
p28,2093,2469.6814093366197
p28,2094,2515.482903855562
p28,2095,2520.268695426123
p28,2096,2612.319947742294
p28,2097,2643.25611193976
p28,2098,2510.2532351417917
p28,2099,2314.0055633694483
p79,2020,59.76720480824588
p79,2021,31.523375530065664
p79,2022,37.106296365978494
p79,2023,117.7844718495868
p79,2024,48.40079782177975
p79,2025,47.45876746198383
p79,2026,54.751605674247855
p79,2027,95.1280120928036
p79,2028,139.09745673404512
p79,2029,49.86457080132402
p79,2030,38.99735092726087
p79,2031,88.85110212008453
p79,2032,14.936028193045216
p79,2033,44.70477781189919
p79,2034,40.43571304282341
p79,2035,103.80668396757432
p79,2036,33.26098430771691
p79,2037,49.78736086837773
p79,2038,64.81799749950699
p79,2039,80.87479979362769
p79,2040,27.22523824327089
p79,2041,65.9363214229781
p79,2042,69.86545653778944
p79,2043,32.04156694134116
p79,2044,15.418374491746874
p79,2045,75.69991086367031
p79,2046,60.28335063657983
p79,2047,63.591954653747166
p79,2048,37.39624021470479
p79,2049,29.01048593244849
p79,2050,89.64698190187795
p79,2051,86.70134249956595
p79,2052,85.28960919865773
p79,2053,57.6051776882681
p79,2054,12.0578742553933
p79,2055,29.50473206288376
p79,2056,65.65397554252871
p79,2057,13.073949493851558
p79,2058,50.86298243688356
p79,2059,38.73999708700302
p79,2060,109.90566180467368
p79,2061,83.64634346941324
p79,2062,80.39664435669545
p79,2063,195.43113957259493
p79,2064,96.78947361882706
p79,2065,91.6530043287396
p79,2066,90.29330981743522
p79,2067,153.36073304493226
p79,2068,198.83476204501895
p79,2069,91.8666591409738
p79,2070,71.266456767264
p79,2071,143.47389687702542
p79,2072,36.38813353946307
p79,2073,89.91211432055786
p79,2074,69.84096298329905
p79,2075,157.3641902610779
p79,2076,66.43827125067116
p79,2077,71.3890686502321
p79,2078,112.29652388091245
p79,2079,112.68817536636328
p79,2080,44.51088524335916
p79,2081,88.68750521864223
p79,2082,108.58439242849045
p79,2083,64.35033329126145
p79,2084,27.91718004091598
p79,2085,114.79284469351752
p79,2086,88.22739310593818
p79,2087,94.79463127755632
p79,2088,55.437218820177975
p79,2089,39.44043505694009
p79,2090,128.1063413328825
p79,2091,110.96731889784206
p79,2092,95.63946675109594
p79,2093,77.1992593983461
p79,2094,14.53757796021648
p79,2095,41.86854213738388
p79,2096,76.6394732265727
p79,2097,16.51961853292096
p79,2098,62.45361931097693
p79,2099,54.39267209838579
p31,2020,820.9758089318599
p31,2021,705.1642018894829
p31,2022,679.9388671720324
p31,2023,709.1845495410805
p31,2024,676.0946449175592
p31,2025,715.8038858710232
p31,2026,634.5659739556664
p31,2027,666.1473690324194
p31,2028,630.3961224967047
p31,2029,801.1525127284567
p31,2030,749.5653129612676
p31,2031,656.4638727319364
p31,2032,711.3998622154085
p31,2033,757.3506496189838
p31,2034,976.5498888181262
p31,2035,780.5956868455987
