region,Year,cdd
Virginia,2020,2558.4928273699425
Virginia,2021,2559.518608913743
Virginia,2022,2372.5156312203644
Virginia,2023,2390.7907321481125
Virginia,2024,2317.8194253815277
Virginia,2025,2232.072931793535
Virginia,2026,2227.318718425837
Virginia,2027,2391.2925692280505
Virginia,2028,2467.739098622284
Virginia,2029,2450.902187168185
Virginia,2030,1913.150319422687
Virginia,2031,2009.647558487119
Virginia,2032,2282.7121242316125
Virginia,2033,2377.15743894316
Virginia,2034,2292.882568244856
Virginia,2035,2380.496996064113
Virginia,2036,2582.254192023757
Virginia,2037,2415.6777135716857
Virginia,2038,1957.536458739129
Virginia,2039,2158.6497719902377
Virginia,2040,2343.414000007516
Virginia,2041,2125.1024162970148
Virginia,2042,2165.4108619176072
Virginia,2043,2437.343490778017
Virginia,2044,2298.688728292299
Virginia,2045,2362.216160231097
Virginia,2046,2023.184268709887
Virginia,2047,2178.98039381579
Virginia,2048,2236.9875642232278
Virginia,2049,2346.632259129208
Virginia,2050,2473.259340095772
Virginia,2051,2176.629037003492
Virginia,2052,1945.6195046913392
Virginia,2053,2453.8741285141773
Virginia,2054,2614.193075307139
Virginia,2055,2290.219198766928
Virginia,2056,2235.949156047709
Virginia,2057,2061.7092178641674
Virginia,2058,2384.112429003151
Virginia,2059,2184.668011573329
Virginia,2060,2241.862490325357
Virginia,2061,2194.946042791565
Virginia,2062,2060.903938513316
Virginia,2063,2103.453026675578
Virginia,2064,2042.133016473252
Virginia,2065,1949.315162895121
Virginia,2066,1921.8345447802917
Virginia,2067,2075.523304173733
Virginia,2068,2163.831986402281
Virginia,2069,2141.343408525223
Virginia,2070,1629.0106079401908
Virginia,2071,1736.1628337692632
Virginia,2072,1983.4873547875
Virginia,2073,2071.0770187980934
Virginia,2074,1976.3741597504263
Virginia,2075,2068.386163025413
Virginia,2076,2268.517593323149
Virginia,2077,2078.433867223891
Virginia,2078,1620.198309033378
Virginia,2079,1848.1457173587887
Virginia,2080,2020.7147176683695
Virginia,2081,1836.806950214266
Virginia,2082,1904.5252247503072
Virginia,2083,2157.2303106390405
Virginia,2084,2062.964247018492
Virginia,2085,2108.6936175638702
Virginia,2086,1778.8203646545817
Virginia,2087,1952.8960894436957
Virginia,2088,1978.6570296145755
Virginia,2089,2094.274695730138
Virginia,2090,2219.5471791758528
Virginia,2091,1915.504958408838
Virginia,2092,1714.7247758578171
Virginia,2093,2162.5351827066293
Virginia,2094,2319.113382943843
Virginia,2095,2013.6192490301823
Virginia,2096,1986.1476194959544
Virginia,2097,1813.4082028538303
Virginia,2098,2132.0164972118646
Virginia,2099,1952.940303366368
p12,2020,3233.949582054918
p12,2021,3027.124721532532
p12,2022,3725.493370576749
p12,2023,3350.5508299223698
p12,2024,3557.138578021596
p12,2025,3573.2692790638494
p12,2026,3027.737068480172
p12,2027,3058.876880187937
p12,2028,3220.033227662156
p12,2029,3231.311943803157
p12,2030,3259.193768671653
p12,2031,3198.230933303851
p12,2032,2882.16883191958
p12,2033,3448.321904537901
p12,2034,3244.5036399178152
p12,2035,3063.847995462884
p12,2036,3155.2469776303537
p12,2037,3125.949366864606
p12,2038,3522.6977305078763
p12,2039,3100.072218838816
p12,2040,3064.093517856166
p12,2041,3101.816301764373
p12,2042,3168.9572496789774
p12,2043,2986.3397501203176
p12,2044,3165.796704241769
p12,2045,3176.7627707467263
p12,2046,3196.273932563481
p12,2047,3051.8851283074027
p12,2048,3323.714124974787
p12,2049,3296.753007854888
p12,2050,3356.0901806080337
p12,2051,3400.062086872685
p12,2052,2943.4871839689995
p12,2053,3361.146946819027
p12,2054,2649.213902955003
p12,2055,2756.2987738324614
p12,2056,3001.584840376529
p12,2057,3137.327872491796
p12,2058,2972.890685726485
p12,2059,3342.882374651804
p12,2060,2739.341471978494
p12,2061,2575.004872227321
p12,2062,3206.4550541597737
p12,2063,2851.6928811162943
p12,2064,3067.355920547695
p12,2065,3044.5871599364214
p12,2066,2525.8258014145167
p12,2067,2622.35303528037
p12,2068,2723.020036747122
p12,2069,2749.270832456861
p12,2070,2773.344954882732
p12,2071,2753.4197265752914
p12,2072,2431.644726885156
p12,2073,2908.4489555393
p12,2074,2782.9633467231165
p12,2075,2590.7435509574398
p12,2076,2723.7963607646543
p12,2077,2710.941898994871
p12,2078,3066.3475488357703
p12,2079,2705.7732937720543
p12,2080,2676.464512595192
p12,2081,2739.5531288045486
p12,2082,2775.7920825179112
p12,2083,2657.718576321086
p12,2084,2783.714607101466
p12,2085,2779.4941591673296
p12,2086,2848.786332789645
p12,2087,2726.1291831686394
p12,2088,2983.477085619243
p12,2089,2972.944310289444
p12,2090,3016.822718142362
p12,2091,3099.392828648677
p12,2092,2691.063557425982
p12,2093,3074.826600518509
p12,2094,2403.311092493306
p12,2095,2513.484322612964
p12,2096,2732.1921993949954
p12,2097,2863.0150147020504
p12,2098,2713.464605080182
p12,2099,3030.5439521044377
p43,2020,4849.805900631889
p43,2021,4329.452118113082
p43,2022,5070.276906559822
p43,2023,4831.365696755419
p43,2024,4718.474717846495
p43,2025,5054.109436881885
p43,2026,4615.08625932945
p43,2027,3927.6966350489865
p43,2028,4976.557251007848
p43,2029,5121.457487314793
p43,2030,4360.863001974487
p43,2031,4754.063815563485
p43,2032,4236.773435376548
p43,2033,4872.6037263981325
p43,2034,4625.732773003083
p43,2035,4702.294269672009
p43,2036,5272.208134251955
p43,2037,4661.895734749457
p43,2038,3702.381553284177
p43,2039,4040.3742242542544
p43,2040,4291.646253893498
p43,2041,4327.033303968376
p43,2042,4457.199941010697
p43,2043,4475.558479289256
p43,2044,4282.716359124
p43,2045,4220.367198048683
p43,2046,3966.731863811507
p43,2047,4319.44706944552
p43,2048,4915.672546981398
p43,2049,4682.601692976358
p43,2050,4367.865634669552
p43,2051,4637.246891663856
p43,2052,3768.932385918274
p43,2053,5082.726245052395
p43,2054,5229.945136789463
p43,2055,4104.90409528334
p43,2056,3980.023089635509
p43,2057,4162.247594480058
p43,2058,4800.830021462862
p43,2059,4916.7352997236185
p43,2060,4167.184659285711
p43,2061,3596.498543253824
p43,2062,4362.084350812184
p43,2063,4127.722831086736
p43,2064,4049.5131102086098
p43,2065,4407.259307219226
p43,2066,3929.759634389685
p43,2067,3276.6081958453537
p43,2068,4235.550512631908
p43,2069,4379.35292432442
p43,2070,3648.354682147729
p43,2071,4044.978007973603
p43,2072,3512.369782992269
p43,2073,4124.016310454624
p43,2074,4048.450432251701
p43,2075,4020.8553959350056
p43,2076,4602.259283783287
p43,2077,4071.925183174642
p43,2078,3209.255328346254
p43,2079,3549.091638266893
p43,2080,3778.4774381978696
p43,2081,3794.0669769191154
p43,2082,3987.4334566315943
p43,2083,4024.5322418824303
p43,2084,3811.169026591027
p43,2085,3817.237600312407
p43,2086,3469.90342842762
p43,2087,3903.673695352243
p43,2088,4414.075106686308
p43,2089,4255.210425563018
p43,2090,3924.4944998593055
p43,2091,4213.286925118607
p43,2092,3359.532484287699
p43,2093,4580.559421388681
p43,2094,4800.328065922165
p43,2095,3685.457092160376
p43,2096,3589.8040918853408
p43,2097,3749.877005787688
p43,2098,4350.248619685375
p43,2099,4499.511894104255
Maine,2020,4561.584540488819
Maine,2021,4122.000967157734
Maine,2022,4477.237085558868
Maine,2023,4077.239796584788
Maine,2024,4214.793622095422
Maine,2025,4386.802635322898
Maine,2026,4351.531420963705
Maine,2027,4338.504650231497
Maine,2028,4332.975961764047
Maine,2029,4508.757048152546
Maine,2030,3955.720538906001
Maine,2031,3978.262927360948
Maine,2032,4344.870460524634
Maine,2033,4338.332985843061
Maine,2034,4394.290362123601
Maine,2035,4242.297737632832
Maine,2036,4251.655134310794
Maine,2037,4479.409840480127
Maine,2038,3840.241197094994
Maine,2039,3890.795377028324
Maine,2040,4267.021218852489
Maine,2041,4035.309159380607
Maine,2042,4181.840146825891
Maine,2043,4522.02839404503
Maine,2044,4420.476897801601
Maine,2045,4267.712741266778
Maine,2046,3766.637304731749
Maine,2047,4383.361681533221
Maine,2048,4250.276344315204
Maine,2049,4321.782894718622
Maine,2050,3710.067661445751
Maine,2051,4025.1627255064727
Maine,2052,3793.659716173048
Maine,2053,4172.409230491045
Maine,2054,4348.539791723271
Maine,2055,4372.656715668669
Maine,2056,3991.5726078639937
Maine,2057,4060.035198669892
Maine,2058,4239.6962519115405
Maine,2059,4395.132898930847
Maine,2060,3936.783112062536
Maine,2061,3548.2231003360816
Maine,2062,3859.525026387996
Maine,2063,3533.015981239432
Maine,2064,3669.847917377052
Maine,2065,3802.925329395852
Maine,2066,3770.182037978985
Maine,2067,3765.9256558689503
Maine,2068,3770.859599109199
Maine,2069,3943.8522606303454
Maine,2070,3414.5224815078564
Maine,2071,3448.8703878773213
Maine,2072,3793.0510714868897
Maine,2073,3779.0567014515273
Maine,2074,3816.038788227432
Maine,2075,3647.721462563009
Maine,2076,3687.791066420256
Maine,2077,3884.312952915455
Maine,2078,3250.35471283912
Maine,2079,3356.986718818962
Maine,2080,3725.4800025944
Maine,2081,3502.7217612545114
Maine,2082,3674.505804052514
Maine,2083,4028.323331765906
Maine,2084,3931.771071589008
Maine,2085,3862.023653052448
Maine,2086,3349.7566242944954
Maine,2087,3956.6016665026823
Maine,2088,3835.7717681557256
Maine,2089,3873.9323686622047
Maine,2090,3275.624206894616
Maine,2091,3629.494693895612
Maine,2092,3442.913170266255
Maine,2093,3794.661582139485
Maine,2094,3937.172186530306
Maine,2095,4009.508741197348
Maine,2096,3637.291260594114
Maine,2097,3717.6316244019313
Maine,2098,3922.720707508467
Maine,2099,4034.750169190936
p120,2020,3242.239102647867
p120,2021,3127.3034195975856
p120,2022,3093.194119445893
p120,2023,3003.862244048153
p120,2024,3060.2849045673397
p120,2025,2924.5124442675265
p120,2026,2925.26212364112
p120,2027,2987.2754743421165
p120,2028,3108.185693368599
p120,2029,3152.202588327822
p120,2030,2548.7575593906768
p120,2031,2601.8193080800165
p120,2032,2940.3337705995496
p120,2033,3023.107167855592
p120,2034,3069.172991502137
p120,2035,3019.8990509224354
p120,2036,3194.8679348232586
p120,2037,3066.501738921883
p120,2038,2453.41547942105
p120,2039,2807.8799842294766
p120,2040,2973.7901809018945
p120,2041,2728.1686657419978
p120,2042,2770.2695516137383
p120,2043,3194.7473001117387
p120,2044,2968.456539347362
p120,2045,3022.8618614703946
p120,2046,2564.010107330805
p120,2047,2897.143564698185
p120,2048,2918.0693786531133
p120,2049,2993.545022441976
p120,2050,2960.7149261212703
p120,2051,2847.203439726145
p120,2052,2506.0318299296487
p120,2053,3108.916856149797
p120,2054,3315.582669172004
p120,2055,2927.969544393772
p120,2056,2834.8078463402694
p120,2057,2705.065143343786
p120,2058,3016.7221333958432
p120,2059,2894.5107544918906
p120,2060,2807.8660299668154
p120,2061,2687.94181670058
p120,2062,2662.970190423878
p120,2063,2629.5857916178666
p120,2064,2660.4023460162043
p120,2065,2531.123280274676
p120,2066,2531.537174556434
p120,2067,2564.158075537852
p120,2068,2719.705542205811
p120,2069,2751.69079851182
p120,2070,2165.738397766214
p120,2071,2238.096066193644
p120,2072,2519.618522599313
p120,2073,2609.1655722627197
p120,2074,2637.520044302264
p120,2075,2613.6776862766874
p120,2076,2774.0923068428447
p120,2077,2655.3599415772787
p120,2078,2042.4248906180987
p120,2079,2403.5599054741037
p120,2080,2565.316323166028
p120,2081,2347.250461179312
p120,2082,2447.695117026564
p120,2083,2815.017530649319
p120,2084,2640.92476435166
p120,2085,2705.623453740229
p120,2086,2250.156738051832
p120,2087,2619.24185136788
p120,2088,2610.9206270251766
p120,2089,2676.849485556243
p120,2090,2663.117148718306
p120,2091,2544.3979276543505
p120,2092,2235.54273414454
p120,2093,2756.8404406233926
p120,2094,2954.864741394731
p120,2095,2609.5667745624623
p120,2096,2558.3171265403084
p120,2097,2422.3610009541044
p120,2098,2749.065363985702
p120,2099,2625.5566252922363
p13,2020,1307.040652173911
p13,2021,1100.578749999997
p13,2022,1522.464166666664
p13,2023,1391.8608333333314
p13,2024,1459.9624999999974
p13,2025,1442.5349999999985
p13,2026,1101.1704166666643
p13,2027,1470.5670833333315
p13,2028,1351.6554166666665
p13,2029,1195.3262499999987
p13,2030,1391.187499999998
p13,2031,1362.982083333332
p13,2032,1356.001249999999
p13,2033,1355.67583333333
p13,2034,1342.4754166666646
p13,2035,1106.5108333333314
p13,2036,1182.9774999999988
p13,2037,1289.708749999998
p13,2038,1449.5691666666637
p13,2039,1165.4737499999978
p13,2040,1215.2233333333324
p13,2041,1346.2362499999992
p13,2042,1285.598333333332
p13,2043,1213.8320833333314
p13,2044,1345.0162499999992
p13,2045,1161.5445833333315
p13,2046,1257.597499999998
p13,2047,1212.9199999999978
p13,2048,1315.594166666664
p13,2049,1316.833333333331
p13,2050,1352.7124999999985
p13,2051,1424.866666666664
p13,2052,1152.228333333332
p13,2053,1300.4612499999976
p13,2054,929.9666666666648
p13,2055,1064.5149999999987
p13,2056,1079.0108333333314
p13,2057,1003.0995833333318
p13,2058,1110.0549999999985
p13,2059,1386.6341666666644
p13,2060,995.4362499999982
p13,2061,833.8174999999983
p13,2062,1210.4899999999989
p13,2063,1103.2958333333308
p13,2064,1131.326249999998
p13,2065,1156.946666666665
p13,2066,808.4237499999983
p13,2067,1186.1120833333316
p13,2068,1075.9087499999987
p13,2069,942.3195833333314
p13,2070,1109.0024999999987
p13,2071,1045.239166666665
p13,2072,1066.445416666665
p13,2073,1059.1683333333322
p13,2074,1055.934583333331
p13,2075,843.7087499999986
p13,2076,913.9795833333312
p13,2077,1051.904166666665
p13,2078,1171.326666666665
p13,2079,917.160833333331
p13,2080,963.4404166666652
p13,2081,1120.983333333331
p13,2082,1037.847083333331
p13,2083,976.9858333333322
p13,2084,1125.1099999999983
p13,2085,940.1204166666644
p13,2086,1019.7295833333316
p13,2087,1020.4524999999982
p13,2088,1087.963333333331
p13,2089,1102.632499999998
p13,2090,1143.8191666666646
p13,2091,1223.0199999999977
p13,2092,987.8824999999978
p13,2093,1133.6366666666647
p13,2094,774.5470833333316
p13,2095,906.4783333333316
p13,2096,940.3191666666648
p13,2097,855.1804166666653
p13,2098,940.5545833333312
p13,2099,1209.769166666665
Rhode Island,2020,3468.548000321459
Rhode Island,2021,3337.7908957601967
Rhode Island,2022,3379.460516326525
Rhode Island,2023,3178.550691585955
Rhode Island,2024,3171.3328668427525
Rhode Island,2025,3197.59430676264
Rhode Island,2026,3206.131810885378
Rhode Island,2027,3375.69341309295
Rhode Island,2028,3315.633147867422
Rhode Island,2029,3354.318066456339
Rhode Island,2030,2864.80293174196
Rhode Island,2031,2897.082089491308
Rhode Island,2032,3321.1750145402093
Rhode Island,2033,3291.091656835763
Rhode Island,2034,3318.273834740004
Rhode Island,2035,3214.91719677739
Rhode Island,2036,3373.274418063524
Rhode Island,2037,3373.5301767702613
Rhode Island,2038,2861.1824477103537
Rhode Island,2039,2986.98929122722
Rhode Island,2040,3314.563768375784
Rhode Island,2041,3043.07378997307
Rhode Island,2042,3069.329878682052
Rhode Island,2043,3511.6934179994405
Rhode Island,2044,3380.590836466739
Rhode Island,2045,3387.467387353997
Rhode Island,2046,2915.760676837769
Rhode Island,2047,3272.2274004976944
Rhode Island,2048,3171.239786095919
Rhode Island,2049,3332.2663070593385
Rhode Island,2050,3011.481921354586
Rhode Island,2051,3058.639283963528
Rhode Island,2052,2785.3655633679823
Rhode Island,2053,3259.9430503425265
Rhode Island,2054,3364.980069771268
Rhode Island,2055,3337.745931567704
Rhode Island,2056,3070.9834729880545
Rhode Island,2057,3088.722959444613
Rhode Island,2058,3229.8904677580035
