region,Year,average_total_load
p133,2020,23202.792084096003
p133,2021,25206.701481000648
p133,2022,24893.25173021668
p133,2023,26049.26506040657
p133,2027,24288.50005614286
p133,2028,25963.39262086086
p133,2033,25069.195248790944
p133,2034,26399.5286127193
p133,2035,26230.189650886896
p133,2036,25235.46396337681
p133,2040,25289.60262752275
p133,2043,27181.34660664021
p133,2044,26523.423878700818
p133,2045,24950.456572888543
p133,2047,26636.066699117167
p133,2051,27779.986109641686
p133,2054,25380.06561876422
p133,2055,26144.308519577597
p133,2056,28669.02935750224
p133,2058,28880.69077844483
p133,2061,28466.44642108325
p133,2062,28869.549254190504
p133,2074,29948.879985091426
p133,2076,29648.271812283176
p133,2084,28209.429640539085
p133,2095,30435.66662747563
p133,2096,31370.617674554796
p133,2098,31957.108285006423
Maine,2020,36621.4118743873
Maine,2021,40107.817517323536
Maine,2022,41810.761120973664
Maine,2028,41626.62159628455
Maine,2034,42971.213264104554
Maine,2035,42576.18860795372
Maine,2043,42463.80448549962
Maine,2044,44046.51554251801
Maine,2051,46316.60403501032
Maine,2055,46064.15727347931
Maine,2061,47462.87065474871
Maine,2062,48940.23308910983
Maine,2074,52140.91438548626
p43,2022,184914.46469002357
p43,2023,195072.6661650348
p43,2024,179827.88473115774
p43,2030,195094.37153596236
p43,2034,190597.7457376542
p43,2036,187867.794701788
p43,2049,172257.05553266956
p43,2059,187704.631785948
p43,2062,184896.7236235081
p43,2063,187441.80702817865
p43,2074,181162.1579617622
p43,2076,174504.5298774861
p74,2022,6347.816585719616
p74,2024,5813.257840151595
p74,2036,5569.4712954917895
p104,2021,30729.165616261274
p104,2022,31908.67865742338
p104,2024,30193.58358629949
p104,2034,30497.53557111196
p104,2051,28509.62056737369
p104,2062,30065.12279517912
Colorado,2022,169035.81071663887
Colorado,2023,202880.95341931607
Colorado,2024,186912.72323566396
Colorado,2025,175822.3522997642
Colorado,2029,193837.84361064393
Colorado,2030,208747.05960296525
Colorado,2036,193815.30438088128
Colorado,2037,209978.11042337716
Colorado,2051,230610.13792293821
Colorado,2054,246868.89100003938
Colorado,2062,232812.51817656044
Colorado,2063,297498.8249385428
Colorado,2064,259342.50001064295
Colorado,2065,245306.8284795141
Colorado,2069,277516.5064969659
Colorado,2070,295257.9530623787
Colorado,2091,328275.43008696934
p117,2020,50842.79972208091
p117,2021,55093.91819845661
p117,2022,60274.59845241714
p117,2023,53686.676690924774
p117,2024,53684.292313501865
p117,2025,62295.79525723997
p117,2026,57252.50871832062
p117,2028,57602.80198437932
p117,2029,55832.26100540292
p117,2033,52569.85088039449
p117,2034,59358.547061579564
p117,2035,56046.751089134166
p117,2036,58312.342318963216
p117,2037,54801.58532272136
p117,2049,55759.23359791012
p117,2054,61155.05308786048
p117,2055,57700.595160158206
p117,2059,62785.3503899328
p117,2060,57599.273639502775
p117,2062,66680.8631323384
p117,2063,57551.95073163955
p117,2064,59494.9710377976
p117,2065,68371.50924380316
p117,2069,62607.71107333242
p117,2074,66113.5816748454
p117,2094,70584.05519741455
p117,2095,63801.651087045524
p67,2022,339246.38000185916
p67,2023,318503.2175409605
p67,2024,304820.6905772489
p67,2025,345442.6142836098
p67,2029,363476.88107823965
p67,2030,360041.3446364261
p67,2036,400870.33001799276
p67,2042,412116.81304220617
p67,2050,520467.90698263625
p67,2051,611746.8168358667
p67,2054,554860.3752029553
p67,2058,667385.8784303
p67,2062,768153.3045257314
p67,2063,712784.5380341439
p67,2065,789630.5200955134
p67,2069,849401.7609254249
p67,2098,1420515.7471213138
p50,2021,142456.31140414317
p50,2022,154588.69294657127
p50,2023,165017.04920888584
p50,2025,148375.26069779246
p50,2028,158260.7168729253
p50,2029,185541.45394747547
p50,2036,178354.16862167045
p50,2051,233243.5056468695
p50,2062,282197.10826941684
p50,2063,295544.73270920204
p50,2065,299186.4703374561
p50,2068,289526.3931941479
p50,2069,349077.5995979148
p50,2076,345178.5947939655
p50,2091,412694.39231435105
West Virginia,2020,115305.72336469778
West Virginia,2021,121511.63552829358
West Virginia,2022,128116.89925687146
West Virginia,2023,117254.08258040372
West Virginia,2024,117539.13042797134
West Virginia,2025,135128.4226983789
West Virginia,2026,125062.01011975156
West Virginia,2028,127506.5377669262
West Virginia,2029,124198.45457541455
West Virginia,2033,116983.60012060827
West Virginia,2034,127996.78265586018
West Virginia,2035,123866.67923753076
West Virginia,2036,127217.28212675545
West Virginia,2054,133937.29451959452
West Virginia,2055,124589.77582333845
West Virginia,2059,140467.0117893235
West Virginia,2062,145210.22336287852
West Virginia,2063,124718.6588565192
West Virginia,2064,132787.83893890865
West Virginia,2065,148291.98583152276
West Virginia,2069,137106.8047737169
West Virginia,2074,145956.24206872037
West Virginia,2094,153753.29751013196
West Virginia,2095,138218.6279875234
p120,2020,6414.706741210423
p120,2021,8029.343762135177
p120,2022,8085.991557203596
p120,2023,7335.615373575697
p120,2024,7731.42394768363
p120,2025,8099.54930738177
p120,2026,6519.250925733193
