,Year,Month,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p120,p121,p122,p123,p124,p125,p126,p127,p128,p129,p130,p131,p132,p133,p134,Alabama,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,USA
0,2020,1,8593.76,4768.27,2015.04,827.12,6098.34,1660.11,186.71,167.48,15332.08,16255.32,2529.91,1505.11,2498.2,696.47,2132.39,654.76,1228.95,665.37,15.93,288.03,1144.52,278.01,177.15,960.72,3619.09,210.21,947.09,6199.92,129.47,1150.3,2173.74,220.61,5479.71,1953.23,90.48,537.0,1431.58,1501.54,280.34,1592.5,2325.54,618.02,8669.74,253.09,1576.19,1237.45,821.05,2721.58,92.05,5463.36,3148.75,213.07,5505.17,3453.15,1799.87,2068.08,1049.62,9747.82,743.58,488.5,1200.06,861.34,16736.83,5434.84,7279.72,3104.73,10757.7,489.22,682.73,4294.6,309.18,6329.78,435.8,281.06,1466.89,1613.46,417.84,1050.07,3969.1,14233.45,3666.23,1322.25,2171.45,746.24,5121.19,3010.03,5575.26,1968.29,7700.87,6658.98,1920.39,17478.3,2456.85,21730.9,4336.47,8775.93,11148.64,10715.77,14558.88,472.11,20147.05,11920.67,13139.64,1365.43,9437.91,2432.57,3843.26,1537.17,9315.5,1077.5,7843.78,10008.5,2295.69,3641.83,4731.2,2758.29,2222.04,3168.69,587.29,343.21,1082.79,17278.71,10685.14,82.5,1696.73,11747.73,17983.92,3039.62,871.68,1723.76,8800.62,4665.41,1180.88,1776.06,14359.849999999999,8416.06,7179.85,34056.45,7432.39,4665.41,1696.73,10685.14,33716.66,21730.9,3474.4799999999996,21329.600000000002,15713.74,6547.9400000000005,5713.87,14384.16,12757.85,1776.06,11767.93,8800.62,14741.22,10009.49,7543.55,12926.849999999999,2285.85,4184.33,3951.62,1723.76,11747.73,2991.0199999999995,21018.469999999998,21549.620000000003,1964.17,23736.449999999997,8703.73,7877.5199999999995,22937.92,1180.88,13028.3,1713.1799999999998,17478.3,50278.21,3825.31,871.68,18271.379999999997,16189.28,4966.35,9714.91,2553.84,548494.83
1,2020,2,7855.52,4053.18,1905.34,710.61,5553.76,1404.1,159.31,149.05,14625.66,15874.0,2460.54,1419.83,2313.78,641.74,1787.47,572.92,1161.39,619.03,14.95,262.69,1014.04,257.24,165.5,881.42,3463.01,197.4,912.85,5852.19,128.87,1159.24,2061.19,205.13,5036.47,1806.06,85.64,505.46,1343.26,1438.64,260.61,1508.02,2283.22,569.44,8009.98,242.21,1552.23,1151.92,806.02,2603.96,88.04,5123.35,3059.04,200.67,5225.95,3462.42,1836.56,2018.63,971.91,9116.18,725.92,493.52,1248.04,792.68,16351.65,5143.0,7724.08,2918.29,10350.95,461.87,653.61,4205.45,314.38,6257.27,443.58,276.8,1422.07,1553.64,390.78,1024.89,3736.21,13581.27,3492.4,1251.84,2075.22,784.66,4823.95,2878.87,5443.97,1871.26,7405.22,6964.41,1981.53,16647.71,2474.13,22652.7,4502.74,9421.28,11963.22,12071.45,14719.31,461.31,23043.88,12139.29,12663.61,1324.06,9147.03,2376.81,3811.02,1553.36,9662.55,1109.55,7788.08,9801.49,2230.9,3591.83,4651.59,2726.01,2309.49,3355.24,570.33,330.33,1045.01,16300.47,10164.67,78.77,1623.63,11121.72,17379.42,2929.88,826.63,1621.11,8175.98,4452.54,1111.41,1669.87,14310.92,7992.259999999999,6710.780000000001,32773.41,6826.219999999999,4452.54,1623.63,10164.67,36922.880000000005,22652.7,2918.13,20274.88,15124.3,6370.59,5424.8099999999995,14746.33,11814.039999999999,1669.87,11209.68,8175.98,14221.84,9283.5,7306.14,13080.41,2134.87,4051.85,3726.77,1621.11,11121.72,2817.28,20309.3,24032.629999999997,1838.77,23092.399999999998,8244.150000000001,7055.790000000001,21549.54,1111.41,13917.19,1632.0800000000002,16647.71,49032.219999999994,3656.48,826.63,18605.8,14485.42,5035.5,9265.95,2291.1,517428.04999999993
2,2020,3,6941.86,3818.25,1673.1,611.22,4851.91,1387.51,157.76,151.25,14105.21,15652.81,2367.81,1408.0,2313.28,565.53,1723.41,566.19,1060.31,563.56,14.16,252.14,984.3,245.59,159.93,833.54,3342.14,190.71,926.71,5609.56,123.57,1109.61,1975.99,198.32,4838.62,1753.55,82.03,479.31,1291.26,1381.88,243.05,1403.8,2148.04,553.53,7581.66,226.8,1454.0,1083.79,768.39,2571.54,84.41,4952.42,2898.28,195.89,4975.45,3295.82,1762.81,1894.43,1009.72,9803.43,712.22,485.85,1070.95,803.04,15752.82,5026.79,7684.18,3061.51,10922.81,437.75,620.37,3923.91,296.61,6181.59,428.06,264.71,1355.97,1473.93,375.52,960.03,3647.75,12521.87,3468.51,1205.68,2035.57,746.36,4784.3,3027.69,5907.55,2024.58,8067.29,7555.23,2107.8,19222.05,2720.71,25349.07,4957.82,10793.65,12326.77,12239.12,14587.77,480.96,22449.69,13354.5,12229.29,1279.95,8782.46,2359.91,3863.84,1600.74,10145.34,1164.54,7479.62,9688.87,2210.19,3610.62,4636.11,2780.1,2432.21,3382.49,555.79,334.71,1083.02,15974.68,10689.13,77.61,1615.33,10925.46,16638.27,2810.07,776.71,1519.44,7931.58,4251.89,1073.59,1631.0,15622.52,7743.610000000001,6664.72,32142.090000000004,6589.11,4251.89,1615.33,10689.13,37807.44,25349.07,2813.71,19197.36,14928.929999999998,5989.37,5168.9,15595.19,12823.800000000001,1631.0,11772.15,7931.58,13743.27,8756.38,7932.13,12681.81,1965.86,3792.4900000000002,3675.59,1519.44,10925.46,2679.19,19357.51,24522.89,1768.05,22826.010000000002,7926.25,6396.34,21417.969999999998,1073.59,15751.47,1573.2800000000002,19222.05,48562.64,3532.85,776.71,18434.4,12917.25,5212.3099999999995,8858.38,2173.2599999999998,534075.58
3,2020,4,6364.74,3464.47,1524.32,554.13,4480.24,1280.64,154.25,160.52,15105.06,17632.54,2431.39,1358.09,3252.01,505.16,1761.47,647.69,910.68,475.68,12.63,242.96,1049.46,136.58,118.68,691.41,3295.56,134.79,1068.09,8094.71,160.29,1524.64,2011.23,170.82,4917.95,1679.17,75.64,428.07,1162.1,1216.88,219.07,1250.41,2077.13,526.02,7444.42,220.77,1361.57,1020.56,817.91,2770.07,91.51,4571.71,2578.04,199.69,5063.01,2997.62,1396.62,1857.97,842.77,8121.67,848.55,455.76,1040.28,851.89,16284.8,4636.62,7058.93,2664.44,10273.59,410.98,572.72,3748.07,240.81,5613.83,365.88,258.41,1372.01,1461.58,354.85,931.54,3512.61,12031.7,3367.25,1192.35,1883.49,591.18,4566.52,2784.43,5041.81,1554.08,6343.16,5972.47,1694.9,13544.11,2092.76,19345.63,3997.17,7848.24,9699.67,8645.25,10779.43,378.98,21870.21,12941.03,11723.13,1139.55,7448.5,2002.07,3206.12,1335.84,7386.86,844.11,6198.64,8051.76,1818.66,2924.12,3956.84,2308.02,1829.08,2559.57,467.55,275.01,880.63,13337.98,8412.79,66.11,1361.86,9177.14,15075.97,2408.03,695.74,1366.25,7076.1,3769.43,970.2,1444.17,12160.16,10842.060000000001,6407.6,34290.9,6579.63,3769.43,1361.86,8412.79,35939.57,19345.63,2897.9300000000003,18472.370000000003,12539.58,5649.55,5259.02,11429.07,10886.21,1444.17,9293.42,7076.1,13059.85,8570.37,6574.43,11187.869999999999,1693.5300000000002,3501.5,4536.43,1366.25,9177.14,2821.7,17408.53,18080.989999999998,1575.1599999999999,18930.28,7240.07,5900.33,18020.61,970.2,11707.23,1387.3000000000002,13544.11,46554.89,3429.43,695.74,13763.85,11849.599999999999,4137.1,8644.86,1943.45,452187.69999999995
4,2020,5,5695.19,3287.86,1484.42,614.05,4548.23,1381.7,182.92,178.49,18977.73,18434.94,2407.71,1553.67,4033.14,511.79,2146.72,763.18,968.41,537.24,13.45,276.79,1098.09,145.94,127.77,703.14,3760.97,148.87,1186.3,9144.66,182.43,1731.44,2261.19,178.34,5230.71,1753.36,84.14,503.12,1439.02,1476.56,233.34,1353.28,2505.55,641.05,9266.53,272.03,1723.77,1295.0,1008.2,3276.52,102.72,5820.5,3150.43,227.51,6178.61,3762.22,1699.08,2162.9,1051.83,10420.72,975.43,534.64,1244.76,1130.93,20293.29,5862.56,8619.82,3295.54,12849.53,526.39,738.89,4726.16,303.9,6471.09,421.87,289.5,1580.6,1663.0,433.41,1120.47,3972.78,15087.88,3969.62,1418.79,2273.06,679.21,5283.88,3235.86,5900.65,1769.4,7409.92,6806.36,1991.21,15093.38,2444.37,21862.21,4343.14,8696.11,11421.78,10575.34,14491.02,430.65,24428.9,14130.67,13941.46,1322.9,9468.84,2479.18,4057.65,1622.48,9308.45,956.0,7453.94,9263.21,2155.85,3398.0,4355.85,2460.66,2024.23,2989.25,481.91,292.22,915.83,16366.35,10815.45,82.33,1848.5,12332.9,17400.08,3176.66,738.51,1561.92,8371.96,4568.35,1166.67,1430.23,14203.83,12234.02,7412.13,39679.67,6964.65,4568.35,1848.5,10815.45,40083.119999999995,21862.21,3399.7699999999995,22541.35,15985.689999999999,7180.200000000001,6399.67,14328.970000000001,13642.849999999999,1430.23,11731.28,8371.96,15514.789999999999,10692.73,7622.679999999999,13187.03,1875.8000000000002,4075.3200000000006,5580.79,1561.92,12332.9,3175.15,20462.93,21898.07,1942.1399999999999,22181.729999999996,9049.09,6066.25,20809.24,1166.67,12959.400000000001,1640.3600000000001,15093.38,58534.66999999999,3909.04,738.51,17929.25,10964.560000000001,4473.68,10028.69,2037.2,544601.16
5,2020,6,5813.85,3479.8,1609.74,677.46,4777.93,1451.68,218.84,201.31,20762.35,23886.47,3103.56,1711.35,5220.37,523.99,2391.2,850.62,961.69,545.92,12.97,289.18,1145.16,182.43,142.43,849.94,4081.3,161.33,1741.92,11689.75,189.7,2198.77,2821.86,193.98,6585.19,2064.02,91.46,552.18,1574.56,1660.83,294.63,1797.94,3090.33,696.62,10073.77,301.64,2056.54,1406.07,1136.84,3745.1,121.65,7011.79,3755.93,296.07,7383.12,4468.96,2006.53,2553.36,1275.99,11162.36,1166.11,629.85,1451.28,1350.82,24037.21,6742.38,9540.02,3656.43,14272.07,591.24,823.17,5401.83,373.78,7412.89,494.08,375.69,2021.46,2159.91,503.25,1334.17,5125.41,18473.7,4565.76,1626.7,2676.08,810.97,5847.07,3561.78,6451.04,1951.53,8159.37,7825.74,2225.69,16212.75,2603.69,24714.91,4985.19,9862.58,13130.72,12247.73,17743.79,529.99,26278.83,15036.94,16718.45,1502.82,10874.26,2804.2,4463.31,1759.76,9905.88,1066.13,8344.18,10411.18,2392.2,3684.13,4771.9,2748.43,2224.51,3303.92,604.28,355.49,1135.57,19832.58,13965.24,110.51,2364.66,14726.01,21305.7,3914.46,955.02,1984.75,10575.95,5930.46,1549.26,1722.81,15816.18,15789.849999999999,8400.43,47426.61,8580.039999999999,5930.46,2364.66,13965.24,43011.44,24714.91,3678.27,27246.41,18123.309999999998,8280.76,7679.12,15149.399999999998,14609.98,1722.81,15095.24,10575.95,18579.91,11588.52,8362.880000000001,15527.829999999998,1883.7600000000002,5182.900000000001,6918.03,1984.75,14726.01,3945.58,25174.74,25342.73,2122.1400000000003,24758.3,10732.29,6353.21,25471.149999999998,1549.26,14723.96,1837.6499999999999,16212.75,67490.87,4238.08,955.02,21628.38,11516.49,4972.9400000000005,12544.039999999999,2263.29,640624.7400000001
6,2020,7,6069.71,3906.13,1963.99,783.25,5724.28,1648.68,306.29,244.22,24236.4,26359.59,3589.24,1893.56,5353.12,594.77,2690.74,943.66,1028.22,614.75,13.23,313.47,1164.94,226.89,147.75,1028.6,4474.89,170.72,1957.31,11887.5,155.85,2266.18,2875.67,196.98,6862.0,2078.13,96.23,575.06,1616.58,1766.13,336.04,2201.19,3332.26,737.98,10428.19,311.41,2041.0,1474.01,1190.98,3940.67,129.62,7449.89,4113.62,318.48,8205.95,4950.86,2253.02,2808.54,1419.22,12256.83,1186.66,662.9,1499.26,1412.82,24849.48,6892.18,9879.1,3905.03,15717.23,589.29,847.55,5502.72,388.4,8172.4,557.56,409.48,2106.18,2226.01,510.06,1379.88,5260.58,20092.61,4984.0,1759.41,2910.69,929.72,6281.08,3881.8,7154.04,2137.43,8855.71,8671.99,2462.21,18578.75,2921.01,27487.19,5511.87,11052.21,13956.41,12690.77,18248.51,568.71,26795.81,15229.66,17540.33,1655.21,11961.67,3191.15,5098.88,1998.76,11189.68,1237.32,9056.91,11568.62,2623.54,4106.13,5332.28,3132.74,2584.23,3665.87,667.52,386.91,1216.68,23728.7,14820.31,114.84,2611.82,18736.19,25306.58,5138.75,1000.78,2245.07,12530.08,6930.81,1802.03,1839.97,17503.47,16162.25,9025.14,54329.07,8886.06,6930.81,2611.82,14820.31,44186.88,27487.19,4206.219999999999,29217.989999999998,20170.059999999998,8256.380000000001,8518.61,17299.739999999998,16126.45,1839.97,16024.109999999999,12530.08,19452.170000000002,12013.23,9242.66,17167.949999999997,2054.79,5866.550000000001,7180.88,2245.07,18736.19,4039.7,30445.33,26553.559999999998,2176.4,27175.019999999997,11690.240000000002,7612.66,30098.280000000002,1802.03,16471.7,1949.31,18578.75,70231.95999999998,4644.860000000001,1000.78,22391.219999999998,12594.77,5606.6,12875.07,2522.58,711312.0899999999
7,2020,8,5959.51,3795.07,1928.29,771.36,5324.62,1586.25,285.26,242.88,22091.7,26082.63,3503.92,1816.64,5239.98,552.16,2444.54,883.51,953.07,546.67,11.62,282.38,1096.55,226.95,148.56,1035.9,4368.82,166.13,1944.42,11455.68,134.06,2288.98,2803.98,190.87,7002.79,2109.84,91.85,546.94,1590.48,1663.87,339.35,2242.65,3384.58,701.83,10015.24,306.14,1973.73,1445.29,1195.11,3867.99,128.78,7313.84,4130.21,312.06,7923.66,4698.48,2259.78,2819.04,1347.49,11773.17,1146.98,628.94,1418.93,1369.03,24169.74,6758.89,9655.35,3815.04,15054.93,584.22,829.76,5534.6,387.8,7939.38,543.52,377.41,1990.32,2073.92,507.63,1349.67,5122.56,19657.94,4805.96,1718.23,2871.56,913.89,6265.13,3801.43,6890.22,2079.18,8629.34,8537.93,2407.14,17980.84,2871.48,27780.17,5374.49,10937.35,14043.85,13402.37,18325.32,552.53,26871.24,15302.55,17694.3,1670.2,12047.23,3159.64,5027.38,1975.94,10986.79,1187.02,9165.31,11845.97,2652.76,4094.59,5109.57,2958.83,2495.69,3532.72,644.91,371.96,1178.74,22360.95,14256.37,120.47,2555.28,17454.54,24622.21,5028.77,1014.18,2216.73,12375.39,6789.55,1815.69,1858.54,17089.760000000002,15770.99,8965.26,50650.17,8990.26,6789.55,2555.28,14256.37,44204.509999999995,27780.17,3855.21,28974.350000000002,20156.18,8291.25,8219.99,17015.97,15519.19,1858.54,15435.11,12375.39,19732.54,11600.45,8961.720000000001,16723.03,1867.1100000000001,5950.71,7047.35,2216.73,17454.54,3955.7599999999998,29632.39,27446.22,2121.83,27692.91,11492.75,7173.67,28227.19,1815.69,16086.74,1847.62,17980.84,68103.05,4533.94,1014.18,22288.71,12377.14,5420.43,12241.939999999999,2459.24,696714.5699999998
8,2020,9,5696.57,3523.87,1705.15,682.07,5070.33,1458.34,240.98,220.11,21351.3,23422.77,3456.43,1657.33,4445.28,515.06,2091.43,770.03,902.11,540.54,10.84,271.88,975.92,217.57,136.3,900.49,3963.32,154.41,1723.21,10058.2,130.7,2040.42,2584.3,174.9,6198.19,1897.6,88.91,517.89,1423.12,1562.45,302.99,1907.18,2998.63,651.63,9510.52,285.52,1813.27,1327.72,1038.28,3567.06,117.57,6716.31,3792.07,276.62,7311.63,4353.52,2057.4,2614.48,1284.91,11599.34,1088.43,594.02,1343.48,1239.19,23948.44,6705.43,9384.81,3660.66,14679.19,542.94,781.34,5112.19,354.76,7530.08,506.32,321.48,1669.53,1780.28,463.43,1222.87,4694.44,17995.68,4524.88,1671.76,2700.69,860.95,6185.0,3695.42,6845.24,2104.92,8539.37,8231.51,2299.82,17490.59,2758.26,26010.95,5050.91,10107.35,13239.92,12527.02,17519.92,529.73,25632.12,14393.45,16110.35,1578.91,11415.77,2890.97,4605.56,1828.85,10284.69,1111.32,8988.53,11116.07,2543.14,3813.62,4825.49,2776.42,2322.61,3404.64,624.49,358.3,1139.32,21518.87,13950.97,108.54,2493.19,16929.55,23481.77,4474.98,1020.52,2184.75,11800.04,6519.87,1696.02,1853.8,16593.43,13858.51,8756.130000000001,48310.66,8071.12,6519.87,2493.19,13950.97,42120.26,26010.95,3351.41,26829.409999999996,18817.760000000002,7576.62,7588.25,15983.12,15268.8,1853.8,15077.08,11800.04,17891.719999999998,10977.42,8907.3,15496.210000000001,1803.5700000000002,5180.429999999999,6002.349999999999,2184.75,16929.55,3577.19,27897.92,25697.35,1933.52,26299.39,10550.5,6744.7,27121.07,1696.02,15049.86,1730.63,17490.59,66898.3,4115.5,1020.52,21508.629999999997,11584.24,5066.389999999999,11095.69,2156.1,653528.5199999999
9,2020,10,6078.46,3365.85,1587.41,571.75,4921.39,1391.1,189.37,205.47,21196.64,23328.44,3590.43,1568.66,4116.25,489.15,1709.68,681.48,876.27,490.01,12.15,257.15,993.03,171.98,120.78,766.64,3729.66,143.24,1553.32,9629.06,129.9,1885.81,2294.8,172.48,5549.7,1709.42,78.0,468.39,1323.67,1318.75,241.56,1406.37,2284.13,569.99,8151.16,242.59,1454.81,1163.59,837.76,2872.05,93.22,5041.04,2866.63,216.89,5356.16,3245.5,1530.02,2003.82,915.42,9138.28,952.19,498.08,1116.77,961.79,17555.73,5215.7,8188.96,2917.54,12171.45,466.29,604.72,3867.41,274.76,6034.02,408.13,275.89,1396.42,1484.24,385.8,984.56,3662.11,13821.2,3679.01,1357.82,2175.53,641.18,4832.1,2950.37,5089.67,1600.85,6482.6,6358.66,1893.94,14259.01,2243.92,19789.36,3946.0,8075.75,10176.58,8923.93,13468.63,428.85,24059.41,13649.74,12498.69,1226.67,8961.51,2307.35,3701.31,1468.75,8356.32,897.08,6912.87,8573.7,1960.19,3070.69,3997.9,2326.19,1899.92,2697.0,500.1,298.2,936.25,16190.46,10352.85,82.0,1779.25,11825.31,18218.4,3264.79,756.15,1501.07,8066.15,4492.27,1151.84,1513.35,12612.86,13196.839999999998,6815.34,47792.43,7235.139999999999,4492.27,1779.25,10352.85,38568.21,19789.36,2856.6400000000003,21024.79,14954.79,5906.58,5568.05,12959.22,11995.01,1513.35,11277.36,8066.15,13996.0,9415.43,6615.0,12079.020000000002,1700.78,3898.47,5662.68,1501.07,11825.31,3114.5200000000004,21460.030000000002,19092.190000000002,1787.1200000000001,20517.449999999997,8000.46,6451.4800000000005,20960.51,1151.84,11861.64,1478.22,14259.01,51540.58,3872.64,756.15,16657.35,11349.630000000001,4221.52,8932.2,2019.79,537306.04
