region,Year,average_total_load
p5,2020,143582.12583972904
p5,2021,145508.4488767762
p5,2022,137201.76579504146
p5,2023,149438.97334235875
p5,2024,141308.38469789302
p5,2025,153481.27433829868
p5,2026,155540.40609153124
p5,2027,157627.16351828948
p5,2028,159747.74989475906
p5,2029,151050.7720322251
p5,2030,153077.29573932098
p5,2031,166264.00813059407
p5,2032,168500.78751981436
p5,2033,158881.53412419098
p5,2034,173052.3889761492
p5,2035,163631.08071374366
p5,2036,177733.42919385384
p5,2037,180117.93211932018
p5,2038,182534.4259551479
p5,2039,172114.0301663107
p5,2040,174918.87405424853
p5,2041,177265.61641326032
p5,2042,192536.0109496524
p5,2043,195119.10791373745
p5,2044,183987.0043900613
p5,2045,200397.0494480363
p5,2046,189487.04474427755
p5,2047,192029.23624184827
p5,2048,208579.04570371596
p5,2049,211377.37884187323
p5,2050,199310.41702459645
p5,2051,217087.17758842075
p5,2052,205276.02483835552
p5,2053,222959.35199208895
p5,2054,225950.61384697253
p5,2055,228982.00699666172
p5,2056,232062.5428234544
p5,2057,219428.60714055097
p5,2058,222372.4999019232
p5,2059,241528.58824129825
p5,2060,244777.91546587268
p5,2061,230804.20751366604
p5,2062,251389.9410410176
p5,2063,237703.7842498403
p5,2064,258189.99986309823
p5,2065,261653.922282151
p5,2066,265164.3172932158
p5,2067,250026.8048989726
p5,2068,254101.3487049823
p5,2069,257510.41706145403
p5,2070,279693.4311468924
p5,2071,283445.84737960953
p5,2072,267274.450584474
p5,2073,291113.01348448306
p5,2074,275264.2554554151
p5,2075,278957.2490885591
p5,2076,302998.84510161617
p5,2077,307063.9308642371
p5,2078,289534.48306096235
p5,2079,315358.4477948788
p5,2080,298200.6089980126
p5,2081,323888.8447795988
p5,2082,328234.19444964034
p5,2083,332637.84209461766
p5,2084,337112.8783796057
p5,2085,318759.7983370134
p5,2086,323036.3358184719
p5,2087,350864.0239925758
p5,2088,355584.2603570754
p5,2089,335284.9184120544
p5,2090,365189.42518219934
p5,2091,345307.80338449986
p5,2092,375067.7423581264
p5,2093,380099.7171135651
p5,2094,385199.2017267701
p5,2095,363209.2230225701
p5,2096,369128.235948205
p5,2097,374080.525241688
p5,2098,406305.3713477941
p5,2099,411756.435624255
Iowa,2051,255696.21725441303
Iowa,2052,263789.28270225064
Iowa,2053,270138.87630600424
Iowa,2054,274535.56636081485
Iowa,2055,277140.6110194506
Iowa,2056,282604.90529419103
Iowa,2057,288078.121550473
Iowa,2058,293937.3458481263
Iowa,2059,297674.80101901176
Iowa,2060,302243.5907661478
Iowa,2061,306324.35059178044
Iowa,2062,310634.5940759896
Iowa,2063,315301.1421483838
Iowa,2064,318544.5832764401
Iowa,2065,323158.1570515594
Iowa,2066,326812.69755234895
Iowa,2067,331705.136289781
Iowa,2068,336865.414676845
Iowa,2069,341373.38498025143
Iowa,2070,345612.36396129
Iowa,2071,350271.27851765114
Iowa,2072,354638.520553907
Iowa,2073,358238.4946300982
Iowa,2074,363886.6372927061
Iowa,2075,367937.651249324
Iowa,2076,372430.0789076922
Iowa,2077,376903.12544015434
Iowa,2078,381420.9466413598
Iowa,2079,384367.32940535067
Iowa,2080,390342.04279717605
Iowa,2081,394511.33479762555
Iowa,2082,399162.5399220653
Iowa,2083,404033.4859961715
Iowa,2084,410667.5896440242
Iowa,2085,416701.57600440964
Iowa,2086,421401.7599734187
Iowa,2087,427195.43743260857
Iowa,2088,433476.90871000616
Iowa,2089,438908.6231436686
Iowa,2090,445305.9168002768
Iowa,2091,451897.66647147946
Iowa,2092,457929.7923629233
Iowa,2093,464159.10463204555
Iowa,2094,469509.60152975697
Iowa,2095,477445.9718468661
Iowa,2096,485290.10394985066
Iowa,2097,494065.1534342047
Iowa,2098,501564.39123168535
Iowa,2099,509738.4972482505
p3,2020,47367.820427472296
p3,2021,47394.939560701816
p3,2022,43038.9573919434
p3,2023,47449.224414975135
p3,2024,43248.21981031364
p3,2025,47503.645936285335
p3,2026,47530.84283264679
p3,2027,47558.05529983775
p3,2028,47585.35796557049
p3,2029,43372.23251362112
p3,2030,43397.06408369092
p3,2031,47667.135802299934
p3,2032,47694.5010902
p3,2033,43310.98676942209
p3,2034,47749.12905397247
p3,2035,43521.50359255928
p3,2036,47803.89454859105
p3,2037,47831.263343976905
p3,2038,47858.64780860828
p3,2039,43460.04706330753
p3,2040,43646.36836926222
p3,2041,43671.35688822106
p3,2042,47968.41775856125
p3,2043,47995.88074715274
p3,2044,43584.73551899285
p3,2045,48050.9292517192
p3,2046,43796.58292176805
p3,2047,43821.65744190713
p3,2048,48133.58267464724
p3,2049,48161.14022383544
p3,2050,43734.73795417096
p3,2051,48216.30266317856
p3,2052,43947.38337092057
p3,2053,48271.60397895844
p3,2054,48299.24054842045
p3,2055,48326.89294043462
p3,2056,48354.63698916697
p3,2057,44073.40090040553
p3,2058,44098.63390500886
p3,2059,48437.73687068247
p3,2060,48465.54455395069
p3,2061,44011.16503932368
p3,2062,48521.05564960298
p3,2063,44225.085139920106
p3,2064,48576.70649946587
p3,2065,48604.51774692294
p3,2066,48632.3449169392
p3,2067,44162.6350861718
p3,2068,44351.96851767199
p3,2069,44377.361008446685
p3,2070,48743.88944049066
p3,2071,48771.796403908695
p3,2072,44289.33929244814
p3,2073,48827.7348389423
p3,2074,44504.61148322801
p3,2075,44530.09136550356
p3,2076,48911.724461642814
p3,2077,48939.72751435223
p3,2078,44441.76671152475
p3,2079,48995.78172606592
p3,2080,44657.84981720985
p3,2081,49051.97705933407
p3,2082,49080.060409782505
p3,2083,49108.15983857517
p3,2084,49136.35240583574
p3,2085,44785.90458348744
p3,2086,44811.54551233415
p3,2087,49220.79570470579
p3,2088,49249.05293523703
p3,2089,44722.6625989993
p3,2090,49305.46143974128
p3,2091,44940.0409954487
p3,2092,49362.01195776419
p3,2093,49390.272810104005
p3,2094,49418.54984241184
p3,2095,44876.58135559187
p3,2096,45068.975607553344
p3,2097,45094.77860087221
p3,2098,49531.89762784539
p3,2099,49560.255743518814
Idaho,2036,90667.77438143779
Idaho,2037,91360.84573521795
Idaho,2038,91048.12862418027
Idaho,2039,91942.82022377814
Idaho,2040,93108.77112685166
Idaho,2041,93663.5090403034
Idaho,2042,94218.31553579746
Idaho,2043,95693.91201041309
Idaho,2044,96416.45772825109
Idaho,2045,97095.35691743498
Idaho,2046,97552.9720611466
Idaho,2047,98414.38848076247
Idaho,2048,99380.29813790752
Idaho,2049,100010.06990981745
Idaho,2050,100892.12780072562
Idaho,2051,101186.93619608792
Idaho,2052,101396.32457870588
Idaho,2053,102200.31955254344
Idaho,2054,103025.7156112347
Idaho,2055,103762.79447033232
Idaho,2056,104416.8200428635
Idaho,2057,105176.58278275853
Idaho,2058,106041.16696114982
Idaho,2059,107139.37561360898
Idaho,2060,108153.14111726134
Idaho,2061,109364.95397783347
Idaho,2062,110518.62922755396
Idaho,2063,111866.08054633996
Idaho,2064,113247.24258398345
Idaho,2065,114657.08299550916
Idaho,2066,115825.99551438839
Idaho,2067,117108.30527977619
Idaho,2068,118630.4409647956
Idaho,2069,120208.7001512213
Idaho,2070,121805.02674895534
Idaho,2071,123291.19690956081
Idaho,2072,124713.40204786214
Idaho,2073,126365.2184554867
Idaho,2074,128031.15458576004
Idaho,2075,129957.41068495832
Idaho,2076,131940.4961605798
Idaho,2077,134072.1055632959
Idaho,2078,135999.2015873824
Idaho,2079,138608.08332012175
Idaho,2080,142360.776165629
Idaho,2081,144062.97487248463
Idaho,2082,145853.94318762582
Idaho,2083,147556.09733827133
Idaho,2084,149264.0511470863
Idaho,2085,151073.53134837878
Idaho,2086,152890.8482164189
Idaho,2087,154729.7685185227
Idaho,2088,156639.78827398515
Idaho,2089,158498.35278875584
Idaho,2090,160334.52552661297
Idaho,2091,162259.40464925845
Idaho,2092,164218.37188601977
Idaho,2093,166267.52728923105
Idaho,2094,168207.91337347194
Idaho,2095,170233.97898924962
Idaho,2096,172209.30852618028
Idaho,2097,174289.31109113686
Idaho,2098,176385.6049919431
Idaho,2099,178578.40317667587
p9,2020,324515.7270920747
p9,2021,326132.51265004865
p9,2022,293528.62121991627
p9,2023,329390.289094983
p9,2024,305292.13294737315
p9,2025,332685.1376102988
p9,2026,334342.6243850101
p9,2027,336008.36900504644
p9,2028,337687.0104705516
p9,2029,312977.6056496675
p9,2030,314536.90657267056
p9,2031,342759.4187783573
p9,2032,344471.78735643026
p9,2033,310034.4947833831
p9,2034,347912.75699688547
p9,2035,322455.1086763097
p9,2036,351392.8833661242
p9,2037,353143.5749091569
p9,2038,354902.98865751567
p9,2039,319422.87532445625
p9,2040,330577.14591112494
p9,2041,332224.13035805663
p9,2042,362033.6674207213
p9,2043,363837.3729305628
p9,2044,327468.5363086687
p9,2045,367476.79117604415
p9,2046,340587.593445887
p9,2047,342284.45142945147
p9,2048,373001.7515086855
p9,2049,374860.1016427212
p9,2050,337384.84976998874
p9,2051,378604.6237676519
p9,2052,350905.9524837238
p9,2053,382391.7569158087
p9,2054,384296.889451633
p9,2055,386211.513640751
p9,2056,388140.9615981712
p9,2057,359739.7147325243
p9,2058,361531.991429315
p9,2059,393971.2404574818
p9,2060,395939.4547088312
p9,2061,356356.87249604665
p9,2062,399894.5409978044
p9,2063,370633.2552722818
p9,2064,403894.6344380502
p9,2065,405906.89750386256
p9,2066,407929.185963183
p9,2067,367147.9747240652
p9,2068,379968.8093347981
p9,2069,381861.870385854
p9,2070,416125.2622888363
p9,2071,418198.4601594154
p9,2072,376395.7411298667
p9,2073,422381.6453387644
p9,2074,391474.9218345248
p9,2075,393425.3080472445
p9,2076,428732.0922017187
p9,2077,430868.09917162143
p9,2078,387793.6549466354
p9,2079,435172.0918430333
p9,2080,403334.9510179999
p9,2081,439525.0620676729
p9,2082,441714.8412167032
p9,2083,443915.5301707376
p9,2084,446133.25771821744
p9,2085,413488.5692131482
p9,2086,415548.6306871534
p9,2087,452834.6408708741
p9,2088,455096.9267997449
p9,2089,409600.2951668006
p9,2090,459642.9441110613
p9,2091,426009.7179965092
p9,2092,464240.6931101005
p9,2093,466553.6092043991
p9,2094,468878.0485902545
p9,2095,422003.7002893454
p9,2096,436740.1009207075
p9,2097,438916.00497960806
p9,2098,478298.7039537467
p9,2099,480681.65914633335
p12,2020,41254.98277895853
p12,2021,40596.39009186028
p12,2022,41327.06655248386
p12,2023,42309.73690803024
p12,2024,43653.805609899304
p12,2025,44976.96600456554
p12,2026,45760.29298062411
p12,2027,45029.777724370426
p12,2028,46129.061069811774
p12,2029,47000.977795160106
p12,2030,48421.0827363878
p12,2031,49888.74078013728
p12,2032,49094.64152714435
p12,2033,49978.274254721015
p12,2034,51166.6520571743
p12,2035,52133.78771253073
p12,2036,54392.225958421855
p12,2037,55339.53080501334
p12,2038,54456.09302754762
p12,2039,55436.224148140405
p12,2040,56839.9345620959
p12,2041,58557.31738511884
p12,2042,60332.207846543344
p12,2043,61382.96449221333
p12,2044,60440.48382451632
p12,2045,61877.63087326234
p12,2046,63047.222016721265
p12,2047,64952.15412061985
p12,2048,66924.03982237905
p12,2049,65855.66746468724
p12,2050,67040.97448105541
p12,2051,68635.06725668976
p12,2052,70815.42224095548
p12,2053,72961.85966449021
p12,2054,74232.57661086658
p12,2055,73047.53110103517
p12,2056,74830.7940533086
p12,2057,76245.22173496969
p12,2058,78548.92308779516
p12,2059,80929.76532185427
p12,2060,79641.57353384736
p12,2061,81075.00697304057
p12,2062,83002.79939999507
p12,2063,84571.69170712573
p12,2064,88235.34154826663
p12,2065,89772.06421803239
p12,2066,88338.94702788618
p12,2067,89928.92064385289
p12,2068,92206.02671237268
p12,2069,94991.97373491945
p12,2070,97871.20993669327
p12,2071,99575.75263339544
p12,2072,98046.85577080974
p12,2073,100378.20291586172
p12,2074,102275.51953044214
p12,2075,105365.70993636952
p12,2076,108564.51280429897
p12,2077,106831.39381127001
p12,2078,108754.20479364732
p12,2079,111340.15008342534
p12,2080,114877.13286622618
p12,2081,118359.09441202394
p12,2082,120420.45781091107
p12,2083,118498.07104574831
p12,2084,121390.88914413781
p12,2085,123685.38081804155
p12,2086,127422.4566980973
p12,2087,131284.67090229862
p12,2088,129194.9597277394
p12,2089,131520.28263676324
p12,2090,134647.55717332143
p12,2091,137192.6221367951
p12,2092,143135.81327027487
p12,2093,145628.69248678998
p12,2094,143303.88259855518
p12,2095,145883.14576687626
p12,2096,149577.0786434432
p12,2097,154096.45586580026
p12,2098,158767.1672622386
p12,2099,161532.2849675167
p39,2020,6762.453610887668
p39,2021,6640.818398377025
p39,2022,6699.396728256522
p39,2023,6693.856679326047
p39,2024,6951.773528306894
p39,2025,7087.326632313849
p39,2026,7154.0900012593365
p39,2027,7025.293389562317
p39,2028,7087.325536466274
p39,2029,7285.740956457609
p39,2030,7427.682979262761
p39,2031,7497.652541113297
p39,2032,7362.7336849227895
p39,2033,7427.807253704342
p39,2034,7421.66484755931
p39,2035,7707.554206266843
