region,Year,average_total_load
p10,2020,455954.0466666667
p10,2021,440743.50384615385
p10,2022,452477.13600000006
p10,2023,461709.2927272727
p10,2024,465162.819375
p10,2025,450962.262
p10,2026,443949.54500000004
p10,2027,445118.83499999996
p10,2028,453906.71125
p10,2029,447415.39666666667
p10,2030,453971.67285714287
p10,2031,443084.01
p10,2032,467364.51625
p10,2033,441646.80571428576
p10,2034,459838.76999999996
p10,2035,459527.4336842105
p10,2036,457342.0772727272
p10,2037,452510.69428571424
p10,2038,465756.1356521739
p10,2039,468904.1966666667
p10,2040,445953.3525
p10,2041,468918.82999999996
p10,2042,445805.40875
p10,2043,454917.928
p10,2044,450842.2
p10,2045,450342.99923076923
p10,2046,472001.286
p10,2047,458424.8983333334
p10,2048,435293.94800000003
p10,2049,449285.9936363636
p10,2050,465479.63111111114
p10,2051,443080.11
p10,2052,468139.66363636364
p10,2053,448707.1
p10,2054,464854.732
p10,2055,454853.19
p10,2056,450316.1269230769
p10,2057,456460.6872222222
p10,2058,459714.883076923
p10,2059,458350.395
p10,2060,462780.2363333333
p10,2061,448671.8381818182
p10,2062,456221.3416666666
p10,2063,476274.3288888889
p10,2064,461254.6907894737
p10,2065,456962.93433333334
p10,2066,450644.62384615385
p10,2067,455727.9127272727
p10,2068,471951.4592307692
p10,2069,445817.5664705882
p10,2070,457029.52875
p10,2071,438335.326
p10,2072,470930.37375
p10,2073,447924.8615384615
p10,2074,464059.4486363636
p10,2075,465493.167
p10,2076,456002.73589743586
p10,2077,453401.884375
p10,2078,471284.0365625
p10,2079,451430.3233333333
p10,2080,453774.68555555557
p10,2081,457784.71538461535
p10,2082,457736.2313333333
p10,2083,455228.12588235294
p10,2084,458673.43375
p10,2085,457970.54785714287
p10,2086,465892.25772727275
p10,2087,459857.459375
p10,2088,442111.03625
p10,2089,449538.916
p10,2090,458150.29692307697
p10,2091,457388.66444444447
p10,2092,464662.01
p10,2093,455222.51714285713
p10,2094,457441.97285714286
p10,2095,456827.65
p10,2096,451650.3088888889
p10,2097,463939.45285714284
p10,2098,463589.75923076924
p10,2099,443901.5475
usa,2020,12633688.180740742
usa,2021,12901730.546666669
usa,2023,12402963.646315789
usa,2024,12562307.49
usa,2025,12408786.3975
