Time_UTC,upper_p1,lower_p1,average_p1,upper_p2,lower_p2,average_p2,upper_p3,lower_p3,average_p3,upper_p4,lower_p4,average_p4,upper_p5,lower_p5,average_p5,upper_p6,lower_p6,average_p6,upper_p7,lower_p7,average_p7,upper_p8,lower_p8,average_p8,upper_p9,lower_p9,average_p9,upper_p10,lower_p10,average_p10,upper_p11,lower_p11,average_p11,upper_p12,lower_p12,average_p12,upper_p13,lower_p13,average_p13,upper_p14,lower_p14,average_p14,upper_p15,lower_p15,average_p15,upper_p16,lower_p16,average_p16,upper_p17,lower_p17,average_p17,upper_p18,lower_p18,average_p18,upper_p19,lower_p19,average_p19,upper_p20,lower_p20,average_p20,upper_p21,lower_p21,average_p21,upper_p22,lower_p22,average_p22,upper_p23,lower_p23,average_p23,upper_p24,lower_p24,average_p24,upper_p25,lower_p25,average_p25,upper_p26,lower_p26,average_p26,upper_p27,lower_p27,average_p27,upper_p28,lower_p28,average_p28,upper_p29,lower_p29,average_p29,upper_p30,lower_p30,average_p30,upper_p31,lower_p31,average_p31,upper_p32,lower_p32,average_p32,upper_p33,lower_p33,average_p33,upper_p34,lower_p34,average_p34,upper_p35,lower_p35,average_p35,upper_p36,lower_p36,average_p36,upper_p37,lower_p37,average_p37,upper_p38,lower_p38,average_p38,upper_p39,lower_p39,average_p39,upper_p40,lower_p40,average_p40,upper_p41,lower_p41,average_p41,upper_p42,lower_p42,average_p42,upper_p43,lower_p43,average_p43,upper_p44,lower_p44,average_p44,upper_p45,lower_p45,average_p45,upper_p46,lower_p46,average_p46,upper_p47,lower_p47,average_p47,upper_p48,lower_p48,average_p48,upper_p49,lower_p49,average_p49,upper_p50,lower_p50,average_p50,upper_p51,lower_p51,average_p51,upper_p52,lower_p52,average_p52,upper_p53,lower_p53,average_p53,upper_p54,lower_p54,average_p54,upper_p55,lower_p55,average_p55,upper_p56,lower_p56,average_p56,upper_p57,lower_p57,average_p57,upper_p58,lower_p58,average_p58,upper_p59,lower_p59,average_p59,upper_p60,lower_p60,average_p60,upper_p61,lower_p61,average_p61,upper_p62,lower_p62,average_p62,upper_p63,lower_p63,average_p63,upper_p64,lower_p64,average_p64,upper_p65,lower_p65,average_p65,upper_p66,lower_p66,average_p66,upper_p67,lower_p67,average_p67,upper_p68,lower_p68,average_p68,upper_p69,lower_p69,average_p69,upper_p70,lower_p70,average_p70,upper_p71,lower_p71,average_p71,upper_p72,lower_p72,average_p72,upper_p73,lower_p73,average_p73,upper_p74,lower_p74,average_p74,upper_p75,lower_p75,average_p75,upper_p76,lower_p76,average_p76,upper_p77,lower_p77,average_p77,upper_p78,lower_p78,average_p78,upper_p79,lower_p79,average_p79,upper_p80,lower_p80,average_p80,upper_p81,lower_p81,average_p81,upper_p82,lower_p82,average_p82,upper_p83,lower_p83,average_p83,upper_p84,lower_p84,average_p84,upper_p85,lower_p85,average_p85,upper_p86,lower_p86,average_p86,upper_p87,lower_p87,average_p87,upper_p88,lower_p88,average_p88,upper_p89,lower_p89,average_p89,upper_p90,lower_p90,average_p90,upper_p91,lower_p91,average_p91,upper_p92,lower_p92,average_p92,upper_p93,lower_p93,average_p93,upper_p94,lower_p94,average_p94,upper_p95,lower_p95,average_p95,upper_p96,lower_p96,average_p96,upper_p97,lower_p97,average_p97,upper_p98,lower_p98,average_p98,upper_p99,lower_p99,average_p99,upper_p100,lower_p100,average_p100,upper_p101,lower_p101,average_p101,upper_p102,lower_p102,average_p102,upper_p103,lower_p103,average_p103,upper_p104,lower_p104,average_p104,upper_p105,lower_p105,average_p105,upper_p106,lower_p106,average_p106,upper_p107,lower_p107,average_p107,upper_p108,lower_p108,average_p108,upper_p109,lower_p109,average_p109,upper_p110,lower_p110,average_p110,upper_p111,lower_p111,average_p111,upper_p112,lower_p112,average_p112,upper_p113,lower_p113,average_p113,upper_p114,lower_p114,average_p114,upper_p115,lower_p115,average_p115,upper_p116,lower_p116,average_p116,upper_p117,lower_p117,average_p117,upper_p118,lower_p118,average_p118,upper_p119,lower_p119,average_p119,upper_p120,lower_p120,average_p120,upper_p121,lower_p121,average_p121,upper_p122,lower_p122,average_p122,upper_p123,lower_p123,average_p123,upper_p124,lower_p124,average_p124,upper_p125,lower_p125,average_p125,upper_p126,lower_p126,average_p126,upper_p127,lower_p127,average_p127,upper_p128,lower_p128,average_p128,upper_p129,lower_p129,average_p129,upper_p130,lower_p130,average_p130,upper_p131,lower_p131,average_p131,upper_p132,lower_p132,average_p132,upper_p133,lower_p133,average_p133,upper_p134,lower_p134,average_p134,upper_Alabama,lower_Alabama,average_Alabama,upper_Arizona,lower_Arizona,average_Arizona,upper_Arkansas,lower_Arkansas,average_Arkansas,upper_California,lower_California,average_California,upper_Colorado,lower_Colorado,average_Colorado,upper_Connecticut,lower_Connecticut,average_Connecticut,upper_Delaware,lower_Delaware,average_Delaware,upper_Florida,lower_Florida,average_Florida,upper_Georgia,lower_Georgia,average_Georgia,upper_Idaho,lower_Idaho,average_Idaho,upper_Illinois,lower_Illinois,average_Illinois,upper_Indiana,lower_Indiana,average_Indiana,upper_Iowa,lower_Iowa,average_Iowa,upper_Kansas,lower_Kansas,average_Kansas,upper_Kentucky,lower_Kentucky,average_Kentucky,upper_Louisiana,lower_Louisiana,average_Louisiana,upper_Maine,lower_Maine,average_Maine,upper_Maryland,lower_Maryland,average_Maryland,upper_Massachusetts,lower_Massachusetts,average_Massachusetts,upper_Michigan,lower_Michigan,average_Michigan,upper_Minnesota,lower_Minnesota,average_Minnesota,upper_Mississippi,lower_Mississippi,average_Mississippi,upper_Missouri,lower_Missouri,average_Missouri,upper_Montana,lower_Montana,average_Montana,upper_Nebraska,lower_Nebraska,average_Nebraska,upper_Nevada,lower_Nevada,average_Nevada,upper_New Hampshire,lower_New Hampshire,average_New Hampshire,upper_New Jersey,lower_New Jersey,average_New Jersey,upper_New Mexico,lower_New Mexico,average_New Mexico,upper_New York,lower_New York,average_New York,upper_North Carolina,lower_North Carolina,average_North Carolina,upper_North Dakota,lower_North Dakota,average_North Dakota,upper_Ohio,lower_Ohio,average_Ohio,upper_Oklahoma,lower_Oklahoma,average_Oklahoma,upper_Oregon,lower_Oregon,average_Oregon,upper_Pennsylvania,lower_Pennsylvania,average_Pennsylvania,upper_Rhode Island,lower_Rhode Island,average_Rhode Island,upper_South Carolina,lower_South Carolina,average_South Carolina,upper_South Dakota,lower_South Dakota,average_South Dakota,upper_Tennessee,lower_Tennessee,average_Tennessee,upper_Texas,lower_Texas,average_Texas,upper_Utah,lower_Utah,average_Utah,upper_Vermont,lower_Vermont,average_Vermont,upper_Virginia,lower_Virginia,average_Virginia,upper_Washington,lower_Washington,average_Washington,upper_West Virginia,lower_West Virginia,average_West Virginia,upper_Wisconsin,lower_Wisconsin,average_Wisconsin,upper_Wyoming,lower_Wyoming,average_Wyoming,upper_USA,lower_USA,average_USA
2020-12-31,47122991.64329718,46254905.3154227,46695720.72675606,26777385.232667215,26340744.20025767,26558928.49326322,12054876.49167543,11781216.930705542,11923215.194591383,4899889.619445254,4681728.635063181,4792643.358929055,39558188.45054089,38967004.6060972,39274518.33708188,11992309.17368721,11692640.383180331,11845614.954602629,1575682.630613408,1510562.8304890478,1543978.1400094144,1438354.9027342782,1403561.2679362453,1421300.702702228,123215890.7798735,118758755.62580122,121039245.8881709,136170498.31181493,133736293.35251075,134999656.85669008,19272779.626436915,18505288.631326433,18891895.217262983,13495809.994948586,13309592.737803658,13406069.830403943,28074939.049100522,27009491.54202898,27564020.015356038,4436636.395100374,4369484.440846632,4404409.027115187,15716240.000188481,15113241.530423233,15423356.043405972,5721652.722743591,5621623.489622202,5674164.54234524,8161026.327128771,7969494.961981348,8067815.080923845,4461141.503227154,4336203.066176733,4400116.039327968,111721.09782588402,107787.67699705908,109765.6377152377,2284600.8386480417,2228403.6150327604,2256618.707858144,8015291.541809668,7788447.124476584,7902585.268116482,1415542.5691795507,1367825.0246313326,1391987.780226072,1070142.0663963987,1025976.2064167415,1048220.9140859977,6563595.953495962,6403797.837923741,6484154.179652704,32172605.2498195,31678358.044798076,31932309.718377426,1414688.6701702308,1388415.2611727319,1401688.0108631006,11271447.061918823,9054576.589822011,10169736.27855624,64639118.76965163,62198617.989759035,63451584.47229084,1119362.9214638884,1053010.7697272904,1086207.419770671,12934058.377116611,12325982.585852854,12634105.347021854,19430295.721614968,19081823.207851406,19256510.423290104,1748623.1891008646,1690854.156021075,1719951.6522203223,43697074.62647295,42787676.06921862,43246766.1956371,15786606.03421975,15333621.47017855,15560789.176924253,691562.8640915296,662865.9676860374,677496.5237643154,6449557.0273681665,6253778.129631837,6353935.526130948,18011265.271384325,17501701.46471219,17755232.54863813,11856442.435526548,11369185.05419031,11611399.582834331,2202139.742880311,2035931.1545400892,2118945.127930596,13255746.449823298,11425965.492275167,12338716.626501514,19504253.24321692,18345679.415251385,18930841.2916103,4305264.661550355,4095464.5601050365,4199037.56035709,60624271.218475804,57458675.8361063,59027129.778759435,1796919.046379632,1718058.4245797922,1756991.3488385244,13462696.569547627,12815236.24972202,13138976.081402222,8957987.454248464,8527018.1563038,8741344.228041537,8479834.48618056,8230782.070101315,8357024.744995365,28090302.18027754,27351323.830214713,27719329.81348283,866679.3861885892,842826.1861633051,854656.0412343689,44651198.41886233,43688977.927293,44174132.00291671,25009229.896610115,24451277.74125441,24723794.652158417,1761764.7177461828,1709082.2482703498,1735025.9343126337,42642115.427270584,41806218.57411255,42201339.67383611,23114790.314108364,22134250.207739644,22618026.370442342,11065255.2912962,10601176.723171279,10830953.567805672,14884258.289434034,14607127.775695058,14743256.078691155,8838166.562741775,8546366.4849663,8695725.062910903,74652937.99852167,72767396.07353589,73729688.9078533,7673793.923784533,7546352.5983864805,7610544.4665032355,4281367.6619369555,4211309.308034173,4247153.820597483,9787621.490587845,9558240.111964623,9679263.134718291,8337539.284382096,8132921.262089997,8239751.030937624,150414629.6780914,146887929.40734416,148744633.30812952,44915181.12903424,44008302.744222775,44493072.239130504,66709591.90643065,65520770.700438924,66116305.68060992,26818244.433535606,26347810.199657258,26584866.787583448,99260051.32074147,97238141.29011536,98245888.47305442,3469572.282312493,3291255.032536742,3379641.5963527774,5806749.5715924995,5487592.772346945,5648990.313824075,36886450.061985016,34982841.884280846,35938989.29863292,1928248.0207237613,1838690.3162088108,1882646.839295603,42774646.745250165,40047161.45459896,41418326.95777476,2805085.1300802804,2654172.367248458,2729315.6212088577,2099248.01145026,1981113.5403235715,2039883.804769886,11267450.502808707,10652063.967932438,10962428.413637104,12107923.585344946,11371736.479024576,11739453.644555952,3119890.2011489323,2955758.233546954,3037432.330011918,7954133.693942429,7488279.077407352,7717437.4854961205,29930012.802026596,27888942.08967813,28913437.08928121,97178017.97878045,90422848.37164047,93826164.58051509,24854668.72347376,23765315.430447865,24306098.159861647,8977130.850397244,8565170.52969687,8771044.664593358,14836571.645566016,14134086.636607224,14485321.464276329,4535759.014899778,4349563.499382371,4442546.070775551,35906700.266339906,35282883.45989799,35587186.068275586,23780594.788389593,23437653.377597883,23612113.23834036,38456549.3164466,37818604.068346255,38159336.39087683,12268310.785104785,11803982.672246583,12040988.237637369,47267099.47410814,46257943.23404018,46775313.23235437,43758910.49798228,42865746.01775027,43332651.56758364,14382542.567896428,14068135.624942519,14230327.050890127,105517300.58323742,101285554.72179373,103424897.04320878,13834549.134414136,13400565.600781951,13620158.50209141,148091689.15849665,144864142.69542524,146558559.29505637,28920036.618521594,28287834.361452945,28613524.78711983,58019705.90944384,56845505.11653453,57439185.55398669,74782650.5580002,73496291.25621547,74163771.93962859,70453432.17969161,69289793.30196203,69854743.78692697,105962620.05434674,103659446.73702268,104802958.97865121,3471628.1201383285,3401842.2163875606,3436321.571665586,160202734.28296646,157618854.3123271,158885994.62753,92414710.2001423,90175243.25426838,91227552.64508532,95619728.38752852,90472289.22336723,93039428.73699868,9361080.843041133,8933926.089968732,9150644.037019253,62222352.32402136,60314983.47617327,61294902.424965575,16336757.449446702,15855367.150037305,16098863.10357159,26052955.067949146,25236500.97963771,25650922.441569414,8824763.661199125,8635709.725851968,8732884.669393467,51832837.934557416,50227920.36255965,51052872.99681798,5887856.814803396,5646762.995300956,5768174.626245897,51403600.88972872,49764468.86186684,50591957.026979074,65838566.39555694,63736737.49770611,64806533.2398511,14981479.81786469,14517633.887092793,14753665.683719983,23872000.224486426,23077717.456163134,23479257.238670282,30638599.487145577,29974657.90203847,30307566.324567437,18537805.750055593,18133215.410255775,18338341.67799648,15399449.266976684,14864688.279704768,15135171.77289904,24003538.727829743,23262757.006402828,23637273.314518437,3731334.047197656,3661167.3986271913,3696027.1834930256,2187883.181305642,2144917.3073136723,2166010.675688342,6573183.676436191,6437852.942657715,6506160.5705367215,113301805.8350113,110420306.32407531,111871238.96798556,68103979.49520114,66531838.79083392,67316574.90480468,656026.8612771452,638066.1609192577,646709.5799944919,12243351.030584907,11846613.516808532,12043837.609679898,80086861.0268201,76933497.51627064,78515417.09650378,128560514.79487488,125465404.3984403,127016983.1917507,21741270.9637512,20627671.48930605,21206422.987696804,5775211.500547791,5639261.284318561,5705829.846707588,11324350.380433895,11028068.867731534,11174841.454297017,55864022.44472608,54049499.679822095,54955943.94675122,29995885.97074775,28955719.20498497,29478820.86715243,8382897.787195597,8098064.09490484,8241185.9339077715,12322700.65391119,12088856.930726012,12204101.558835754,90924575.305554,89225123.91832685,90107964.79993802,89777708.82570401,84817048.44460388,87341633.5176396,50776596.84233449,49904372.9490325,50330442.14696673,279688224.15737593,272813198.3410584,276352098.66482615,59455623.0400412,58152056.85894907,58807555.37256135,29995885.97074775,28955719.20498497,29478820.86715243,12243351.030584907,11846613.516808532,12043837.609679898,266769174.8427231,262093045.39982006,264343874.32350546,148091689.15849665,144864142.69542524,146558559.29505637,25849547.514185607,25128371.683996327,25501929.612866398,145798143.8603202,136935666.30628967,141388628.86924642,104541670.68042992,101477245.76683557,103044687.97010657,56151896.81599813,53289670.293476835,54726955.69385922,44395127.34750821,43524053.61989146,43936365.60814874,80315665.26994966,77972347.34194861,79174090.79454875,98388359.29207134,96250222.94597368,97341802.14619367,12322700.65391119,12088856.930726012,12204101.558835754,74658968.30629338,72991065.64653212,73822735.47534141,55864022.44472608,54049499.679822095,54955943.94675122,107047821.13411763,101419564.96156183,104229956.57878783,70191171.90365657,66568819.47033284,68362800.28430781,50691182.31483421,49656264.52731002,50200324.62851421,86207640.3711499,81642500.48740648,83921815.42730278,15695851.975708885,15317041.073052822,15511811.989589509,34914555.83210149,31855159.665885683,33388503.046042413,41493866.49787294,40395966.826008804,40970089.84575998,11324350.380433895,11028068.867731534,11174841.454297017,80086861.0268201,76933497.51627064,78515417.09650378,27816560.546070576,27407978.77390534,27613535.168285467,150248067.1150816,146200143.70261332,148223406.1794475,145157795.87945116,142864371.4164182,144018515.72655553,24456983.89670725,23759317.99638927,24109168.074769083,156066218.67094356,151125986.3595221,153631413.18922043,70504779.95766485,69012535.43664259,69752582.69630949,53088235.726640426,52208152.347967654,52664111.43169393,149809523.83773345,146255425.1886307,148040843.15173435,8382897.787195597,8098064.09490484,8241185.9339077715,86853429.48699313,85219652.51895978,86052710.34110652,13590108.746739617,13074996.088099182,13331351.235054653,105517300.58323742,101285554.72179373,103424897.04320878,453487186.8323183,446967086.98581463,450376533.8176582,33584016.65644465,33070050.569515888,33333997.72924053,5775211.500547791,5639261.284318561,5705829.846707588,133792102.78477024,131264344.36920989,132523263.44482973,90636011.83402854,89329875.1159832,89970507.7735397,33890548.968610704,33044609.738382112,33473513.450895514,73268066.10305613,68953130.14035718,71111533.19102383,17003912.76015507,16646566.25169064,16826948.142081257,4039333312.1480646,3960295286.468947,4000163436.1916
2021-12-31,46688475.40485738,45788391.69633682,46238059.63152936,26400868.774096206,25942823.49027163,26173102.05866692,11876809.146198006,11610393.348249177,11743570.850049313,4795207.017548038,4577284.49292596,4687134.019334525,39814269.631382324,39270124.028085075,39544676.47021515,12127146.16926699,11834592.819113407,11981951.620072225,1596742.0002393003,1531254.5656362555,1563972.670371103,1447299.7986152852,1412933.2420554017,1430115.701425679,124853588.95634061,120382859.44921555,122649711.435888,138242325.55779454,135821590.8811908,137091924.3036179,19466968.305368103,18700637.771518726,19084896.61572971,13777506.359049276,13591132.514630007,13685455.527961183,29079053.569625154,28033702.555980146,28577125.04176028,4430225.537932999,4365213.695548182,4398098.512354256,15863114.184650278,15252043.850226352,15555708.003130285,5786869.301998865,5690047.844655855,5738082.424117899,8168656.463569417,7981475.703629583,8076373.165611215,4459175.020166836,4332800.888310621,4396908.031443673,111382.8778536706,107447.9287606577,109414.68551522479,2288057.197080452,2230229.1164080095,2259410.8107148176,7951872.907770348,7727738.405186984,7839497.395350909,1402861.3341880972,1355427.9593515855,1379114.5973423577,1057213.471172221,1013489.1307182122,1035368.4887415464,6478801.854773426,6321048.38833261,6400296.690257326,32623391.067269426,32142233.37850958,32386157.17986082,1434550.5522317914,1409020.9667697616,1421745.320453389,11571552.173504474,9334669.607670166,10453545.784502484,66028403.848728694,63553166.07882324,64812746.46544992,1139209.4727269965,1071533.3376000042,1105294.8167676036,13151016.990585415,12531219.816754192,12842080.799216805,19609704.407105695,19254811.55493188,19432034.55911288,1755867.2359917373,1698648.3866842913,1727440.970523363,43811834.80700391,42949044.92647761,43384681.12584542,15849450.357819436,15406697.871574644,15627575.918280814,691584.3987462766,662913.3665083594,677344.5740335914,6758570.488405641,6564946.409599219,6663113.69362887,18824863.472512707,18310060.587193187,18568001.935493834,11888741.870150916,11399621.04351205,11643242.941208709,2191490.3161536404,2025920.0735998156,2108601.7055573137,13135811.458141005,11284240.92537634,12206742.806047201,19312832.038985517,18145374.77082822,18728834.28693204,4231682.97137798,4023930.86997209,4127888.444375146,59357979.09683776,56268007.40775277,57817721.65651312,1764650.5324900365,1684469.4162500938,1724784.7987891035,13459572.197639184,12814952.487486806,13137338.973732373,8790262.877847243,8370087.33052767,8582264.334076004,8503093.641053937,8252963.175631394,8380776.59243207,28106610.617608108,27365872.068599008,27736631.325696994,866418.9874461249,843510.2100667198,854917.2616024506,44030504.35412109,42998815.92760063,43519117.82562949,24655571.43430327,24114396.299585115,24387856.116329446,1741394.7545879516,1688907.244671362,1714677.0525783738,41695982.92019851,40812628.28971293,41219369.59019311,22264568.3238188,21281208.84555679,21753955.413333938,10606122.546549246,10128033.283767194,10372469.030679166,14498090.245541656,14222010.349481307,14359331.23838301,8830759.032681448,8534785.877457911,8680174.72849441,74919967.57937272,73058169.00865959,74029665.45037095,7742514.86038061,7607790.842285398,7679042.791922409,4283072.816699592,4208753.92146827,4245876.645955032,9775319.941621142,9534493.331267232,9661195.709743066,8377645.630006118,8176017.862997911,8280599.257364262,150003253.33406475,146227786.58494702,148147980.32386774,44653557.056288056,43752314.866453014,44209650.898081794,66747494.4028726,65518536.87818184,66155925.96722851,26958046.850773055,26456590.3606861,26725571.76638128,99401708.04743168,97258465.22507131,98410232.76570754,3397386.8404734447,3221329.97189879,3309808.668854264,5790182.240793843,5468929.317790569,5632691.191927381,36817486.623886004,34872986.7396874,35855534.99857133,1864706.6125542026,1776978.825377936,1820033.836572258,41633544.15710469,38850226.396777354,40231535.44811809,2702096.3139334614,2548048.9334522896,2624266.4065442546,2065884.9726103435,1949085.084272593,2008003.7912586865,11112944.002296418,10493199.071385967,10807704.48544807,11950676.49433564,11201683.459141409,11578901.362342214,3073352.301991118,2910369.6862334213,2992206.867343871,7842388.645325409,7372045.856852881,7606573.784249287,29543775.659366593,27464313.526601475,28517511.48050086,95130159.66764045,88121782.44445232,91662650.46106657,24206432.904597126,23063437.76918237,23634929.13915943,8768666.293482034,8351001.532336702,8559842.243491212,14498755.645645304,13779518.134664616,14143605.928395273,4345174.530375412,4144188.51765507,4241801.471677279,35413366.417019755,34755669.3384455,35075335.11252646,23829061.76842907,23481463.61405412,23657955.05205276,38349404.02758553,37649097.6877883,38004669.28833178,12125922.723798482,11661134.64503751,11896369.596722648,46654809.626163945,45574742.64580151,46129223.225587055,43455831.29249486,42501194.16500249,42999912.47624736,14466724.892854664,14134444.708378257,14317310.40322153,103771933.59111345,99366143.26559256,101589337.42386994,13378726.375206145,12922720.762035832,13156699.989524968,147213647.2949414,143674277.95264623,145573791.60747945,28565756.845335856,27921573.214099407,28256648.13451213,57223253.41749724,56138927.4118289,56685349.98467922,73947366.46659784,72614292.87984574,73286704.49726191,69513791.52306528,68368487.9413816,68931582.22623393,105158383.62437055,103054921.1948532,104124077.12443624,3448273.0556076923,3378202.9795615347,3413701.2939303555,162250391.2924253,159124259.81913215,160627451.46190876,92729377.70352952,90492471.16886155,91561645.35482343,94207321.88430087,89013430.92533387,91622139.99256414,9214198.776159074,8760960.909574714,8988097.472283464,61005915.59546234,58954238.15911703,60013163.87381855,16014869.883181581,15538844.10337634,15780030.376238745,25457850.12282119,24596743.601479914,25046290.16933506,8517890.9943029,8294768.528347124,8411866.928131491,50143298.81695601,48469153.490729704,49327343.025929704,5709662.225374575,5461090.911251323,5587693.454355622,50599456.65621196,48917865.707024015,49772561.74935412,64739797.74159484,62610596.06201882,63685894.79158088,14736593.529687976,14266191.044925205,14504563.184875516,23518272.36953005,22684971.737196684,23111351.695366256,30173348.610872813,29508812.019347183,29844088.566187087,18306367.53626638,17902451.731462546,18110199.10715168,15236938.487754708,14682247.976704767,14966304.943611562,23994922.77788072,23234470.32306187,23623380.63960641,3655449.5933393287,3586145.3915824722,3622303.058723689,2144499.634728815,2101330.788688143,2123378.90118262,6413918.722508041,6282625.97180814,6349360.034868802,110728449.54831159,108083954.25768515,109437800.62616137,66219203.60510144,64735655.45527579,65485792.94885449,652178.6088244398,634710.2216792059,643347.019058324,11951349.716869337,11596921.743276022,11775829.935463006,78257423.84258957,75282489.48088577,76767482.34892903,126657166.97190358,123755671.20955281,125215244.479195,21358697.035674106,20311522.042069662,20855001.401090518,5715955.716129933,5585524.895188732,5650644.667118007,11207143.490388853,10912924.37282153,11059032.43579361,54818774.24350305,53058958.2399468,53926688.3264626,29332251.127612125,28344238.81958165,28831859.720460173,8268678.0035861945,8007374.815298003,8136300.602877458,12242203.0249456,12012873.272774836,12127534.988517791,90003802.16866821,88177371.4773404,89129135.70183441,91704238.68235648,86675449.35029028,89213667.8659368,49897094.94912196,48992041.401366256,49434666.35090947,283600883.15463483,276727320.8074642,280256648.0566613,59628418.24791267,58386616.92929802,59012257.04412623,29332251.127612125,28344238.81958165,28831859.720460173,11951349.716869337,11596921.743276022,11775829.935463006,269213502.7054692,263981987.90465406,266506407.21995372,147213647.2949414,143674277.95264623,145573791.60747945,26056186.801477883,25331327.613534648,25691888.939602442,142520515.70585364,133363985.21853323,138001027.7721125,102407551.05838881,99160220.02496058,100839484.41939235,56063038.57469067,53160867.932091795,54625565.16423108,43428624.8772779,42510288.33189285,42934046.64277148,77688189.75438555,75209122.34981807,76483603.39794178,98698818.20827143,96584806.11755362,97687620.5024237,12242203.0249456,12012873.272774836,12127534.988517791,72614927.46226552,71036476.29242788,71835152.98372328,54818774.24350305,53058958.2399468,53926688.3264626,105455169.525168,99755713.02708347,102618241.25610629,68744859.0181816,65204109.13479026,66980203.56853163,50437758.50761755,49343910.119542986,49901038.885054424,83399775.20039083,78758581.1538544,81044061.60692498,15706583.131154874,15327088.787915936,15519451.267318523,34592550.209461115,31503119.37362342,33044178.798536554,42779677.38249826,41701717.61678632,42262580.56972146,11207143.490388853,10912924.37282153,11059032.43579361,78257423.84258957,75282489.48088577,76767482.34892903,28020326.122918863,27601091.353858516,27812811.15154495,147962145.36403322,144120911.89516693,146070245.8802855,143322845.264567,141082863.5223654,142218286.72349584,25576874.12292246,24878845.398837645,25231115.6291227,153564691.6403316,148509053.20785797,151074371.42117676,69518128.8374869,67979149.03599337,68761891.2035614,53500213.27268753,52673915.941035815,53090600.76065848,146656711.02223527,143311500.31263477,145027571.15225476,8268678.0035861945,8007374.815298003,8136300.602877458,85702697.2218608,84146813.6669006,84941998.11919135,13629652.228254858,13113965.498508606,13370683.911732072,103771933.59111345,99366143.26559256,101589337.42386994,453221363.6489951,446259660.1105691,449932882.18044305,34054664.35595614,33554531.608824424,33807902.500314206,5715955.716129933,5585524.895188732,5650644.667118007,132947649.73147014,130604973.92888217,131804506.07703134,89532076.92720646,88143687.2445738,88841866.55958012,33496599.975599516,32631405.756588887,33076504.050763242,72237897.0672611,67881031.06720676,70085162.3139603,16830229.509661853,16478223.94183163,16654277.171692139,4010160265.107673,3929464592.868306,3970262106.877594
