region,Year,average_total_load
p11,2020,62084.29733333333
p11,2021,59258.03428571428
p11,2022,63332.53333333334
p11,2023,63446.344999999994
p11,2024,65229.884
p11,2025,61145.67222222223
p11,2026,62469.32666666667
p11,2027,61016.70333333333
p11,2028,62874.92
p11,2029,59040.823333333334
p11,2030,63120.25666666666
p11,2031,63849.405
p11,2032,65402.98100000001
p11,2033,61802.73
p11,2034,61319.10600000001
p11,2035,62746.1375
p11,2036,63236.48909090909
p11,2037,61114.712857142855
p11,2038,64115.28823529411
p11,2039,62867.97749999999
p11,2040,59789.2725
p11,2041,62470.21
p11,2042,60722.301666666666
p11,2043,61760.99
p11,2044,60850.2
p11,2045,61657.4925
p11,2046,62077.93357142857
p11,2047,62041.49166666667
p11,2048,57110.015
p11,2049,61475.33777777778
p11,2050,63481.955
p11,2051,63988.46
p11,2052,62667.505000000005
p11,2053,60961.47666666666
p11,2054,63176.64833333334
p11,2055,64011.02333333334
p11,2056,61282.497777777775
p11,2057,62194.006666666675
p11,2058,63733.01833333333
p11,2059,61365.63999999999
p11,2060,63548.70628571429
p11,2061,61600.6790625
p11,2062,64155.908214285715
p11,2063,64767.6815625
p11,2064,64156.41891891892
p11,2065,62023.424
p11,2066,61804.53842105263
p11,2067,64001.56769230769
p11,2068,65429.005000000005
p11,2069,60222.10555555556
p11,2070,63061.55428571429
p11,2071,63921.184
p11,2072,64355.125
p11,2073,62452.64666666666
p11,2074,63663.042916666665
p11,2075,64633.46384615384
p11,2076,63127.61184210526
p11,2077,62835.86433333333
p11,2078,65255.22852941177
p11,2079,62486.775
p11,2080,62946.437000000005
p11,2081,63121.32380952381
p11,2082,63354.32761904762
p11,2083,62706.306071428575
p11,2084,62571.51173913044
p11,2085,63190.99166666667
p11,2086,63902.615263157895
p11,2087,64653.898799999995
p11,2088,61037.26233333334
p11,2089,63768.920540540545
p11,2090,65189.81789473684
p11,2091,63633.5365
p11,2092,65288.84275862069
p11,2093,62606.78523809524
p11,2094,62177.540869565215
p11,2095,64221.23733333334
p11,2096,63943.66794117647
p11,2097,64586.85833333333
p11,2098,65524.706551724135
p11,2099,63691.52236842106
p32,2020,4261.405
p32,2021,4244.0075
p32,2023,4408.555
p32,2025,4223.5325
p32,2026,4233.43
p32,2027,4159.0825
p32,2028,4223.286
p32,2029,4171.125714285714
p32,2030,4333.908
p32,2031,4341.232
p32,2035,4269.928888888889
p32,2036,4213.016666666666
p32,2037,4319.48
p32,2038,4129.782
p32,2039,4300.143333333333
p32,2040,4172.705
p32,2041,4259.743636363636
p32,2042,4185.586315789474
p32,2043,4217.312857142857
p32,2044,4321.5233333333335
p32,2045,4228.66875
p32,2046,4220.537222222222
p32,2047,4273.367333333334
p32,2050,4009.7149999999997
p32,2051,4350.261428571429
p32,2052,4187.731333333333
p32,2053,4280.3675
