region,Year,hdd
Texas,2024,1528.6800732137622
Texas,2025,1635.519938078766
Texas,2026,1603.445535145871
Texas,2027,1541.747298000299
Texas,2028,1592.466525156728
Texas,2029,1608.1619320683262
Texas,2030,1641.9335754360673
Texas,2031,1632.6978942737524
Texas,2032,1513.5020530407378
Texas,2033,1570.055852770983
Texas,2034,1693.4300567772173
Texas,2035,1607.252102461678
Texas,2036,1690.9766357609578
Texas,2037,1545.154682690673
Texas,2038,1830.1933386169608
Texas,2039,1626.33833854645
Texas,2040,1768.382229939245
Texas,2041,1613.166971985294
Texas,2042,1634.200900039484
Texas,2043,1656.8753973918103
Texas,2044,1567.7776503768987
Texas,2045,1714.3822837974983
Texas,2046,1747.9534696187352
Texas,2047,1569.4523861498687
Texas,2048,1603.5707170592227
Texas,2049,1678.749392238054
Texas,2050,1724.7425469858456
Texas,2051,1956.582316360852
Texas,2052,1838.10864673675
Texas,2053,1651.0544282916728
Texas,2054,1612.1083037166943
Texas,2055,1665.6606778931512
Texas,2056,1702.1531901093035
Texas,2057,1691.7399558158563
Texas,2058,1780.5308545406838
Texas,2059,1737.699082770974
Texas,2060,1927.759570977782
Texas,2061,1780.8563713791063
Texas,2062,1861.848167279448
Texas,2063,1690.463284975977
Texas,2064,1756.6193775338156
Texas,2065,1872.736236404954
Texas,2066,1833.630256677092
Texas,2067,1759.4588314570242
Texas,2068,1812.4535930865443
Texas,2069,1833.4422801792127
Texas,2070,1848.1279617195316
Texas,2071,1842.4748513719687
Texas,2072,1732.390463152921
Texas,2073,1764.904238212566
Texas,2074,1890.0699453614372
Texas,2075,1794.608070832178
Texas,2076,1903.0131115259453
Texas,2077,1733.2434363429868
Texas,2078,2036.7985640332456
Texas,2079,1836.7000063674868
Texas,2080,1973.7265147191208
Texas,2081,1804.6443893740811
Texas,2082,1828.033364996302
Texas,2083,1871.1748477571452
Texas,2084,1761.8304080097344
Texas,2085,1905.9253129555127
Texas,2086,1943.0214254991176
Texas,2087,1752.43748445578
Texas,2088,1786.342932132157
Texas,2089,1854.2601682331824
Texas,2090,1892.19128500688
Texas,2091,2127.8237165457986
Texas,2092,1996.5910912029735
Texas,2093,1788.3600891927192
Texas,2094,1742.1181095322754
Texas,2095,1801.0880503200865
Texas,2096,1856.8374204473776
Texas,2097,1833.592209794364
Texas,2098,1886.7425782711691
Texas,2099,1865.662895361284
Ohio,2020,520.108197729786
Ohio,2021,427.5313108092168
Ohio,2022,420.8716216820319
Ohio,2023,584.7621407311483
Ohio,2024,437.8757646183879
Ohio,2025,416.3980860993101
Ohio,2026,509.8344628555196
Ohio,2027,602.0597193692829
Ohio,2028,625.9495833224565
Ohio,2029,463.5223394564265
Ohio,2030,442.662632459192
Ohio,2031,699.7823925216691
Ohio,2032,374.6946363466317
Ohio,2033,543.6010427383583
Ohio,2034,482.7866889086524
Ohio,2035,581.5155170465541
Ohio,2036,468.125704120984
Ohio,2037,385.41424067074666
Ohio,2038,579.4148007646038
Ohio,2039,599.8064030116766
Ohio,2040,457.5194703813534
Ohio,2041,486.5299149927241
Ohio,2042,625.8702694067846
Ohio,2043,395.97539837860927
Ohio,2044,411.52675694779566
Ohio,2045,636.0361601692019
Ohio,2046,483.18481639311887
Ohio,2047,626.486495358533
Ohio,2048,466.1841460495592
Ohio,2049,370.8624364975
Ohio,2050,660.5310435987874
Ohio,2051,603.8838917513842
Ohio,2052,641.7596657927352
Ohio,2053,502.70488884734175
Ohio,2054,425.6722949947035
Ohio,2055,491.9761395187554
Ohio,2056,620.7673745923852
Ohio,2057,488.258251000905
Ohio,2058,674.7640275597312
Ohio,2059,547.0760291691122
Ohio,2060,684.1139421293838
Ohio,2061,591.1868384711718
Ohio,2062,614.1739753593666
Ohio,2063,750.090419419831
Ohio,2064,600.2714587077479
Ohio,2065,589.9225599054522
Ohio,2066,703.4951986705928
Ohio,2067,799.4259731384327
Ohio,2068,806.996443364379
Ohio,2069,589.7627481378498
Ohio,2070,583.615728564583
Ohio,2071,876.7628398874589
Ohio,2072,515.1872170331651
Ohio,2073,650.975969387817
Ohio,2074,605.6324698279475
Ohio,2075,696.4893073328058
Ohio,2076,584.9476577225673
Ohio,2077,479.6515699284403
Ohio,2078,713.9223246177035
Ohio,2079,715.8418305001112
Ohio,2080,603.1386517251537
Ohio,2081,666.2275365478581
Ohio,2082,779.7063019484643
Ohio,2083,502.036510815543
Ohio,2084,537.1164745291162
Ohio,2085,766.8990551966842
Ohio,2086,588.1417904377986
Ohio,2087,718.2231942596219
Ohio,2088,565.9755352939893
Ohio,2089,465.4139800305823
Ohio,2090,764.2083620383603
Ohio,2091,708.4131437008757
Ohio,2092,724.1664104239055
Ohio,2093,591.2232813839787
Ohio,2094,505.02613080155896
Ohio,2095,583.9366999584058
Ohio,2096,725.175797598902
Ohio,2097,599.3168976595837
Ohio,2098,788.2891848246835
Ohio,2099,672.0164688898137
p133,2020,418.62540090914354
p133,2021,354.96208907941485
p133,2022,255.7093914542882
p133,2023,458.70743776116814
p133,2024,381.7677257125486
p133,2025,301.3887384029129
p133,2026,275.01336426787594
p133,2027,349.6582882441419
p133,2028,442.12170818896254
p133,2029,395.34231378135473
p133,2030,379.7975033905112
p133,2031,441.9370633818157
p133,2032,280.5912060700855
p133,2033,409.07135478003295
p133,2034,394.7434855661049
p133,2035,364.7157512970216
p133,2036,294.6641674242996
p133,2037,348.4425411186831
p133,2038,381.8210463342422
p133,2039,462.3437836463456
p133,2040,286.412351647552
p133,2041,395.0564081000006
p133,2042,413.97801210698736
p133,2043,365.2779451349235
p133,2044,287.1434389147676
p133,2045,443.21288981459617
p133,2046,368.3482090028733
p133,2047,375.1482579167387
p133,2048,405.7337584527928
p133,2049,270.7895067303716
p133,2050,479.6344284925331
p133,2051,448.16921482382025
p133,2052,459.66148140370274
p133,2053,412.32219642961365
p133,2054,311.493911555491
p133,2055,396.1269602659024
p133,2056,470.685595146604
p133,2057,382.6663617273125
p133,2058,463.93876421240464
p133,2059,381.92267671645135
p133,2060,534.5963442766148
p133,2061,482.0067654901405
p133,2062,358.32398996143377
p133,2063,584.374041601482
p133,2064,495.2017606261912
p133,2065,416.00345048884833
p133,2066,380.6598020500573
p133,2067,459.64482283504327
p133,2068,542.4304156416522
p133,2069,506.4319345525258
p133,2070,501.88211021601415
p133,2071,568.6133415676393
p133,2072,403.2066634693391
p133,2073,532.5854908235613
p133,2074,487.388594061512
p133,2075,490.0289831816465
p133,2076,416.0225186435797
p133,2077,455.2505121799263
p133,2078,498.5548742810421
p133,2079,577.3443047693764
p133,2080,390.99293965533616
p133,2081,513.5323830453747
p133,2082,508.9549847142415
p133,2083,457.948864266955
p133,2084,368.1808602849128
p133,2085,540.4625003698454
p133,2086,456.4625935324748
p133,2087,461.6117735261576
p133,2088,481.0480351013682
p133,2089,345.0600860165049
p133,2090,589.6679473729706
p133,2091,550.4261658768623
p133,2092,532.375065947432
p133,2093,493.5984288451887
p133,2094,406.23791677050303
p133,2095,505.41491660217326
p133,2096,584.7789418145406
p133,2097,483.5375943483919
p133,2098,581.1113770496147
p133,2099,491.7541691490334
p18,2020,129.22162213162773
p18,2021,245.04857136264127
p18,2022,186.9821038360921
p18,2023,240.1951162684432
p18,2024,247.63342742091203
p18,2025,224.6405113059791
p18,2026,192.15090568988592
p18,2027,170.01650835443058
p18,2028,379.31171993857214
p18,2029,206.5457942600152
p18,2030,292.3940917488733
p18,2031,267.4376728387
p18,2032,168.80136537298807
p18,2033,47.2624759944465
p18,2034,281.6138660537963
p18,2035,167.72064804386065
p18,2036,232.68515581763089
p18,2037,178.4529037273972
p18,2038,333.5607272794814
p18,2039,198.24632342497864
p18,2040,281.911934854525
p18,2041,316.41472264259147
p18,2042,228.78503512622564
p18,2043,415.1170729631277
p18,2044,162.25543234084796
p18,2045,232.1324270822749
p18,2046,332.86277112963006
p18,2047,376.95735089406674
p18,2048,206.7789082336133
p18,2049,194.81551829129188
p18,2050,172.1354998364535
p18,2051,254.3221710644393
p18,2052,345.5268571749831
p18,2053,335.56613427729656
p18,2054,238.4484736751466
p18,2055,284.9875959709792
p18,2056,217.1557216024925
p18,2057,338.41640221088846
p18,2058,214.41395085779448
p18,2059,192.54259971229675
p18,2060,241.62565394731465
p18,2061,357.77877619434406
p18,2062,295.37750978241377
p18,2063,337.7909567592489
p18,2064,359.67085727232995
p18,2065,317.64971714627075
p18,2066,309.3404371879072
p18,2067,276.79226396137045
p18,2068,532.8587530037976
p18,2069,325.90257984129505
p18,2070,422.9541700512664
p18,2071,392.3494452915011
p18,2072,270.64196572297027
p18,2073,95.84092033676734
p18,2074,409.109732228261
p18,2075,259.7119906995493
p18,2076,333.6492480247361
p18,2077,281.2461916702552
p18,2078,441.4874503610113
p18,2079,283.06764619467026
p18,2080,384.1336941316705
p18,2081,437.9755652681412
p18,2082,328.9860879377862
p18,2083,525.8705313484269
p18,2084,227.11567355480588
p18,2085,302.304340930064
p18,2086,430.1259045316493
p18,2087,467.1053041650607
p18,2088,276.5870855513194
p18,2089,254.81399915000088
p18,2090,220.60707010200255
p18,2091,307.190971486352
p18,2092,399.3767060480954
p18,2093,403.2796637490733
p18,2094,278.2812996225577
p18,2095,335.28871143944303
p18,2096,262.5319961300566
p18,2097,407.1405789765621
p18,2098,266.16659718672906
p18,2099,253.14169246051068
p49,2020,1300.3671737177003
p49,2021,1156.0803938066656
p49,2022,994.043662344485
p49,2023,1138.9803553392671
p49,2024,1097.5140995674972
p49,2025,1136.2672033055842
p49,2026,1087.1614854902068
p49,2027,1053.6170795197634
p49,2028,1069.176388194372
p49,2029,967.4397565548752
p49,2030,1225.2584854655163
p49,2031,1140.9704599551278
p49,2032,968.5023262565252
p49,2033,1064.7015177842925
p49,2034,1362.8492772894929
p49,2035,1025.9748429679055
p49,2036,1182.239193367687
p49,2037,1189.4519123198886
p49,2038,1371.9394649088742
p49,2039,1072.55459574962
p49,2040,1348.6142460175745
p49,2041,1250.3757991053812
p49,2042,1255.9357628331527
p49,2043,1134.4171810444982
p49,2044,1077.0914668927371
p49,2045,1164.5689561782046
p49,2046,1278.3435571773944
p49,2047,1189.297275360495
p49,2048,1108.2303030010953
p49,2049,1105.3404756735504
p49,2050,1355.6588206040208
p49,2051,1458.634600005381
p49,2052,1349.139060701758
p49,2053,1277.1818431815896
p49,2054,1247.0328070651076
p49,2055,1228.2502218226364
p49,2056,1285.59210473719
p49,2057,1116.666295813098
p49,2058,1454.444921595693
p49,2059,1211.9093099301804
p49,2060,1465.306518250251
p49,2061,1338.991295667416
p49,2062,1197.5963037200847
p49,2063,1297.3730730284342
p49,2064,1252.3083474471237
p49,2065,1321.401249598718
p49,2066,1268.2669694842243
p49,2067,1241.3870145958526
p49,2068,1227.1483552198338
p49,2069,1150.8724933335377
p49,2070,1406.9066000702696
p49,2071,1300.7301020326086
p49,2072,1158.47339664349
p49,2073,1262.9896952406775
p49,2074,1547.2724675871657
p49,2075,1192.4475738669378
p49,2076,1378.9613696237357
p49,2077,1358.3937372218752
p49,2078,1535.4726255130497
p49,2079,1223.329868889095
p49,2080,1523.8956340113464
p49,2081,1416.8769988856598
p49,2082,1427.1903054635854
p49,2083,1309.0069417375555
p49,2084,1226.4878853535708
p49,2085,1318.488035989199
p49,2086,1442.6411451728711
p49,2087,1329.8887841115345
p49,2088,1258.5704274416078
p49,2089,1243.460418452855
p49,2090,1497.9329024711265
p49,2091,1591.041105094684
p49,2092,1500.7233751331182
p49,2093,1405.7055184669211
p49,2094,1335.5047622356371
p49,2095,1327.690930530263
p49,2096,1406.2241225969572
p49,2097,1218.7324762987078
p49,2098,1577.2785619994784
p49,2099,1333.3615334876088
p51,2020,1636.0763627783867
p51,2021,1369.673049096591
p51,2022,1221.447689893018
p51,2023,1297.9941993457558
p51,2024,1270.388628538617
p51,2025,1297.7932648362582
p51,2026,1378.828036595224
p51,2027,1457.106353860052
p51,2028,1376.2101316437945
p51,2029,1210.647413173159
p51,2030,1361.6143392461772
p51,2031,1467.598474475404
p51,2032,1111.3662728377344
p51,2033,1240.5111614239795
p51,2034,1416.2307495084035
p51,2035,1222.4265277827672
p51,2036,1418.6400994725043
p51,2037,1284.029114947892
p51,2038,1732.2524385721715
p51,2039,1334.4123402910975
p51,2040,1535.016156255932
p51,2041,1497.4523890510086
p51,2042,1402.6651226549577
p51,2043,1358.0471686930564
p51,2044,1278.5804514207298
p51,2045,1551.3597276784012
p51,2046,1613.5986508882024
p51,2047,1360.9166478960203
p51,2048,1212.2647494348523
p51,2049,1208.3058660871511
p51,2050,1481.5329656671013
p51,2051,1765.8730422296842
p51,2052,1719.5401179981452
p51,2053,1379.9904257993048
p51,2054,1429.6146023426477
p51,2055,1275.8310448073746
p51,2056,1541.9934883642538
p51,2057,1452.780536587086
p51,2058,1663.655903727062
p51,2059,1442.6328951919052
p51,2060,1894.9297744053483
p51,2061,1593.1122760672251
p51,2062,1470.2190038705508
p51,2063,1487.1941781032417
p51,2064,1479.3707127148964
p51,2065,1527.610885254409
p51,2066,1591.995696182781
p51,2067,1677.872861313832
p51,2068,1557.4631915979494
p51,2069,1408.18244637491
p51,2070,1554.3118844844264
p51,2071,1650.0139859368226
p51,2072,1302.148267606956
p51,2073,1434.9112041173823
p51,2074,1595.8724344542916
p51,2075,1386.887042322585
p51,2076,1645.1434529559012
p51,2077,1476.0401178702305
p51,2078,1957.1279420269143
p51,2079,1550.8057168354453
p51,2080,1750.7263014257371
p51,2081,1703.009534711268
p51,2082,1570.1050572454506
p51,2083,1579.7933501613873
p51,2084,1502.9979720393928
p51,2085,1779.804736280174
p51,2086,1781.9865602689072
p51,2087,1538.04816141612
p51,2088,1347.1060556450525
p51,2089,1372.0451251258569
p51,2090,1680.999867766472
p51,2091,1913.1869738181992
p51,2092,1888.8399101003183
p51,2093,1512.5648371185464
p51,2094,1558.839675663327
p51,2095,1449.1388570614922
p51,2096,1671.5880218174525
p51,2097,1574.8165972358086
p51,2098,1800.0124304735666
p51,2099,1603.3481276640352
p19,2020,448.80161791595305
p19,2021,556.2602453258522
p19,2022,426.18858899959184
p19,2023,590.8282332454789
p19,2024,602.17140265076
p19,2025,402.4197890686899
p19,2026,431.49219796561096
p19,2027,433.5244318318007
p19,2028,797.7518024893152
p19,2029,535.0751870484702
p19,2030,567.0790306429249
p19,2031,553.6222997900634
p19,2032,326.9457927031928
p19,2033,174.58985437130212
p19,2034,471.0668475815804
p19,2035,453.18971010692167
p19,2036,490.5973077393129
p19,2037,502.942269867403
p19,2038,649.0368658288681
p19,2039,406.4731293739299
p19,2040,507.0627439263334
p19,2041,543.6610235632044
p19,2042,472.51628192815184
p19,2043,657.3175136803193
p19,2044,247.06433562887048
p19,2045,451.97067705156775
p19,2046,587.765324334384
p19,2047,595.020974176037
p19,2048,431.002153525181
p19,2049,392.7118595593848
p19,2050,364.45842023478673
p19,2051,470.3116262079197
p19,2052,609.6227067634509
p19,2053,475.8434694196292
p19,2054,432.696625424392
p19,2055,500.58088538324574
p19,2056,464.3007607519687
p19,2057,598.0893562657135
p19,2058,526.1634439050129
p19,2059,417.8885456006389
p19,2060,647.8572633398933
p19,2061,721.0580518411882
p19,2062,553.9942110959508
p19,2063,721.4703301061047
p19,2064,735.2141004892819
p19,2065,536.1287557690279
p19,2066,573.8879246491751
p19,2067,577.0029919438282
p19,2068,979.0537987082872
p19,2069,683.2853368862512
p19,2070,747.51372720581
p19,2071,728.9638594450545
p19,2072,457.44336895053664
p19,2073,246.70646201808324
p19,2074,619.3879958002848
p19,2075,579.768721147822
p19,2076,629.2264592645579
p19,2077,667.277772985516
p19,2078,782.8324994540487
p19,2079,507.5801936610287
p19,2080,666.9833901346269
p19,2081,688.7557850966319
p19,2082,603.0227584984726
p19,2083,776.2497970857969
p19,2084,330.7412129056796
p19,2085,560.2514681379228
p19,2086,702.2253466128731
p19,2087,695.3414181786046
p19,2088,511.8267935264218
p19,2089,464.3043191769483
p19,2090,439.597855608401
p19,2091,540.0452628832657
p19,2092,683.4963891826296
p19,2093,552.9766624327729
p19,2094,494.07549903392805
p19,2095,560.6940549636851
p19,2096,533.7497464890255
p19,2097,670.9518207409017
p19,2098,615.7370929549103
p19,2099,505.4666850997439
p48,2020,1330.211685335661
p48,2021,1145.4502908123095
p48,2022,1128.3812637253825
p48,2023,1159.6271386694095
p48,2024,1075.999149350911
p48,2025,1149.683473978055
p48,2026,1111.180253483857
p48,2027,1107.2948585751224
p48,2028,1089.8681455834508
p48,2029,1119.63167197362
p48,2030,1239.1823880160982
p48,2031,1128.791719505997
p48,2032,1036.5197502865103
p48,2033,1208.4614033306875
p48,2034,1361.4843502777812
p48,2035,1145.8106077708962
p48,2036,1319.7139175508685
p48,2037,1203.2033144629183
p48,2038,1482.8692217151504
p48,2039,1157.6725931141484
p48,2040,1382.6245510790366
p48,2041,1323.084033574425
p48,2042,1245.8067399264485
p48,2043,1218.0125849599658
p48,2044,1107.6940926550365
p48,2045,1212.1697884373318
p48,2046,1339.6500770083069
p48,2047,1153.1459937326988
p48,2048,1181.9598155383364
p48,2049,1238.6568378707193
p48,2050,1327.675815672973
p48,2051,1594.770129012901
p48,2052,1465.8489293165376
p48,2053,1318.660944441399
p48,2054,1266.7161345819852
p48,2055,1260.3972311333464
p48,2056,1307.3315451279832
p48,2057,1264.9022163447692
p48,2058,1514.75530564548
p48,2059,1322.8347919903515
p48,2060,1547.1969543021364
p48,2061,1368.7178026326965
p48,2062,1339.7093498656557
p48,2063,1352.6074429580617
p48,2064,1274.632883060613
p48,2065,1347.613256558692
p48,2066,1329.8633390383443
p48,2067,1309.931436889116
p48,2068,1254.5883530276103
p48,2069,1322.32103710578
p48,2070,1441.2094924223788
p48,2071,1307.0832853667753
p48,2072,1234.739620731813
p48,2073,1395.7843515779214
p48,2074,1575.589299601548
p48,2075,1314.1468273640755
p48,2076,1506.9131644051936
p48,2077,1357.3268437247816
p48,2078,1654.0436072241816
p48,2079,1300.3521908586274
p48,2080,1551.811950629251
p48,2081,1494.1525664838332
p48,2082,1417.2858000642111
p48,2083,1408.3994232190132
p48,2084,1279.7100119805625
p48,2085,1370.2714101596332
p48,2086,1512.3273711759498
p48,2087,1296.6941053783703
p48,2088,1343.234330139681
p48,2089,1386.209841979297
p48,2090,1478.172484853734
p48,2091,1745.1343072283507
p48,2092,1627.8882434096097
p48,2093,1460.379899881798
p48,2094,1364.723159119642
p48,2095,1342.8103589369648
p48,2096,1424.2641198514814
p48,2097,1360.2932969640092
p48,2098,1619.371852834841
p48,2099,1463.8936195528722
Wyoming,2020,313.9801980449842
Wyoming,2021,355.86008631421635
Wyoming,2022,319.9087302456177
Wyoming,2023,378.56521697839895
Wyoming,2024,346.2576038883817
Wyoming,2025,314.60674961487814
Wyoming,2026,291.7546836495998
Wyoming,2027,284.1864833537362
Wyoming,2028,502.2164191498762
Wyoming,2029,333.11378815899906
Wyoming,2030,383.1622471757535
Wyoming,2031,352.28218052495805
Wyoming,2032,227.38003983339195
Wyoming,2033,119.3223670895834
Wyoming,2034,396.48532751768414
Wyoming,2035,340.2706398986089
Wyoming,2036,374.607116182124
Wyoming,2037,313.11741734285283
Wyoming,2038,412.5097904046113
Wyoming,2039,314.6027482748383
Wyoming,2040,440.5204957195239
Wyoming,2041,492.4985725702017
Wyoming,2042,450.2808202881085
Wyoming,2043,486.5486807849664
Wyoming,2044,237.06138995005705
Wyoming,2045,382.2365021092225
Wyoming,2046,460.485266124411
Wyoming,2047,509.10248653969046
Wyoming,2048,327.4626664384823
Wyoming,2049,260.9716521744067
Wyoming,2050,323.4063131782129
Wyoming,2051,388.7776051391708
Wyoming,2052,507.9387606800633
Wyoming,2053,478.5472218151376
Wyoming,2054,294.77948046593696
Wyoming,2055,365.7785318383277
Wyoming,2056,400.5128009360367
Wyoming,2057,418.4697729389155
Wyoming,2058,382.644944339312
Wyoming,2059,347.27294005498084
Wyoming,2060,449.4661739246726
Wyoming,2061,488.0261007823094
Wyoming,2062,444.5747203296609
Wyoming,2063,494.8652498432474
Wyoming,2064,471.8731004633444
Wyoming,2065,443.7567280703564
Wyoming,2066,427.5267349721485
Wyoming,2067,415.4156097619231
Wyoming,2068,655.7103072393722
Wyoming,2069,470.70084216223336
Wyoming,2070,534.0396549714114
Wyoming,2071,500.7932511342916
Wyoming,2072,352.6270868949405
Wyoming,2073,211.73480483919457
Wyoming,2074,543.2150742091321
Wyoming,2075,455.3862760933708
Wyoming,2076,510.7844658760181
Wyoming,2077,440.672784518156
Wyoming,2078,538.7243583479608
Wyoming,2079,418.4106240494462
Wyoming,2080,564.218076667767
Wyoming,2081,632.8175839865359
Wyoming,2082,577.1743413134594
Wyoming,2083,608.0952602755242
Wyoming,2084,328.35213593948544
Wyoming,2085,493.8408011640262
Wyoming,2086,580.3151992362707
Wyoming,2087,618.7997837643759
Wyoming,2088,411.4689736009965
Wyoming,2089,344.548379228081
Wyoming,2090,396.44351198790207
Wyoming,2091,464.49215795179
Wyoming,2092,585.919303033591
Wyoming,2093,548.3532568534978
Wyoming,2094,351.751092351942
Wyoming,2095,426.8336743889187
Wyoming,2096,457.3500021841896
Wyoming,2097,484.9923636015496
Wyoming,2098,460.2406802112517
Wyoming,2099,424.36441757223713
p132,2020,447.57899073865
p132,2021,384.4062170716334
p132,2022,281.99326780250016
p132,2023,471.766890588827
p132,2024,387.3279278500926
p132,2025,332.82829401387727
p132,2026,310.66418698450224
p132,2027,395.5665170669441
p132,2028,464.3124554787628
p132,2029,416.9970186938909
p132,2030,394.0965763811396
p132,2031,497.7079458803685
p132,2032,287.9973225975631
p132,2033,446.7285100318428
p132,2034,408.8006231900037
p132,2035,392.09999010134993
p132,2036,331.4452354257678
p132,2037,365.50444079868913
p132,2038,426.382702429619
p132,2039,484.0993133485595
p132,2040,314.5304016944148
p132,2041,389.6533636154149
p132,2042,455.46434298897697
p132,2043,363.07463198380657
p132,2044,308.9200058669926
p132,2045,481.5858513906086
p132,2046,401.8599657630866
p132,2047,408.94878126627685
p132,2048,417.865099570875
p132,2049,293.676831791807
p132,2050,504.23523445104667
p132,2051,483.722184334578
p132,2052,478.1055739837964
p132,2053,437.6591842917692
p132,2054,324.66325853408523
p132,2055,417.0141861205125
p132,2056,510.2784143078772
p132,2057,412.7574903265773
p132,2058,497.81048039523256
p132,2059,421.4225530491361
p132,2060,572.6599592921806
p132,2061,512.642123662175
p132,2062,394.9313951335527
p132,2063,590.3413880989488
p132,2064,500.1538286108127
p132,2065,457.5679478103923
p132,2066,421.29978069821686
p132,2067,500.66233807758846
p132,2068,545.20707041882
p132,2069,526.9872540151026
p132,2070,526.3559334042601
p132,2071,644.0629984160837
p132,2072,417.0447733891256
p132,2073,575.3779517557102
p132,2074,521.4359778617776
p132,2075,519.0230256222486
p132,2076,445.3821444247166
p132,2077,464.3539134172741
p132,2078,552.6579625668576
p132,2079,604.2421732447962
p132,2080,417.4980337439096
p132,2081,509.53456632217535
p132,2082,558.8946548915095
p132,2083,459.1282575734559
p132,2084,404.7505391292315
p132,2085,576.4788103914898
p132,2086,492.4858826772669
p132,2087,508.3602648394906
p132,2088,502.80527247735233
p132,2089,371.6270435892806
p132,2090,616.9838687106298
p132,2091,575.9063667935231
p132,2092,560.4865688653523
p132,2093,511.2704783723007
p132,2094,422.2894585614718
p132,2095,520.8525337246813
p132,2096,606.0789197645671
p132,2097,508.5382328236376
p132,2098,623.6189925236826
p132,2099,542.9885944130192
Arkansas,2020,1419.9387281267582
Arkansas,2021,1234.848036272967
Arkansas,2022,1221.8542712370129
Arkansas,2023,1199.5352768385171
Arkansas,2024,1137.3311067319178
Arkansas,2025,1279.5036299311755
Arkansas,2026,1324.3947018616072
Arkansas,2027,1385.4056909301887
Arkansas,2028,1289.844494460337
Arkansas,2029,1108.170793315625
Arkansas,2030,1306.5804879407442
Arkansas,2031,1329.6315109821523
Arkansas,2032,1031.694948346795
Arkansas,2033,1256.864455267351
Arkansas,2034,1264.8126405642222
Arkansas,2035,1257.520083687284
Arkansas,2036,1284.2788224524186
Arkansas,2037,1172.9415157313003
Arkansas,2038,1623.7454462024048
Arkansas,2039,1273.848919873051
Arkansas,2040,1449.038364398588
Arkansas,2041,1332.2361534616234
Arkansas,2042,1256.0109764973145
Arkansas,2043,1184.9432979072312
Arkansas,2044,1145.0368602071935
Arkansas,2045,1451.1183197046316
Arkansas,2046,1504.6269894901388
Arkansas,2047,1410.5887137037064
Arkansas,2048,1213.3097368213948
Arkansas,2049,1093.351719978077
Arkansas,2050,1522.29317742263
Arkansas,2051,1601.2396858589482
Arkansas,2052,1545.6119170363631
Arkansas,2053,1230.4165519434127
Arkansas,2054,1203.7031235394554
Arkansas,2055,1281.829945020539
Arkansas,2056,1354.3006244081262
Arkansas,2057,1318.826907936926
Arkansas,2058,1524.263758773059
Arkansas,2059,1323.9985514682912
Arkansas,2060,1682.0321321541944
Arkansas,2061,1508.4944651171336
Arkansas,2062,1483.9891675821814
Arkansas,2063,1416.0210765053685
Arkansas,2064,1364.1508204184126
Arkansas,2065,1534.4164303684524
Arkansas,2066,1580.1927804241077
Arkansas,2067,1626.2463334849022
Arkansas,2068,1469.175112572485
Arkansas,2069,1298.7504099251669
Arkansas,2070,1504.7878852421245
Arkansas,2071,1517.9559287981997
Arkansas,2072,1244.6501439349377
Arkansas,2073,1459.1056724398172
