region,Year,average_total_load
p90,2022,172077.7675
p90,2023,162896.66749999998
p90,2025,178053.08
p90,2026,166120.67
p90,2029,175575.83000000002
p90,2033,155057.28
p90,2034,173254.33
p90,2036,171897.31
p90,2043,157006.18
p90,2054,171015.36
p90,2055,165360.98
p90,2058,164000.04
p90,2062,186509.78
p90,2063,162800.655
p90,2065,176325.02
p90,2069,165339.525
p88,2022,50279.636666666665
p88,2023,45181.985
p88,2024,43389.84
p88,2025,50119.73666666667
p88,2026,46275.46
p88,2029,47519.85333333333
p88,2034,48113.31
p88,2036,47536.996666666666
p88,2054,47226.835
p88,2055,46456.42
p88,2062,47491.799999999996
p88,2063,43973.79
p88,2065,48684.235
p88,2069,45753.08666666667
p115,2021,114886.79
p115,2022,117037.87666666666
p115,2024,107777.96
p115,2025,118611.095
p115,2034,114503.46333333333
p115,2054,115398.61
p115,2055,104885.035
p115,2062,122297.01
p115,2065,117148.9
p115,2074,118808.84
p6,2020,36809.39
p6,2022,35480.42
p6,2023,36139.455
p6,2025,33591.51
p6,2029,33883.6875
p6,2030,35781.041666666664
p6,2038,36241.005
p6,2051,31792.2
p6,2053,36172.21
p6,2060,36121.06
p6,2063,32953.93
p6,2069,34606.515
p6,2070,35681.83666666667
p24,2020,21893.58
p24,2021,21055.365
p24,2022,20783.565000000002
p24,2023,20371.5325
p24,2024,21525.449999999997
p24,2025,21016.48
p24,2026,21211.57
p24,2029,21120.16777777778
p24,2030,20325.605
p24,2033,21332.3
p24,2036,20338.690000000002
p24,2037,21955.695
p24,2038,20130.47
p24,2043,21279.05
p24,2046,20736.0
p24,2049,20849.34
p24,2051,21529.25
p24,2053,19564.83
p24,2054,20924.864999999998
p24,2056,19352.4
p24,2057,20695.33
p24,2062,20298.645
p24,2063,20327.335
p24,2064,21846.32
p24,2065,20532.405
p24,2069,21077.814000000002
p24,2070,20333.32
p24,2076,20189.8
p24,2086,20933.94
Wisconsin,2022,206727.7316666667
Wisconsin,2023,193090.17
Wisconsin,2024,198958.575
Wisconsin,2025,195515.06
Wisconsin,2034,226857.64500000002
Wisconsin,2036,213502.096
Wisconsin,2049,210304.81
Wisconsin,2059,224376.05
Wisconsin,2062,226760.58
Wisconsin,2076,204905.495
p58,2020,215125.46
p58,2022,234218.23500000002
p58,2023,217548.84
p58,2024,205067.9
p58,2025,227703.72599999997
p58,2028,214052.2
p58,2029,236404.08
p58,2036,225397.1775
p58,2050,214536.07333333333
p58,2054,225634.61
p58,2055,227508.12
p58,2058,232503.83
p58,2062,247185.84
p58,2063,221567.945
p58,2065,247719.84
p58,2069,227778.04666666666
p58,2076,219955.87
p58,2098,225316.47
p63,2022,409844.71499999997
p63,2023,406697.27749999997
p63,2025,380205.5433333333
p63,2029,418798.2233333333
p63,2036,385412.03
p63,2051,414840.54500000004
p63,2062,413772.57
p63,2063,399738.01
p63,2069,410168.07
p40,2020,35652.99
p40,2021,35526.5
p40,2022,36537.924999999996
p40,2023,37392.71555555556
p40,2024,35617.96666666667
p40,2025,34929.69
p40,2028,35662.34
p40,2029,35124.1125
p40,2030,35941.87666666667
p40,2034,37694.15
p40,2036,35463.822
p40,2050,34130.43
p40,2062,38205.5
p40,2063,36442.312
p40,2069,33537.29
p40,2070,36001.715
p40,2076,34317.985
p45,2021,35564.85
p45,2022,36177.458333333336
p45,2023,36731.261666666665
p45,2024,34655.39
p45,2025,36035.81333333333
p45,2034,36030.02
p45,2036,35870.082500000004
p45,2049,37080.65
p45,2050,34139.6
p45,2063,37347.32000000001
p66,2020,66206.97
p66,2021,64586.31
p66,2022,73672.57333333335
p66,2023,70314.19666666667
p66,2024,67866.99
p66,2025,70133.585
p66,2029,71660.66
p66,2030,67765.1
p66,2036,70934.27500000001
p66,2050,70489.62666666666
p66,2051,73422.16
p66,2054,71145.36333333333
p66,2055,71616.0
p66,2057,66236.0
p66,2058,73184.514
p66,2062,70326.98
p66,2063,68125.55
p66,2065,74926.84
p66,2069,72424.49
p66,2076,70800.785
p66,2094,70603.76
p66,2098,73172.55
p39,2020,6128.68
p39,2021,5863.63
p39,2022,5914.8875
p39,2023,6514.233
p39,2024,6115.016666666666
p39,2025,6051.608571428572
p39,2026,5984.450000000001
p39,2028,5961.275
p39,2029,6108.29909090909
p39,2030,6296.246
p39,2033,6017.49
p39,2034,5875.55
p39,2036,6016.18
p39,2037,5739.870000000001
p39,2038,6142.76
p39,2046,5992.78
p39,2049,6142.650000000001
p39,2051,6035.39
p39,2054,6054.123333333333
p39,2056,6017.049999999999
p39,2057,6208.74
p39,2062,6097.44
p39,2063,6346.786666666667
p39,2064,5978.36
p39,2065,6261.595
p39,2069,6197.123333333333
p39,2070,6264.1225
p39,2076,5843.93
p39,2078,6059.89
p39,2086,5779.89
p21,2020,25707.925000000003
p21,2021,24115.92
p21,2022,24207.010000000002
p21,2023,27671.664
p21,2024,25011.3
p21,2025,24323.2675
p21,2029,24735.5575
p21,2030,27788.115
p21,2036,23166.92
p21,2037,25571.69
p21,2038,27478.93
p21,2046,23288.18
p21,2051,24197.52
p21,2054,24567.47
p21,2062,22993.025
p21,2063,27489.7
p21,2064,25560.94
p21,2065,23525.68
p21,2069,25044.32
p21,2070,27582.625
p3,2020,43911.5
p3,2022,45884.744999999995
p3,2023,44787.40333333333
p3,2025,43492.56
p3,2029,43819.38
p3,2030,47715.48142857143
p3,2033,43256.869999999995
p3,2036,42964.025
p3,2044,44201.92333333334
p3,2048,44052.01
p3,2050,40152.92
p3,2051,39789.64
p3,2056,42538.94
p3,2062,43208.07
p3,2065,43305.19
p3,2069,43087.66
p3,2070,47100.86666666667
p3,2076,42478.23
p110,2020,23586.43
p110,2021,25299.559999999998
p110,2022,27094.78
p110,2023,23574.673333333336
p110,2024,24528.39
p110,2025,25562.061999999998
p110,2026,25664.87
p110,2028,23906.68
p110,2029,23681.879999999997
p110,2033,23226.65
p110,2034,25437.434999999998
p110,2035,24878.99
p110,2036,26002.54
p110,2037,23455.92
p110,2049,22931.56
p110,2054,24904.126
p110,2055,24285.752
p110,2059,25577.93
p110,2060,23470.22
p110,2062,26943.296666666665
p110,2063,23350.943333333333
p110,2064,24291.98
p110,2065,27290.525
p110,2069,23903.47
p110,2074,25869.05
p110,2076,24457.73
p110,2094,25587.33
p110,2095,23030.050000000003
p133,2020,22399.449999999997
p133,2021,24349.608
p133,2022,25043.085
p133,2028,24337.62
p133,2034,24457.5
p133,2035,24703.94
p133,2036,22725.63
p133,2044,23723.345
p133,2051,24762.08
p133,2054,22353.26
p133,2055,23185.215
p133,2056,24864.1
p133,2058,24908.63
p133,2061,23895.56
p108,2020,34591.425
p108,2021,36626.25
p108,2022,38055.5875
p108,2023,35883.369999999995
p108,2024,36439.41333333333
p108,2025,35109.36833333333
p108,2026,38191.07
p108,2028,32851.76
p108,2029,37864.99
p108,2034,38389.144
p108,2036,37865.31
p108,2037,36889.41
p108,2039,36525.09
p108,2040,32212.69
p108,2044,33933.545
p108,2049,33578.86
p108,2054,36844.87
p108,2055,34886.0375
p108,2059,37418.38
p108,2062,38965.53
p108,2063,34431.3
p108,2064,33848.37
p108,2065,39385.42
p108,2069,38004.863333333335
p108,2074,37815.130000000005
California,2027,658555.0499999999
California,2028,723423.1200000001
California,2029,715645.36
California,2030,721255.6442857143
California,2038,712065.98
California,2047,660603.3200000001
California,2069,694857.665
California,2070,717590.9233333333
p95,2020,97110.74
p95,2021,101942.12
p95,2022,107199.89
p95,2023,99449.48333333334
p95,2025,105230.335
p95,2026,110325.55
p95,2029,97947.815
p95,2031,91104.07
