region,Year,hdd
p109,2020,876.5750571278251
p109,2021,725.2542110663513
p109,2022,709.2242567930977
p109,2023,815.9416604253864
p109,2024,724.8212982521395
p109,2025,750.0873428061418
p109,2026,885.0893014243045
p109,2027,984.9984268870542
p109,2028,925.9647057433308
p109,2029,739.9115130362272
p109,2030,788.8606441858803
p109,2031,977.648854071701
p109,2032,667.598090605015
p109,2033,835.6569524043346
p109,2034,730.5425255033125
p109,2035,908.6406456735112
p109,2036,788.6227553522555
p109,2037,666.2472521734323
p109,2038,964.890855359674
p109,2039,892.0256944937604
p109,2040,870.8247690753665
p109,2041,913.120567626966
p109,2042,1012.0214932135268
p109,2043,717.0507599762873
p109,2044,798.7031711136801
p109,2045,999.2127287283664
p109,2046,869.1869262489561
p109,2047,1131.4628121872338
p109,2048,879.676380670531
p109,2049,766.6003121130732
p109,2050,1152.7333341154904
p109,2051,1018.8823800204432
p109,2052,1022.5601523854951
p109,2053,841.1270905909187
p109,2054,832.7259240450732
p109,2055,921.0030641098974
p109,2056,1058.1678779788658
p109,2057,895.8684779789598
p109,2058,1151.5671262966262
p109,2059,1043.764250733038
p109,2060,1223.2749206250814
p109,2061,1016.181721195399
p109,2062,1124.0594337868438
p109,2063,1122.5628117082997
p109,2064,1066.7335421266584
p109,2065,1126.3700455692083
p109,2066,1318.454365540623
p109,2067,1349.940145374594
p109,2068,1309.7248893524577
p109,2069,1049.013948895093
p109,2070,1178.1734094826693
p109,2071,1366.421420358391
p109,2072,991.4248502154122
p109,2073,1229.0749832922388
p109,2074,1056.1860264395375
p109,2075,1265.7906843714093
p109,2076,1141.4987605206172
p109,2077,949.7077328007992
p109,2078,1401.9383671097069
p109,2079,1370.0855335091223
p109,2080,1406.1670198747834
p109,2081,1397.0928744884557
p109,2082,1481.5948935655497
p109,2083,1114.7278078970269
p109,2084,1197.6642484353406
p109,2085,1448.4206363056237
p109,2086,1290.319063573634
p109,2087,1645.636197936988
p109,2088,1323.179021859777
p109,2089,1167.8099324353002
p109,2090,1639.4358584046042
p109,2091,1438.1856955986093
p109,2092,1481.4653538916637
p109,2093,1250.7128252511254
p109,2094,1284.8597192310526
p109,2095,1400.81936989256
p109,2096,1575.7961031244304
p109,2097,1418.042042248398
p109,2098,1603.6084462687072
p109,2099,1513.914157750022
p80,2020,348.5141520966346
p80,2021,203.7461073068481
p80,2022,227.20685487901144
p80,2023,416.7028511163568
p80,2024,266.0759736465657
p80,2025,263.98036689029595
p80,2026,252.30318826371555
p80,2027,408.0666649386488
p80,2028,397.8995600897841
p80,2029,237.8278158315892
p80,2030,262.239589961935
p80,2031,413.948563216984
p80,2032,157.74926656086762
p80,2033,275.8263295090868
p80,2034,284.279534866049
p80,2035,374.4758921245492
p80,2036,239.2861118881018
p80,2037,241.02267110527677
p80,2038,342.4401000925589
p80,2039,337.3276541439749
p80,2040,257.29360409205003
p80,2041,298.3778310638728
p80,2042,360.4152706684951
p80,2043,228.81532910129573
p80,2044,210.7773740393384
p80,2045,381.06091728397473
p80,2046,295.9431495609936
p80,2047,358.0577396990174
p80,2048,266.22148803278645
p80,2049,182.75286607854144
p80,2050,434.41845622532185
p80,2051,364.2150879679645
p80,2052,387.1046084208531
p80,2053,307.1875677271273
p80,2054,200.8985370421396
p80,2055,253.89849888331517
p80,2056,353.0167354029318
p80,2057,235.5500250766077
p80,2058,318.8960172118298
p80,2059,283.23804452862635
p80,2060,515.5958767865804
p80,2061,370.2238590185473
p80,2062,390.2160088247538
p80,2063,571.3591237463994
p80,2064,445.6832164460566
p80,2065,457.0637190413429
p80,2066,423.3261028465592
p80,2067,621.8733166417519
p80,2068,574.1928112885828
p80,2069,380.7542024716768
p80,2070,447.1114065290503
p80,2071,583.0070389031995
p80,2072,295.2847308357027
p80,2073,437.3287554698117
p80,2074,447.6958787216324
p80,2075,545.1865064306845
p80,2076,398.39881084893807
p80,2077,396.5563716395161
p80,2078,534.3629020233893
