region,Year,average_total_load
Oregon,2020,195383.9782244279
Oregon,2022,193886.03960559898
Oregon,2023,207310.67561605677
Oregon,2025,189308.50987325303
Oregon,2029,211758.20090255723
Oregon,2030,226732.2521440555
Oregon,2038,247982.34268457096
Oregon,2051,260226.4803298889
Oregon,2053,306259.49281393766
Oregon,2057,294272.4256883648
Oregon,2060,326211.39006283175
Oregon,2062,321535.3117527751
Oregon,2063,331289.8006776673
Oregon,2069,364110.2245095607
Oregon,2070,389518.2268679766
Oregon,2078,422439.3851013104
Oregon,2093,515134.3759525578
Oregon,2097,496470.8950986689
p106,2021,53751.560680432056
p106,2022,56458.57560966738
p106,2023,53620.978834870795
p106,2024,53764.74979203616
p106,2025,57450.823930048304
p106,2029,53834.30277346807
p106,2034,58763.55439513043
p106,2037,50510.94733642241
p106,2039,53495.42955815893
p106,2044,45456.317798062875
p106,2047,44680.714842158486
p106,2054,49224.67855270715
p106,2059,50508.95215094174
p106,2062,48774.388922779544
p106,2069,45010.00415239315
p106,2074,49140.05218118404
p106,2079,45118.91540952666
p106,2094,42321.46958002624
p76,2022,35518.36357623243
p76,2023,31266.656217620835
p76,2024,35742.99044252752
p76,2025,33518.38789873246
p76,2034,39912.97107540787
p76,2036,38051.05047680905
p76,2049,37677.61871749039
p76,2054,40533.51019718139
p76,2059,41881.92760293732
p76,2062,42763.5191410174
p76,2074,42514.64041254892
p76,2076,41155.86865915923
p76,2099,39335.52794374967
p41,2021,57138.8737700187
p41,2022,60080.50104496329
p41,2023,64228.40455102003
p41,2024,57415.43034905173
p41,2025,61356.79199457417
p41,2029,64746.606876083984
p41,2030,67022.88032322815
p41,2034,67748.78645322302
p41,2036,66427.82108142972
p41,2050,73559.3943918619
p41,2062,92670.29266832456
p41,2063,91391.61970372837
p41,2076,97267.03729198287
p41,2090,103742.32998547604
p131,2020,155801.86443859703
p131,2021,170649.02167529322
p131,2022,170343.2028129347
p131,2028,167977.53856294346
p131,2033,152061.36963099812
p131,2034,160403.82371695494
p131,2035,159459.0680148271
p131,2043,146755.24451718605
p131,2044,149037.9623728674
p131,2051,149511.44103486362
p131,2054,133051.28669273347
p131,2055,134560.55460037672
p131,2056,144851.26357870785
p131,2058,143115.47783278982
p131,2061,136042.04344113308
p131,2074,131082.02555385468
p131,2094,113876.73241443626
p131,2095,111976.17406400136
p131,2096,113619.69493733956
p131,2098,113387.16235911477
p122,2020,327298.55030808377
p122,2021,385703.32900218456
p122,2022,393553.594686342
p122,2023,361429.2832575154
p122,2024,352836.21044336
p122,2025,422551.8721829984
p122,2027,370355.5190902408
p122,2029,346801.8329419635
p122,2033,344871.71319410414
p122,2034,385133.57695206645
p122,2036,369709.1683158088
p122,2045,366334.5375979068
p122,2049,334659.37565423234
p122,2051,364296.5122886261
p122,2054,357429.35413385637
p122,2055,352799.9064540447
p122,2056,354382.60576513124
p122,2058,356994.08359566965
p122,2059,370377.1646966835
p122,2061,354573.17113081616
p122,2062,370250.3637947981
p122,2065,377837.9423330059
p122,2074,343571.95927313954
p122,2094,339883.4110917932
p52,2022,4891.014516913718
p52,2023,5342.597763031304
p52,2024,5089.211041978059
p52,2028,5256.816248387301
p52,2029,5244.69496004822
p52,2030,5494.579331084903
p52,2033,5323.600439229745
p52,2036,5183.780851160582
p52,2056,5828.96715537904
p52,2063,6019.454363104718
p52,2064,5865.771419110737
p52,2069,6185.485059192684
p52,2070,6517.473927838413
p52,2076,6135.761361047296
Nevada,2022,108884.09007571849
Nevada,2025,112132.08671018008
Nevada,2027,119850.84092458412
Nevada,2028,130372.94148238361
Nevada,2029,129633.91700905294
Nevada,2030,137471.60808948742
Nevada,2038,152629.24630210738
Nevada,2047,168783.99569162758
Nevada,2053,195040.988614787
Nevada,2062,210998.25370803417
Nevada,2068,258706.74695952336
Nevada,2069,251524.95407767093
Nevada,2070,274510.29525261343
Nevada,2093,391151.7839333127
South Dakota,2021,44092.99999413026
South Dakota,2022,45754.038511651874
South Dakota,2023,48905.859433413556
South Dakota,2024,47098.36219757605
South Dakota,2025,47858.59070061674
South Dakota,2028,50314.12824872219
South Dakota,2029,50257.99788049969
South Dakota,2030,52454.88670256113
South Dakota,2033,52725.46812423054
South Dakota,2034,54917.375353945165
South Dakota,2036,56717.46821026167
South Dakota,2037,56973.40842191177
South Dakota,2050,65281.36673449723
South Dakota,2051,67982.36259112073
South Dakota,2054,70630.85257090098
South Dakota,2056,77522.79351479092
South Dakota,2057,77965.61600341978
South Dakota,2059,74475.97635974598
South Dakota,2062,79900.15025028314
South Dakota,2063,84719.07016552488
South Dakota,2065,84560.66364384837
South Dakota,2069,86829.02948001282
South Dakota,2070,94639.35087657064
South Dakota,2074,95088.66409896748
South Dakota,2076,98452.09119264767
South Dakota,2096,136259.53100934217
South Dakota,2097,136848.38878846203
South Dakota,2099,130102.18260930234
p18,2020,16361.532700960479
p18,2021,16052.763634379597
p18,2022,16163.784597764432
p18,2023,16081.890468007254
p18,2025,16456.243695211797
p18,2029,18214.008753801958
p18,2030,17229.262982393175
p18,2036,18975.057909459607
p18,2037,19488.9941419491
p18,2048,20918.20549235424
p18,2053,20734.241954713503
p18,2054,23005.75083977414
p18,2059,23437.83464955638
p18,2063,24247.032109263284
p18,2069,28260.894162571407
p18,2070,26080.22416822521
p18,2076,28051.746935740877
p18,2094,34137.5751269817
p65,2022,263953.98058522376
p65,2023,244872.51851278162
p65,2025,259759.1527129212
p65,2029,288349.0777970196
p65,2036,302546.8474522511
p65,2050,382575.5894242715
p65,2051,464311.37508668116
p65,2058,508743.0499584727
p65,2062,558337.7635421209
p65,2063,542557.3421325115
p65,2069,629353.5621162662
p65,2091,949364.257744519
p115,2021,113385.29868500194
p115,2022,114906.09466307677
p115,2023,89333.55327012972
p115,2024,106585.65369883286
p115,2025,116958.21580768187
p115,2029,102316.82208005112
p115,2034,109926.64929907264
p115,2054,107996.56823446334
p115,2055,99681.79522773901
p115,2059,109189.328923072
p115,2062,110548.84512417454
p115,2065,107276.30769581342
p115,2074,111030.63107682765
p115,2094,101348.1690923872
p115,2095,86230.55746090612
Maine,2020,36408.04301599962
Maine,2021,39867.38268421003
Maine,2022,39808.44137161488
Maine,2028,41526.61993417262
Maine,2034,42696.72530509741
Maine,2035,42406.106487572295
Maine,2043,41940.18898694453
Maine,2051,46336.99973294861
Maine,2055,46230.88566032797
Maine,2061,47122.50327305795
Maine,2062,48677.68411327129
p43,2022,185681.41643898285
p43,2023,195982.6622268526
p43,2024,188458.53749759519
p43,2034,195289.791613856
p43,2036,187834.41063721347
p43,2049,172697.78704462026
p43,2059,187688.55550778183
p43,2062,186893.6256411473
p43,2063,180364.85751944233
p43,2074,182032.48851566616
p43,2076,171673.00133249143
p133,2020,23049.875205630946
p133,2021,25189.874770187766
p133,2022,25402.059637443144
p133,2023,25868.91729949508
p133,2027,25169.899197891147
p133,2028,25979.18791391492
p133,2033,25028.28642694929
p133,2034,26119.64259338526
p133,2035,26622.73539187172
p133,2036,24631.561132298117
p133,2040,24797.22338319679
p133,2043,27068.30836741362
p133,2044,26621.369457287234
p133,2049,24884.031796556083
p133,2051,28127.301047792134
p133,2054,25534.71429994874
p133,2055,26356.375597148955
p133,2056,28741.85234558385
p133,2058,28975.471945681016
p133,2061,28013.34099253537
p133,2062,28811.439646266
p133,2074,29935.48475023432
p133,2091,30903.995312817256
p133,2094,30821.61071679525
p133,2095,30313.46216117278
p133,2096,31588.031880373543
p133,2098,32051.622516797845
p104,2021,30761.887898921934
p104,2022,32033.62826389473
p104,2024,30173.45161885694
p104,2034,30520.935159253026
p104,2039,30850.87957499122
p104,2049,28625.08394423301
p104,2051,28794.56320273227
p104,2054,28732.558327965875
p104,2055,27337.223063897392
p104,2062,30310.589250453748
Colorado,2022,162958.72769820943
Colorado,2023,202277.16940668193
Colorado,2024,187845.4580764021
Colorado,2025,175970.0676415368
Colorado,2029,195295.49654985563
Colorado,2030,209230.0471543822
Colorado,2036,194544.71133053815
Colorado,2037,210269.4474742029
Colorado,2045,227174.4494780437
Colorado,2049,240811.00242878875
Colorado,2051,228936.5952877652
Colorado,2054,248348.93728362
Colorado,2062,233350.30602163984
Colorado,2063,295669.9206776004
Colorado,2064,259932.6414055565
Colorado,2065,245485.5126414682
Colorado,2069,273131.24071861437
Colorado,2070,293877.42898267234
Colorado,2091,325707.0925170141
Colorado,2094,342243.8120275586
p74,2022,6395.465394178601
p74,2024,5831.635428909804
p74,2036,5567.70651039405
p67,2022,322330.025303865
p67,2023,312717.4490743239
p67,2025,346085.57370234915
p67,2029,385644.2596584766
p67,2036,407355.383214633
p67,2042,416991.51686777466
p67,2046,420844.2488040104
p67,2050,535267.1358016054
p67,2051,549539.5628837743
p67,2054,584172.4055423995
p67,2058,674508.4349932465
p67,2062,771230.8386296189
p67,2063,702198.8997082231
p67,2065,792215.7113878217
p67,2069,836951.7954792156
p67,2076,961120.7868943288
p67,2090,1172640.0682945312
p67,2094,1254324.6631980943
p67,2098,1439702.2264984876
p117,2020,50843.206131236315
p117,2021,54931.46194550589
p117,2022,60737.733128562926
p117,2023,53520.551530774836
p117,2024,53923.81863475194
p117,2025,62521.153873143456
p117,2026,57186.50260307269
p117,2028,57602.78053970738
p117,2029,55126.01223346753
p117,2033,52341.751125324095
p117,2034,58678.80385065571
p117,2035,56086.97620681592
p117,2036,58668.87319938977
p117,2037,55494.58709532781
p117,2049,56784.94161561216
p117,2054,62135.96484147866
p117,2055,58740.38966241623
p117,2059,61689.06079997154
p117,2060,58019.21840183015
p117,2062,67439.88628004001
p117,2063,59220.91405690083
p117,2064,60585.959714429104
p117,2065,68849.50899458706
p117,2069,62005.57702927737
p117,2074,67436.48505403148
p117,2076,63179.77165123515
p117,2094,67935.85627699053
p117,2095,65296.21372663495
p120,2020,6390.914140469615
p120,2021,7997.894573895605
p120,2022,8094.983496808485
p120,2023,7307.16289721823
p120,2024,7693.562116038023
p120,2025,8095.157030441608
p120,2027,7130.677373847978
p120,2028,7890.036677862496
p120,2029,7327.606156731575
p120,2033,6816.885233643007
p120,2034,7931.57427530572
p120,2036,7577.772187744452
p120,2037,7305.218931017775
p120,2047,6542.690579147547
p120,2054,7679.837838633297
p120,2055,7245.166496214447
p120,2058,7317.245191684362
p120,2059,7809.112942743549
p120,2061,7237.894966534624
p120,2062,7704.126186342016
p120,2065,7951.20088678576
p120,2074,7227.489521494921
p120,2094,7190.394343297814
p120,2095,6157.784185744094
p120,2099,6439.569895886265
West Virginia,2020,114963.53731806998
West Virginia,2021,121298.06039049936
West Virginia,2022,128956.25598512783
West Virginia,2023,116920.52015709701
West Virginia,2024,117894.10243692834
West Virginia,2025,130323.14569061168
West Virginia,2026,124965.97173190086
West Virginia,2028,127596.7742759162
West Virginia,2029,122838.44751553872
West Virginia,2033,116285.39323634616
West Virginia,2034,129103.03223337048
West Virginia,2035,124095.41863670778
West Virginia,2036,127805.03249048183
West Virginia,2037,121082.91079763453
West Virginia,2049,122806.28350438268
West Virginia,2054,136117.18107829723
West Virginia,2055,126729.71076609439
West Virginia,2059,136748.97402073038
West Virginia,2062,146669.54245125013
West Virginia,2063,129552.1514442652
West Virginia,2064,133991.25976895035
West Virginia,2065,149236.17847537622
West Virginia,2069,135811.36252198496
West Virginia,2074,148059.95377951564
West Virginia,2094,153959.53788799507
West Virginia,2095,139699.94450475357
West Virginia,2099,143217.80279154715
p50,2021,142264.34167953517
p50,2022,157081.24005172777
p50,2023,163769.1699611812
p50,2024,153334.4216281756
p50,2025,151200.15811492302
p50,2028,161823.8900093697
p50,2029,176040.5963628787
p50,2036,184245.68958825408
p50,2050,223986.59315317016
p50,2051,236214.69733240502
p50,2054,245753.42800941525
p50,2062,284589.3117951515
p50,2063,290999.3904644125
p50,2065,301123.9341315406
p50,2068,287814.76611425803
p50,2069,344329.3974120472
p50,2076,345367.1123212524
p50,2091,435509.19827284216
Vermont,2020,16891.610834523923
Vermont,2021,18429.88822769891
Vermont,2022,18686.03240229604
Vermont,2026,18746.37689620652
Vermont,2027,17567.860754776077
Vermont,2028,18954.1546191221
Vermont,2029,17670.61714753725
Vermont,2033,18256.403359257158
Vermont,2034,19091.424422093216
Vermont,2035,18735.95929393437
Vermont,2039,19149.233506612887
Vermont,2043,17981.566098781634
Vermont,2044,19160.945042075986
Vermont,2047,18040.01813920389
Vermont,2051,19472.567866834303
Vermont,2056,19010.019369261903
Vermont,2060,16514.595268569206
Vermont,2061,19429.09828976106
Vermont,2062,19246.69718898797
Vermont,2074,20003.93507872827
p56,2021,47894.5803022345
p56,2022,48532.20461140511
p56,2023,52148.25598945833
p56,2025,48438.03868334364
p56,2026,48429.19319204355
p56,2028,47369.90931701666
p56,2029,51642.56442837265
p56,2030,48967.8863796166
p56,2034,53729.28393388558
p56,2036,50830.348308533925
p56,2037,50451.8568832526
p56,2039,51020.66920774403
p56,2040,53413.63154097879
p56,2048,51946.23691689508
p56,2050,51696.59260175936
p56,2051,52814.40380634479
p56,2054,53744.283096804196
p56,2055,52973.51146376509
p56,2058,54048.9348947632
p56,2061,52293.85166076807
p56,2062,58311.268500936785
p56,2063,55492.82233733685
p56,2065,58593.01566381521
p56,2069,59588.33633492148
p56,2076,55950.93928026205
p56,2077,58250.95035027925
p56,2090,57020.25335473042
p56,2091,55416.59814273522
p56,2094,60397.68832360655
p56,2098,58332.29741176222
North Dakota,2020,73037.98804310012
North Dakota,2022,87506.16054317735
North Dakota,2023,99815.17654191298
North Dakota,2024,95041.71626107044
North Dakota,2025,103616.02977885294
North Dakota,2028,121938.28431690416
North Dakota,2029,132399.0141023705
North Dakota,2030,153090.46445131671
North Dakota,2034,176098.49173131594
North Dakota,2036,196341.66412931494
North Dakota,2044,318550.1303186605
North Dakota,2049,428443.8594355463
North Dakota,2054,500366.7249496437
North Dakota,2059,740877.1114342157
North Dakota,2062,873241.64897462
North Dakota,2063,987986.41461609
North Dakota,2065,1043490.9214771756
North Dakota,2069,1269202.4751886718
North Dakota,2070,1551311.0518362713
North Dakota,2074,1802149.3758196223
North Dakota,2076,1990354.2786853951
p126,2020,219893.45235344692
p126,2021,250099.2017775964
p126,2022,250172.5338303591
p126,2023,230278.6052088157
p126,2024,233555.8783170072
p126,2025,266163.180297924
p126,2027,241475.1983436343
p126,2028,232658.24370123434
p126,2033,222323.5629507297
p126,2034,238413.77156301378
p126,2035,231258.17297082517
p126,2036,235864.7991373656
p126,2040,217769.0316474905
p126,2043,229342.31601437496
p126,2044,215902.925075057
p126,2045,225572.29772659612
p126,2049,210486.79816776188
p126,2051,228558.81913666613
p126,2054,212248.04441993788
p126,2055,214724.05085383178
p126,2056,227590.3267752865
p126,2058,222500.9317869896
p126,2059,228706.3834323333
p126,2060,191214.7052038911
p126,2061,217527.42467076005
p126,2062,224895.48546727197
p126,2065,229472.97018836875
p126,2067,212563.81299292744
