,Year,Month,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p120,p121,p122,p123,p124,p125,p126,p127,p128,p129,p130,p131,p132,p133,p134,Alabama,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,USA
0,2020,1,4881434.49,2709178.05,1172293.24,469885.5,3455648.85,999613.47,111631.81,105293.42,9241102.56,10002679.75,1477416.72,964911.41,1594435.81,402627.6,1247789.69,401439.18,731480.05,397780.04,9905.08,177226.66,727516.68,177059.74,114348.86,632212.0,2339364.47,134425.2,613210.52,3847469.09,83517.93,742112.09,1292980.16,142383.46,3329258.2,1267782.21,57493.83,331886.49,898626.51,926141.26,170094.32,966502.41,1407098.78,389610.83,5329699.29,158757.72,971697.1,766877.83,523406.09,1706684.24,55702.2,2975937.84,1683093.88,131520.02,3211413.07,2008854.25,998814.09,1130689.93,578813.01,5195508.31,456076.92,265685.95,639426.77,460361.9,8741356.29,2942982.4,4037731.15,1698878.84,5724191.8,303237.29,420138.88,2640149.32,178515.91,3861591.91,256733.18,178789.07,911543.54,997008.3,259812.98,649446.9,2456464.15,8404193.65,2171108.0,787618.8099999999,1304063.59,416909.04,2691568.74,1646259.79,3036112.2,1048018.53,4030943.1,3530049.74,1000302.56,9188837.32,1424402.49,11566575.64,2375589.62,4680771.51,6094856.46,5837325.87,8154723.2700000005,279414.49,10051400.2,5858134.23,8252972.18,839189.89,5658269.44,1490304.55,2329581.96,907283.72,5463139.77,634998.51,4713017.3,6058998.89,1373806.99,2179574.76,2877101.62,1654521.87,1344936.13,1895400.15,349504.26,205181.91,649279.67,10068731.59,6316094.23,48300.51,992860.67,6732928.43,10596254.96,1668765.88,509564.08,979525.69,5004420.11,2663210.84,670300.79,1049849.61,7560992.84,5286309.629999999,3822258.67,20826492.450000003,4597040.41,2663210.84,992860.67,6316094.23,16909836.990000002,11566575.64,2051856.47,12666984.05,9478155.950000001,4031985.3,3342933.09,8429824.49,6841768.1,1049849.61,6965373.9,5004420.11,9270951.14,6181305.13,4084130.7300000004,7721418.38,1373885.66,2543695.51,2559347.22,979525.69,6732928.43,1816386.25,12265020.84,11932182.33,1230513.0,14325397.939999998,4714733.92,4566894.13,13500519.38,670300.79,7056361.13,1068524.72,9188837.32,27252189.269999996,2473789.6700000004,509564.08,10377838.42,9232791.280000001,2999458.0,6041153.700000001,1651137.2800000003,324725604.7799999
1,2020,2,3982555.36,2230732.61,968739.72,378902.32,2872783.58,851139.72,92514.02,91572.16,8302134.76,9136168.42,1330417.08,864731.38,1427258.16,332840.34,1045228.7,346734.46,626597.43,346545.75,8737.47,154184.93,641645.64,156940.29,104320.14,570264.78,2090684.42,121000.75,552611.88,3443249.61,76426.28,673943.43,1163528.63,128843.79,2986828.94,1143923.32,51428.83,297167.11,807564.52,844124.69,155968.16,886829.36,1320799.77,345653.8,4827163.11,143401.55,913942.03,689905.01,482724.21,1578885.57,51417.02,2784823.51,1597065.07,120903.9,3020230.41,1892495.76,952766.58,1070040.25,530772.94,4912594.1,417631.76,245327.97,598223.46,422335.95,8203278.13,2646543.3,3827969.13,1583048.35,5468731.87,277106.14,389755.79,2460844.88,166953.94,3610274.69,242105.11,165897.95,844549.85,920312.76,237781.27,602508.32,2245274.53,7743165.12,2035055.47,732360.73,1214392.43,407274.08,2562568.84,1553701.86,2905059.01,1015532.44,3906876.3,3464061.28,972662.33,8915012.97,1365032.18,11429289.17,2283829.65,4579999.33,5880974.91,5725982.05,7691095.2,258631.5,9921970.65,5612538.16,7564338.08,776035.04,5222795.74,1366362.6,2174042.91,864662.66,5227904.67,610801.56,4346959.79,5610880.54,1269810.32,2045719.96,2685564.91,1553732.14,1285245.63,1812843.75,325783.65,190137.88,602736.48,9274895.55,5820305.49,45190.34,918117.52,6201880.93,9902995.62,1539248.76,465976.85,893047.35,4625627.18,2463105.66,618649.1,968063.66,7370937.58,4746231.2,3632609.09,18860292.42,4130752.26,2463105.66,918117.52,5820305.49,16507171.14,11429289.17,1724803.5,11724973.75,8763201.25,3764542.7,3141134.31,8068401.07,6466295.96,968063.66,6423041.970000001,4625627.18,8506271.07,5593324.6,3920591.4499999997,7271870.16,1187494.41,2363597.29,2291989.54,893047.35,6201880.93,1646252.8399999999,11442244.379999999,11606956.96,1104731.63,13273370.61,4433305.6,3816437.3200000003,12476381.990000002,618649.1,6863828.98,972968.48,8915012.97,25522748.43,2211685.17,465976.85,9807760.79,7560930.01,2838977.7699999996,5540331.739999998,1473170.8499999999,302370686.15
2,2020,3,4158896.86,2262245.1,976282.8,360545.01,2954707.13,875605.76,95360.82,96716.9,8783146.57,9722870.66,1394796.38,917216.84,1501626.08,336263.46,1063638.98,354378.93,639019.54,350328.6,8858.38,159084.31,659733.92,157897.85,106716.07,575046.43,2156845.18,123274.3,576987.21,3630363.51,80308.89,709397.97,1205783.74,129918.92,3131667.48,1180432.5,50492.61,289815.12,793333.98,831084.76,150657.26,855118.63,1299070.94,343759.84,4744299.77,141953.58,894318.48,682481.27,512681.65,1686517.21,54303.72,2728615.75,1528455.62,125423.68,2955620.05,1804411.05,879348.56,1027709.37,513830.14,4836201.87,441734.09,247574.07,561275.35,426588.62,8176113.1,2556111.17,3896264.22,1568528.31,5597591.35,273055.7,384190.68,2407774.39,155847.99,3467232.68,227545.1,169839.2,871079.91,941881.01,239601.44,615309.1,2320254.91,7775856.08,1977786.58,713051.57,1181908.72,367993.27,2513258.51,1548133.02,2816272.81,954588.91,3676361.88,3255844.15,921564.48,8391561.16,1297746.36,10772673.84,2190116.08,4291199.96,5584400.68,5301964.04,7252891.98,250445.21,10619314.88,6115114.96,7786111.29,774402.82,5070570.57,1329796.68,2117993.65,827755.81,4986659.69,580392.91,4237817.49,5421699.85,1231702.77,1981378.67,2593590.86,1503245.35,1236063.39,1745700.93,316051.7,186013.9,590527.2,9118192.54,5663650.4,44382.3,911798.89,6156083.07,10002647.11,1549894.51,463682.48,895382.75,4666499.26,2453789.6,626542.89,984501.14,6932206.029999999,4997057.58,3540967.88,19997530.509999998,4312099.98,2453789.6,911798.89,5663650.4,17655994.32,10772673.84,1754281.3699999999,11648602.95,8518360.9,3686283.5500000003,3081043.73,7692554.7700000005,6384334.890000001,984501.14,6254177.600000001,4666499.26,8730353.31,5503068.89,3770861.72,6902378.649999999,1207783.44,2304846.83,2418842.92,895382.75,6156083.07,1718465.3900000001,11552541.62,10886364.719999999,1083149.1,12872598.78,4311375.09,3925673.71,12213848.999999998,626542.89,6481316.04,961003.68,8391561.16,25672127.630000003,2280119.48,463682.48,9293420.42,7757969.77,2739308.74,5670607.640000001,1499394.2700000003,300199082.38
3,2020,4,3696850.52,2025303.7,874399.84,335524.08,2622763.86,772550.76,89160.21,99230.57,8664292.71,9780129.08,1367967.31,854317.25,1573220.42,299669.13,979479.27,375970.93,559589.62,290660.91,7767.31,153896.77,639488.87,83093.47,76566.7,457568.58,2034414.79,83330.92,562940.6,3787794.34,73722.6,741925.22,1146835.99,112539.11,3013467.27,1087706.75,44136.66,250913.51,692251.15,729530.84,134193.19,752585.78,1168312.54,300412.0,4215930.62,125731.23,795509.62,603888.07,511060.88,1674217.75,53297.88,2499741.56,1391780.19,118483.46,2746322.81,1591214.51,757820.62,963744.62,476333.99,4637081.56,449694.2,242345.66,550219.95,434203.95,8257765.96,2447897.77,3758133.05,1520066.64,5594992.88,241820.27,340852.63,2153051.36,131131.73,3047160.43,196977.78,155013.92,799702.53,859709.05,215656.2,564924.01,2133796.32,7033123.53,1758343.16,636603.66,1053070.05,313590.41,2436866.28,1512295.74,2666903.26,846413.99,3335423.47,3036106.95,872573.62,7307086.47,1153180.94,9869419.25,1925763.37,3813016.18,4905848.62,4489652.13,6094803.03,213102.02,10552963.92,6112149.01,7166831.02,683148.48,4481404.0,1176026.18,1871130.17,729502.67,4318511.36,496885.18,3683526.78,4709566.25,1074304.36,1717561.22,2230388.81,1286615.46,1057763.14,1491549.84,271196.72,158926.19,502307.59,7925423.21,4900051.79,38991.01,808405.78,5510022.45,9058085.83,1411257.59,417772.26,812336.46,4210058.55,2195676.45,567903.89,880475.23,6371530.42,5166382.76,3400610.9,19911619.67,4101174.02,2195676.45,808405.78,4900051.79,17537686.55,9869419.25,1655119.3299999998,10481140.4,7528560.35,3289413.61,2864806.27,6698080.15,6149377.3,880475.23,5402359.38,4210058.55,8004993.42,4883894.12,3513317.25,6037895.48,1056051.27,2055091.51,2427537.67,812336.46,5510022.45,1657896.87,10469343.42,9395500.75,943164.66,11184958.61,3944819.63,3484474.83,10585934.93,567903.89,5738779.550000001,842069.95,7307086.47,25405871.8,2117745.71,417772.26,7838445.9,6932078.140000001,2344378.5999999996,5177676.180000001,1256717.6199999999,275335707.56
4,2020,5,3644918.65,2086502.95,882270.49,379453.74,2657710.48,795818.01,97577.59,106203.94,9222640.53,10108756.02,1388199.03,896216.15,1857849.06,302178.75,1079567.11,407551.19,571539.54,299470.47,8022.61,163815.73,666942.92,84538.7,78978.83,462515.0,2108256.59,85006.56,612949.41,4335227.75,84277.1,851157.26,1250418.94,117569.32,3092008.25,1111828.38,46130.24,262345.81,732782.91,757264.49,135957.61,776348.88,1288526.93,326079.74,4533019.47,135644.97,859391.59,649230.09,565273.69,1849772.3,58556.17,2928770.85,1609758.83,128062.76,3113810.22,1762673.58,817529.6,1122875.42,549295.09,5563930.69,524779.97,285435.73,662581.33,611303.56,10685481.76,3021861.13,4534926.24,1830463.64,6787095.92,260582.81,366045.22,2344774.18,143605.03,3235590.7399999998,208613.97,165319.53,855524.46,914321.28,229896.29,601529.77,2233237.43,7382899.41,1918038.97,694638.66,1146469.49,335045.5,2881769.15,1810236.94,3151520.14,927504.06,3822480.28,3654711.51,1065953.04,7919198.11,1262012.37,11633564.2,2191971.24,4467496.9,5624083.67,5216015.53,7130281.22,229753.62,12616276.87,7292655.22,7560157.33,713309.61,4866627.39,1275909.4,2026247.76,803196.45,4658771.02,516664.6,3892852.03,4982404.67,1137393.08,1805059.06,2329603.86,1341185.76,1102016.49,1588610.54,281420.75,165173.93,521291.83,8644581.45,5482420.52,43128.06,900114.3,6194714.6,9715823.9,1599232.45,428699.62,841350.69,4387208.64,2364179.84,599892.54,884754.44,7477191.789999999,5883611.5200000005,4004644.57,20825799.52,4203836.63,2364179.84,900114.3,5482420.52,20974885.13,11633564.2,1789297.05,11142046.530000001,8168784.549999999,3570210.99,3241872.98,7240644.4399999995,7374167.630000001,884754.44,6003712.35,4387208.64,8438786.47,5255326.989999999,4079024.2,6503058.42,1088978.59,2200833.42,2754065.21,841350.69,6194714.6,1815692.63,11315056.35,10840099.2,995128.72,11817708.84,4597085.85,3551106.08,11420779.989999998,599892.54,6659468.140000001,874833.81,7919198.11,31342996.669999998,2193263.15,428699.62,8991773.44,6993145.83,2443202.25,5483739.319999999,1292975.45,306484932.1999999
5,2020,6,3484470.55,2093041.83,917354.0,409484.56,2656568.93,824689.29,111975.35,111663.97,9834231.47,11284972.93,1495477.42,931661.35,2401391.14,299376.26,1237742.1,458423.96,571934.39,310738.18,7762.23,168027.76,687507.93,96778.54,82922.63,514070.59,2286652.33,91062.02,805813.56,5588705.45,98452.54,1113222.42,1501157.42,121158.06,3504933.83,1228818.86,49008.82,277891.85,784338.64,820511.35,160325.05,944942.42,1545658.54,347215.51,4930659.68,150043.04,967126.67,703602.98,670459.79,2176957.02,68928.97,3609529.78,1947292.92,158356.08,3832687.97,2150175.0,992273.49,1339857.2,663567.85,6289501.7,638107.34,335121.31,767038.77,729923.36,12373549.64,3503133.72,5208567.87,2062945.69,7800348.68,288882.63,410129.46,2669634.59,171268.31,3667768.09,241265.2,176847.91,919891.9,977642.5,249075.69,648083.98,2383537.58,8374969.79,2200486.5,799421.28,1303553.43,394242.94,3217064.78,2002574.48,3528851.67,1019247.09,4298288.8,4181864.6,1204883.31,8599382.26,1375612.1300000001,13102450.75,2439670.48,5063672.5,6210933.58,5825370.87,7936072.75,249038.74,13370506.3,7811972.06,7970600.29,769652.0,5404025.46,1421550.76,2259657.85,901445.03,5095953.51,554069.61,4165602.59,5334566.81,1222605.2,1933484.39,2457570.73,1415676.88,1172542.25,1687370.61,300463.46,175891.25,553474.45,9573694.06,6129396.2,49465.17,1036418.41,7055008.63,10595974.75,1858648.61,453866.57,907202.27,4792169.79,2591390.56,664379.4,913647.25,8480153.4,7606193.970000001,4556921.9799999995,22726345.79,4733752.69,2591390.56,1036418.41,6129396.2,22387361.67,13102450.75,1995542.32,12678430.999999998,9085234.07,4046890.7199999997,3991044.0500000003,7927080.28,8292076.18,913647.25,6682870.65,4792169.79,8917100.2,5716800.859999999,4548098.76,7616993.029999999,1107471.38,2650926.01,3333052.49,907202.27,7055008.63,2171617.21,12454623.36,12036304.45,1062230.49,12656258.989999998,5625751.67,3593233.5700000003,12507619.500000002,664379.4,7503342.98,941669.4099999999,8599382.26,36259261.25000001,2377714.35,453866.57,9921947.27,6904350.9399999995,2588219.13,5881834.630000001,1381279.69,341192912.4799999
6,2020,7,3599676.79,2266940.89,1083213.06,480229.03,2964928.0,945259.29,175306.99,140185.57,11861063.07,13369153.57,1778589.95,1076108.17,2862426.83,323908.32,1500596.21,529931.08,614717.73,350455.91,7883.2,185019.98,713545.51,135292.88,92484.11,668608.32,2606206.95,100677.13,1102079.23,6426247.34,80853.47,1274543.3,1614315.8800000001,129009.0,3934803.63,1345798.8,54187.6,310315.04,882614.95,911332.16,202989.35,1258737.48,1834552.71,397276.38,5683273.37,170242.23,1081359.78,817220.65,730749.57,2411048.2,77906.05,4166135.94,2317625.4,185341.18,4599551.83,2649483.6,1230530.12,1587872.93,775592.41,6908851.87,665927.51,365542.12,827898.71,786191.35,13738496.59,3815087.26,5616928.68,2231358.86,8526419.22,328578.97,466531.35,3059603.07,208446.06,4447763.24,298966.34,203842.5,1062025.98,1127108.35,284976.41,741192.75,2756333.63,10056815.06,2660540.59,946977.24,1558741.18,498576.42,3636175.41,2222547.56,3981839.75,1165839.85,4919853.65,4760983.72,1342640.02,10034770.4,1622938.68,15059913.59,2889805.07,5890062.52,7386056.23,6934453.94,9635803.19,294934.52,14677369.09,8266033.26,9437091.14,893939.39,6401020.01,1712182.47,2757359.59,1084792.6,6094873.3,659072.79,4816788.26,6254953.88,1434347.15,2280563.34,2828673.58,1658187.75,1389870.96,1995271.23,345949.62,204401.91,647439.2,11605977.12,7544340.93,61528.1,1301934.96,8784740.38,12829269.0,2428635.24,520003.22,1083941.6,6017290.93,3228514.57,856561.04,1030406.33,9680837.370000001,8883723.34,5224048.34,27148992.16,5280602.43,3228514.57,1301934.96,7544340.93,24286042.369999997,15059913.59,2354435.61,15223074.07,10870562.07,4607494.199999999,4784893.01,9461677.370000001,9131399.43,1030406.33,8191780.13,6017290.93,10534873.030000001,6579370.95,5147679.6,9333765.780000001,1212264.42,3296279.54,3938535.0,1083941.6,8784740.38,2345065.45,15257904.24,14320510.170000002,1192929.99,14786652.629999999,6561667.39,4085494.2800000003,14985002.229999999,856561.04,8779867.59,1040341.16,10034770.4,39760490.910000004,2706884.08,520003.22,11987537.04,7430059.77,3048058.71,6788857.7700000005,1609930.8200000003,397322002.3999999
7,2020,8,3492571.34,2191274.59,1060018.2,462098.25,2871781.24,908002.35,162246.0,139538.02,11383946.05,12732543.23,1725873.89,1043232.7,2637279.34,309647.04,1359685.16,494248.14,580705.89,330157.64,7249.96,174327.81,669596.24,134375.31,88306.53,649283.71,2492936.67,95797.18,1052665.5,5953217.69,72009.97,1201171.72,1523985.28,121969.21,3768135.01,1279899.13,52565.98,301107.4,861378.67,878592.62,193849.01,1227825.11,1843398.88,387277.61,5480625.03,163397.85,1051964.94,797137.24,704690.54,2349475.46,76690.25,4065274.75,2286366.1,175746.13,4454998.64,2571493.56,1198216.38,1566165.7,747487.96,6767549.92,631795.6,355568.21,797652.55,762503.25,13572294.32,3746544.41,5452042.63,2185354.92,8378899.34,317192.65,453288.31,2980969.57,203408.14,4315450.11,287999.98,200425.06,1041247.74,1107171.62,281590.55,733553.36,2729412.97,10109335.26,2606688.26,935648.08,1544474.1,482441.05,3620147.33,2184185.38,3906043.14,1147906.52,4836242.09,4687979.91,1323635.56,10024857.69,1610146.58,14972930.31,2845561.38,5809183.22,7280679.69,6887647.3,9521377.35,293370.38,14613750.49,8247779.56,9486143.3,901957.69,6432101.11,1713230.76,2749425.39,1075956.74,6082232.65,657521.96,4981057.34,6388124.67,1450242.8,2295483.72,2871008.72,1659365.19,1387908.74,1974756.67,351773.32,205177.57,648185.52,11694379.74,7477978.24,61076.86,1301128.98,8821589.55,13053334.01,2430192.12,524714.34,1066944.82,5933474.28,3231401.88,850201.59,1031203.9,9524222.0,8279064.880000001,5186313.03,25981901.19,5048034.14,3231401.88,1301128.98,7477978.24,24185165.61,14972930.31,2163580.34,15196145.7,10894757.26,4486222.819999999,4630744.77,9425857.93,8951735.3,1031203.9,8126163.76,5933474.28,10588526.05,6348493.140000001,5053949.66,9059009.22,1145007.28,3265073.0,3680512.04,1066944.82,8821589.55,2228675.8200000003,15483526.129999999,14168326.99,1162486.07,15114908.530000001,6428331.1,3942029.5900000003,15122339.350000001,850201.59,8654744.6,1000561.83,10024857.69,38979618.64999999,2588733.85,524714.34,11850581.26,7205962.38,3047273.9299999997,6690113.48,1541561.79,391666680.05
8,2020,9,3322833.86,2018175.71,958148.83,393840.05,2678700.81,816125.83,128919.67,121573.75,10247699.16,11457218.14,1572008.2,925896.38,2200047.77,286804.62,1117686.85,427586.39,534430.79,301040.5,6688.39,160011.49,600878.14,115291.1,78880.92,559367.9,2227939.81,86299.91,895031.12,5220675.66,68209.12,1055701.53,1360456.0,108788.58,3276091.48,1122773.23,47837.78,270630.05,767191.69,785962.7,160761.1,936919.15,1496710.69,342097.25,4833941.54,145271.89,909892.31,694213.54,597495.4,1975291.9,63808.75,3449006.63,1937429.96,144068.54,3644476.48,2076396.9,987723.97,1330137.63,644659.13,6179438.14,580601.71,315343.73,708254.68,660101.51,11846862.790000001,3376779.35,5031659.0,1990150.35,7657390.62,279439.7,390561.63,2532743.32,166432.5,3703206.92,243719.39,168394.97,874961.13,931103.57,243182.2,620735.43,2314431.12,8279791.29,2209933.54,792503.46,1304236.07,397918.76,3205511.3,1984895.09,3545556.84,1048513.53,4338441.84,4216198.41,1211876.79,9025159.83,1415350.27,13272717.1,2521347.4,5167314.33,6434307.35,5994483.41,8108040.45,253949.34,13793170.31,7719283.27,7845298.66,763008.89,5345264.31,1421040.54,2295517.37,914319.69,5202785.78,575452.92,4216354.6,5424341.68,1235379.75,1959630.68,2486697.84,1455253.16,1219912.21,1752733.87,302613.26,178839.09,566561.11,9623790.37,6225366.01,51742.02,1065379.97,7086560.59,10782995.99,1900275.43,452456.8,902707.47,4938793.15,2621764.0,693943.49,931401.11,8554640.25,7239617.430000001,4535648.93,23398499.25,4398864.71,2621764.0,1065379.97,6225366.01,22724330.369999997,13272717.1,1832077.8600000003,12586464.36,9061822.219999999,3833197.26,3788545.02,8107908.66,8164333.2299999995,931401.11,6791927.12,4938793.15,8776702.52,5600750.38,4594070.37,7575398.44,1050008.9500000002,2594390.94,3125944.15,902707.47,7086560.59,1957951.4,12683271.42,12428790.76,1037821.74,12835706.709999999,5450245.34,3623746.31,12591940.559999999,693943.49,7688661.73,894751.2799999999,9025159.83,34787094.769999996,2314239.72,452456.8,10166465.68,6692998.449999999,2675165.37,5678626.99,1354418.06,340413288.23
9,2020,10,3640867.48,2021495.91,924983.78,348043.3,2689494.38,804738.19,95735.41,112753.65,9768545.63,11125647.43,1567967.41,902758.36,1865521.46,304281.64,970118.13,394356.79,554044.83,303039.19,7646.17,164574.82,649232.72,94997.93,78940.94,499856.05,2172209.25,85973.18,734024.88,4371958.56,70057.45,876992.97,1233237.39,115164.32,3118999.06,1118530.02,47842.83,270236.67,770634.68,784594.41,146485.38,827253.59,1292164.53,343390.02,4861474.68,142708.9,857899.43,690860.79,509588.32,1699856.83,55018.17,2716933.5,1524623.05,127316.87,2971947.91,1684083.11,798058.98,1048134.34,512839.85,4924233.97,485668.7,268050.48,574817.21,485349.66,8741459.95,2719363.6,4219209.48,1647317.93,6493813.43,273862.24,371491.63,2305806.18,139768.75,3241442.6,207081.4,164606.2,842792.7,893504.7,237744.36,586619.67,2201638.85,7351012.19,1900096.85,690443.53,1137757.39,323268.29,2609236.27,1592294.47,2808206.1,891714.82,3525961.44,3212727.29,922578.8,7724951.68,1223736.46,10377352.79,2042704.88,4077594.62,5225646.48,4832640.68,6636984.89,223522.03,11867260.21,7112853.15,7264176.74,715258.73,4763829.4,1227833.5,1959591.79,764000.74,4487230.18,514418.77,3889255.42,4936943.03,1124455.6,1784206.95,2316510.72,1326205.59,1093849.22,1555077.8,282491.15,165307.14,521552.18,8369821.87,5230291.54,41494.32,870621.76,5970519.95,9655085.86,1560434.55,439299.49,846094.7,4456862.36,2331949.6,608234.43,938511.74,6738688.73,6053033.859999999,3657370.61,22574914.12,4237529.08,2331949.6,870621.76,5230291.54,19902692.16,10377352.79,1668756.56,11079309.959999999,7951254.69,3535197.24,3099264.7800000003,6989386.15,6516528.4399999995,938511.74,5751843.72,4456862.36,8144041.67,5621435.84,3699920.92,6393703.130000001,1077147.84,2265903.5,2768279.82,846094.7,5970519.95,1742825.71,11215520.41,10058287.16,1040871.3500000001,11734861.0,4296574.72,3589967.98,11134130.88,608234.43,6120299.5,899758.73,7724951.68,27847747.119999997,2258182.43,439299.49,8457079.04,6935390.47,2420054.81,5453161.07,1323027.64,296048632.87999994
