rb,Month,CI_max_lower,CI_max_upper
p22,1,270.84925917132745,272.35951371038215
p22,2,271.51485533862416,272.7916087742221
p22,3,278.8354641222039,280.58473750437963
p22,4,282.2860277642593,284.0644059664878
p22,5,287.8627342471252,289.6038139937273
p22,6,295.00327628985366,296.68986022350697
p22,7,301.62413840948096,302.6564095299146
p22,8,300.8401723832745,301.9274073339539
p22,9,295.36148103532025,296.6563654194439
p22,10,284.027409896146,285.9815338717007
p22,11,277.72018127102996,279.49271607464874
p22,12,270.1729425008477,271.7750288372468
