rb,Month,CI_min_lower,CI_min_upper
p4,1,265.7327306871961,267.173915371743
p4,2,268.7411086127068,269.88734306623513
p4,3,272.2804170196652,273.13461460527657
p4,4,275.1417562621736,276.0591671176914
p4,5,279.5964080600798,280.67546425202084
p4,6,283.21414521825324,284.22584936666743
p4,7,288.0142464722592,289.014258023729
p4,8,287.08380124996313,288.0304967192975
p4,9,283.4695554014835,284.4525373521303
p4,10,277.16560118210987,278.1999405710852
p4,11,271.742119204386,273.0567594536874
p4,12,266.57468521800814,267.9978319391085
