rb,Month,CI_max_lower,CI_max_upper
p97,1,279.51817638338935,281.11410490901187
p97,2,281.69284723219744,283.41451914878996
p97,3,288.0084102242817,289.70416381857245
p97,4,292.84116974853697,294.25661161918714
p97,5,297.43861106766286,298.5028928581891
p97,6,302.28287806279184,303.1484292392091
p97,7,303.07383734030924,303.86988270387866
p97,8,302.89256258062943,303.7075682465791
p97,9,298.8211147739564,299.928873727985
p97,10,292.8745839972401,294.2020709650928
p97,11,286.9005795443363,288.1844355869523
p97,12,281.45021902905864,283.05363282922644
