rb,Month,CI_max_lower,CI_max_upper
p77,1,265.6234989747134,267.402249056814
p77,2,267.61883087106554,269.2371164356353
p77,3,277.13269192445233,279.4454932046353
p77,4,285.51270008969686,287.33849006210505
p77,5,293.2822800156321,294.67925909238085
p77,6,298.0863023031813,299.23356806294197
p77,7,301.28606891065584,302.38133293365917
p77,8,300.11659351409054,301.1748453488581
p77,9,294.99520186079934,296.36167369056665
p77,10,286.93707055187065,288.6182952799081
p77,11,278.59294871849306,280.2067970952172
p77,12,268.88811025630775,270.3815013861132
