rb,Month,CI_min_lower,CI_min_upper
p123,1,267.1654243717244,268.66632202874064
p123,2,266.7168011046483,268.3136323418281
p123,3,273.15983057746024,274.77102675108284
p123,4,278.424478900892,279.83842411431345
p123,5,284.3232829538913,285.6629969509544
p123,6,289.52360061565315,290.62612716387997
p123,7,291.6213143621074,292.5770470814362
p123,8,291.0480958573317,291.905099645407
p123,9,286.85529300849055,288.08899630631515
p123,10,280.3090254576543,281.7598324793142
p123,11,274.6784189772771,275.9762960405414
p123,12,269.79913427836044,271.14889811734935
