rb,Month,CI_min_lower,CI_min_upper
p47,1,271.63169545142176,272.6371383951128
p47,2,272.9105210676397,274.3599897817925
p47,3,277.7412975416024,278.9300164900286
p47,4,281.12366948786394,282.2251212470387
p47,5,285.66046777434866,286.620884553896
p47,6,291.82194782096667,292.37603696318104
p47,7,293.17183701546276,293.59926967876925
p47,8,293.1002300026044,293.6228522733274
p47,9,288.6050386429158,289.36355330803326
p47,10,282.38578794372717,283.54266387324293
p47,11,276.5567150860886,277.6691223401376
p47,12,272.3751737846289,273.5332829887662
