rb,Month,CI_max_lower,CI_max_upper
p55,1,276.45828308129603,278.36445846635297
p55,2,278.30915609689777,280.4541936002494
p55,3,287.8793310685858,289.7842153007056
p55,4,291.9774171224716,293.5956930379658
p55,5,297.12038737092996,298.38193879707967
p55,6,303.2982918967666,304.2316747937716
p55,7,305.6744766897226,306.763752439437
p55,8,306.1427240160336,307.2707749584818
p55,9,299.6458216882087,300.8941929709275
p55,10,293.0036900666752,294.5897636463153
p55,11,286.7065068418659,288.30708650493705
p55,12,278.6136039583635,280.28159759213435
