rb,Month,CI_max_lower,CI_max_upper
p24,1,270.8018841766654,272.20475152924
p24,2,272.2067222364931,273.5090575951641
p24,3,278.93893727364286,280.6273934189504
p24,4,282.9183102665887,284.68151698746203
p24,5,289.6671112928485,291.3531512110228
p24,6,297.5327775055953,299.00498868119735
p24,7,301.92537701784033,302.7954713737288
p24,8,301.1557012923549,302.0042631225951
p24,9,295.7347663255737,296.8583398660819
p24,10,285.20592088626904,287.03113307034073
p24,11,278.6601069124903,280.32028889987987
p24,12,270.8613334981918,272.3594936644704
