rb,Month,CI_min_lower,CI_min_upper
p121,1,266.3174565049747,267.85938256739354
p121,2,265.88993940725516,267.5353064305531
p121,3,272.81958967899266,274.47018260208085
p121,4,278.07273808915215,279.534961050711
p121,5,283.8435843480247,285.1647171489162
p121,6,288.62983375654886,289.7158550291601
p121,7,290.6475344024341,291.5824295926715
p121,8,290.03933442605864,290.8593869377296
p121,9,285.90416886267604,287.1098674192801
p121,10,279.6446940135067,281.0238024046535
p121,11,274.12924513968505,275.3710623131999
p121,12,268.8116587650904,270.1508149382947
