rb,Month,CI_max_lower,CI_max_upper
p82,1,270.7042301161069,272.4120641956769
p82,2,272.00681089268016,273.9058928670437
p82,3,283.69503001069126,285.92037717342356
p82,4,289.56920867027026,291.318040566982
p82,5,295.96501008911287,297.3346077076791
p82,6,300.92811868156616,301.9453502769313
p82,7,303.364441462157,304.55199819919864
p82,8,303.2608011306761,304.3718960364665
p82,9,297.80640852975586,299.14793330369736
p82,10,290.1707338222464,291.89361317393895
p82,11,282.4323681350532,284.11342927782067
p82,12,273.71534383182956,275.29701524236594
