rb,Month,CI_max_lower,CI_max_upper
p46,1,263.7275865615427,265.52684145323906
p46,2,266.1633190398877,267.87885707404325
p46,3,275.35728818865385,277.5511547991776
p46,4,284.09095027315334,286.0038299361712
p46,5,292.17096328960565,293.54766625035893
p46,6,296.7886665940223,297.9931073659113
p46,7,300.41816782502434,301.44799033493376
p46,8,299.2602785858618,300.30121524551316
p46,9,293.87109854152726,295.3325091630846
p46,10,285.36266432766456,287.0677447194622
p46,11,277.0356880525621,278.6699109341046
p46,12,266.96729950182987,268.4154400177007
