rb,Month,CI_max_lower,CI_max_upper
p94,1,283.01051509599256,284.5686899251573
p94,2,285.51227351743506,287.1711178967601
p94,3,291.22023011084343,292.65637529454295
p94,4,295.37754119156654,296.62509718536313
p94,5,299.837396841102,300.79147634469354
p94,6,304.0928833434094,304.8326748122163
p94,7,304.54715504876174,305.22258449664275
p94,8,304.54748553068845,305.4174515439542
p94,9,301.0200409201276,301.93955542842184
p94,10,295.18151006457725,296.3630095678455
p94,11,289.6960531498752,290.9137693219925
p94,12,284.9292173522955,286.4287888951418
