rb,Month,CI_min_lower,CI_min_upper
p69,1,253.71540360209292,256.1835629221241
p69,2,255.8016216740662,258.23283921672856
p69,3,267.07193630891663,269.6134901249451
p69,4,275.28659793587906,276.75161085158345
p69,5,282.201546724391,283.53749175552076
p69,6,287.8099571679666,288.9023676601358
p69,7,289.5181473573552,290.549761906486
p69,8,287.60923891324,288.73377873958884
p69,9,282.6628805281608,284.0522452113785
p69,10,277.1185275736954,278.595543697422
p69,11,270.66735553547454,272.02999726472973
p69,12,259.0047080693632,261.1965455536395
