rb,Month,CI_min_lower,CI_min_upper
p37,1,250.9592897991775,253.43035118502428
p37,2,251.56056482031795,253.9800265005943
p37,3,261.4520772351413,264.1269658105044
p37,4,271.5478216566982,273.28964164695316
p37,5,279.11749400553555,280.34463056859494
p37,6,284.66528343414546,285.70501351841614
p37,7,287.6047963000526,288.5269558520157
p37,8,286.1899412488693,287.15533939868163
p37,9,281.0982657191304,282.34882332748714
p37,10,274.84651809884764,276.09788127917915
p37,11,266.38713278396057,268.1953285719397
p37,12,254.17964531993107,256.1136196989465
