rb,Month,CI_max_lower,CI_max_upper
p90,1,285.35568843613106,286.96379295782214
p90,2,287.47532198412114,289.1248479919034
p90,3,292.96228595566794,294.2431249965777
p90,4,296.5968531899854,297.67069256507364
p90,5,300.8512385015078,301.6726500167344
p90,6,304.7814363236168,305.40863674933183
p90,7,304.8356440829949,305.420371347975
p90,8,305.07506574342773,305.91710367764375
p90,9,302.24045504495064,302.9652051120876
p90,10,296.89033060803047,298.02554322973117
p90,11,291.5809784360023,292.7450759757845
p90,12,287.26930251763457,288.79877760704
