rb,Month,CI_min_lower,CI_min_upper
p3,1,265.79119588867553,267.25139815871006
p3,2,268.0589447941077,269.26597644921344
p3,3,271.09265705341096,272.12079472922113
p3,4,273.73845374081225,274.7362587703716
p3,5,278.10181190327654,279.1808206652773
p3,6,281.5063719331991,282.5049305737064
p3,7,286.33767585245863,287.339222855185
p3,8,285.6094696041744,286.5620292359277
p3,9,281.9037741681852,282.92990789392724
p3,10,275.70155066231746,276.853879030303
p3,11,270.73124273175654,272.15134758749025
p3,12,265.94785247461533,267.476403227592
