rb,Month,CI_max_lower,CI_max_upper
p31,1,277.7840390409325,278.73732050206684
p31,2,280.82829021220084,282.1637142034639
p31,3,287.60592570292823,288.96210642059515
p31,4,292.47306002914723,293.6145786310448
p31,5,297.05581679794744,298.1612057800409
p31,6,303.4699822620547,304.25092525843377
p31,7,303.0458121403383,303.7675513196972
p31,8,303.08369291399606,303.68329060826557
p31,9,299.0696784088478,299.80637469701645
p31,10,293.0706191556251,294.1193469071827
p31,11,285.9012041682076,287.1782881824283
p31,12,278.13621846718854,279.4438986539408
