rb,Month,CI_max_lower,CI_max_upper
p2,1,276.23948484214964,277.1535820268524
p2,2,278.79023014401656,279.58140764547505
p2,3,280.9995843976533,281.8053187491238
p2,4,284.5316287745154,285.6615796735791
p2,5,289.17032396858474,290.4287436713503
p2,6,292.28344531593797,293.41794608262836
p2,7,297.8058286644616,298.788211945718
p2,8,297.8074481890252,298.8611498561072
p2,9,295.0513873103482,296.22586731836293
p2,10,286.8446701665385,287.84077283236815
p2,11,280.42025293321416,281.49372793801996
p2,12,275.6174926916406,276.6138339484773
