rb,Month,CI_max_lower,CI_max_upper
p86,1,284.4481978867499,286.27862009875014
p86,2,287.1588235059463,289.1914842389716
p86,3,293.7155652452914,295.22078495425217
p86,4,297.63771146695075,298.9157092575895
p86,5,302.58871638139885,303.5839066427717
p86,6,307.69695927493984,308.58665850387916
p86,7,307.8592255254535,308.83659453565684
p86,8,309.06188159856947,310.1140901064979
p86,9,304.30489203977777,305.3238936741351
p86,10,298.22475021246447,299.65332985999197
p86,11,292.21980810420683,293.6497311250923
p86,12,286.81846593746604,288.54961807993084
