rb,Month,CI_max_lower,CI_max_upper
p134,1,267.96330519586695,269.45603308041325
p134,2,269.29230195451754,270.513886373357
p134,3,273.802753732554,275.24479789350227
p134,4,281.47918916166464,282.91125172554314
p134,5,288.27127680780836,289.59858191213664
p134,6,292.3902170693355,293.4507279582122
p134,7,296.31641869473907,297.1591030637467
p134,8,295.714862214087,296.54078103999984
p134,9,291.6767766663201,292.7217354889986
p134,10,284.705993729134,285.81450047018825
p134,11,278.33208094894457,279.56440875287564
p134,12,271.09793026198855,272.5101251107314
