rb,Month,CI_max_lower,CI_max_upper
p35,1,266.2900025470061,268.2844023158833
p35,2,266.51496144829116,268.2538110871384
p35,3,275.8837760096362,278.0843894554789
p35,4,284.02046939316233,286.0420118951977
p35,5,290.86244658828764,292.4771545676465
p35,6,297.17704145057286,298.70402756407117
p35,7,303.5291324778736,304.73846706528496
p35,8,302.6795239808617,303.8500425343968
p35,9,296.69370844719475,298.2048258809438
p35,10,285.04966203188235,286.9611380761106
p35,11,275.9371799636745,277.93738514390844
p35,12,265.9108629630406,267.81291492548416
