rb,Month,CI_max_lower,CI_max_upper
p11,1,288.8625537343992,290.01529572796625
p11,2,288.4916785451962,289.6763214548038
p11,3,291.3768108690905,292.4820063352105
p11,4,292.99810045622377,294.2380106548873
p11,5,295.6188305485024,296.70267482784175
p11,6,298.75030249497377,299.7551419494707
p11,7,302.1080102926832,302.77069938473613
p11,8,302.9811338108613,303.6944575869881
p11,9,301.489597566834,302.4908468776105
p11,10,296.7431164369148,297.93473302545084
p11,11,292.6164722000188,293.8405277999813
p11,12,287.4275084175774,288.5084698432921
