rb,Month,CI_max_lower,CI_max_upper
p101,1,292.35628280796203,293.61516109599967
p101,2,293.4486491867912,294.7604621156136
p101,3,296.66027164858144,297.6462861580203
p101,4,299.5539371899591,300.360699263561
p101,5,302.7025728047839,303.23088961297333
p101,6,304.21179045475674,304.82060408085624
p101,7,304.5429390329132,305.01520672393997
p101,8,304.8339974221956,305.2707454102083
p101,9,303.5782705980403,303.98563746416147
p101,10,300.2429790735816,301.0994774490428
p101,11,296.2769678148093,297.12819128757
p101,12,293.9874581168827,295.19542973895517
