rb,Month,CI_max_lower,CI_max_upper
p126,1,274.4037405648888,275.91247538341594
p126,2,275.2956297492693,276.7646815201557
p126,3,281.3312557975372,282.9287679055409
p126,4,287.88040467094515,289.50002489571
p126,5,293.933052670826,295.2288975468821
p126,6,298.55013316638434,299.67215008972977
p126,7,301.6602997187151,302.5353412915408
p126,8,300.3833283920443,301.304233891996
p126,9,296.5254182455606,297.61922381097537
p126,10,289.68097103356666,291.10068215452014
p126,11,282.9454913354606,284.1547422863259
p126,12,276.75991543513754,278.1632389801651
