rb,Month,CI_min_lower,CI_min_upper
p99,1,269.23993233992525,270.701482859019
p99,2,269.18939840901743,270.73617549181466
p99,3,275.2179861837627,276.8271801807583
p99,4,279.98909131701595,281.39875183462715
p99,5,285.4483691872794,286.6752240595767
p99,6,290.37039759983526,291.3774977463814
p99,7,292.2971414147961,293.1736435833632
p99,8,291.89224510219725,292.6491130773873
p99,9,287.803601015109,288.8852364949435
p99,10,281.43659644084505,282.83500416142226
p99,11,275.9273088118328,277.2030558884374
p99,12,271.61565356369226,273.0249954484352
