rb,Month,CI_max_lower,CI_max_upper
p34,1,275.29047829682844,276.6530233412338
p34,2,276.635493183936,278.0966236683847
p34,3,283.4225573280318,285.04170824689294
p34,4,287.44571698147416,288.9495014883243
p34,5,293.14855409821945,294.5121097642105
p34,6,300.1140258235959,301.17809755885804
p34,7,301.99875878294296,302.7062278263707
p34,8,301.1570693336086,301.95336971657474
p34,9,296.5707974008348,297.5899090331639
p34,10,288.9194905658627,290.44264815407826
p34,11,282.7836929628228,284.30040489743976
p34,12,275.302687024791,276.8651186875245
