rb,Month,CI_min_lower,CI_min_upper
p74,1,256.8368146851641,259.08912027301074
p74,2,255.71429028236872,257.6903031990624
p74,3,263.2277012766403,265.5896193006377
p74,4,271.52708617561046,272.8351305778618
p74,5,278.4199115453618,279.4888366936664
p74,6,283.40415315443295,284.3115180920994
p74,7,286.12030430527966,286.87558642837746
p74,8,285.53087776441527,286.27157639010835
p74,9,281.8029234262006,282.74483815783884
p74,10,277.41306535081816,278.44098247670564
p74,11,271.5034215773689,272.7558695720638
p74,12,263.1594470734404,264.5250943585027
