rb,Month,CI_max_lower,CI_max_upper
p132,1,272.4984616017831,273.99398409717685
p132,2,273.28312692240985,274.5615376041621
p132,3,278.79611141648905,280.3817855326559
p132,4,286.0427960636115,287.56587169655484
p132,5,291.92490576580303,293.21468470306024
p132,6,296.28185456795865,297.42251044196036
p132,7,299.80428408403566,300.5848427226763
p132,8,298.7004597607315,299.58095302798813
p132,9,294.90652851480144,295.9175732982356
p132,10,288.3702049757522,289.6468896851498
p132,11,281.6888271675083,282.8901469142759
p132,12,275.33415381394485,276.7457547731163
